Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Кинешемская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544					
1	"Число избирателей, внесенных в списки избирателей"	19602	434	259	223	330	1098	1479	516	345	329	205	1258	283	989	1510	208	538	170	226	265	1436	993	1182	1340	1479	1397	1110					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19076	450	270	200	300	1100	1450	500	350	330	209	1250	300	950	1500	213	385	169	200	250	1400	950	1150	1300	1450	1350	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9163	218	133	117	167	533	623	232	150	120	138	633	122	502	831	106	329	97	115	160	647	360	527	569	562	682	490					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1760	50	49	34	69	126	104	71	75	86	17	63	59	111	55	53	55	32	52	45	79	121	63	48	124	57	62					
6	Число погашенных избирательных бюллетеней	8153	182	88	49	64	441	723	197	125	124	54	554	119	337	614	54	1	40	33	45	674	469	560	683	764	611	548					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1760	50	49	34	69	126	104	71	75	86	17	63	59	111	55	53	55	32	52	45	79	121	63	48	124	57	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9157	218	133	117	167	528	623	232	150	120	138	632	122	502	831	106	329	97	115	160	647	360	527	569	562	682	490					
9	Число недействительных избирательных бюллетеней	74	1	0	0	0	9	2	2	0	0	3	9	2	3	4	1	1	2	0	3	6	2	7	5	4	4	4					
10	Число действительных избирательных бюллетеней	10843	267	182	151	236	645	725	301	225	206	152	686	179	610	882	158	383	127	167	202	720	479	583	612	682	735	548					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	397	17	5	4	12	25	20	9	6	6	5	20	25	20	30	4	16	3	5	8	25	17	21	23	26	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	248	17	3	4	12	25	7	3	1	3	0	20	17	14	17	0	13	3	1	8	16	7	14	9	8	14	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	219	4	1	2	1	4	6	3	0	1	0	5	2	6	32	0	95	1	0	7	10	3	11	8	6	9	2					
14	Число погашенных неиспользованных открепительных удостоверений	149	0	2	0	0	0	13	6	5	3	5	0	8	6	13	4	3	0	4	0	9	10	7	14	18	11	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
