Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Притобольная																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
1	"Число избирателей, внесенных в списки избирателей"	13003	1265	1082	1092	475	845	491	629	377	578	514	379	336	155	519	178	109	506	200	441	73	172	282	167	95	139	618	766	122	297	101					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12930	1200	1000	1065	450	895	480	640	375	575	510	390	335	145	520	180	115	505	210	460	75	165	265	155	95	140	620	780	175	305	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7975	684	632	601	295	495	337	363	228	333	284	261	225	90	272	124	103	273	129	321	52	148	218	119	82	97	389	440	104	208	68					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1128	56	73	69	52	89	32	44	43	30	51	31	27	15	68	28	6	88	9	33	13	8	33	18	5	8	71	80	18	22	8					
6	Число погашенных избирательных бюллетеней	3827	460	295	395	103	311	111	233	104	212	175	98	83	40	180	28	6	144	72	106	10	9	14	18	8	35	160	260	53	75	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1128	56	73	69	52	89	32	44	43	30	51	31	27	15	68	28	6	88	9	33	13	8	33	18	5	8	71	80	18	22	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7975	684	632	601	295	495	337	363	228	333	284	261	225	90	272	124	103	273	129	321	52	148	218	119	82	97	389	440	104	208	68					
9	Число недействительных избирательных бюллетеней	64	5	5	4	2	3	2	7	2	2	1	3	3	1	0	0	0	3	0	3	2	0	0	0	1	0	2	6	0	6	1					
10	Число действительных избирательных бюллетеней	9039	735	700	666	345	581	367	400	269	361	334	289	249	104	340	152	109	358	138	351	63	156	251	137	86	105	458	514	122	224	75					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	280	7	25	10	5	17	5	15	10	5	5	6	8	5	17	5	5	5	15	35	5	5	5	5	5	5	10	20	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	233	7	25	9	3	17	5	7	10	5	4	5	7	1	17	1	2	5	12	35	5	0	5	2	0	2	10	20	5	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	81	5	14	2	3	1	4	4	5	4	5	0	1	0	1	2	1	2	3	6	0	1	1	0	0	1	1	9	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	47	0	0	1	2	0	0	8	0	0	1	1	1	4	0	4	3	0	3	0	0	5	0	3	5	3	0	0	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	529	31	30	21	21	20	16	24	12	15	26	19	6	0	22	10	6	21	11	21	7	17	36	24	7	14	51	27	3	7	4					
		5.81%	4.19%	4.26%	3.13%	6.05%	3.42%	4.34%	5.90%	4.43%	4.13%	7.76%	6.51%	2.38%	0.00%	6.47%	6.58%	5.50%	5.82%	7.97%	5.93%	10.77%	10.90%	14.34%	17.52%	8.05%	13.33%	11.09%	5.19%	2.46%	3.04%	5.26%					
