Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Петровская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14753	1581	2062	1696	362	843	376	247	297	210	568	266	158	335	212	207	243	376	222	677	284	449	174	515	738	211	329	354	167	402	192									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14020	1450	1900	1500	360	800	350	230	290	200	550	250	150	320	200	200	230	380	220	650	280	450	170	500	750	200	330	350	170	400	190									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7147	637	914	667	164	394	285	130	118	88	293	153	95	142	131	92	142	106	86	301	203	309	120	256	348	132	237	210	121	187	86									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1737	99	56	89	42	71	37	58	92	63	61	33	26	70	26	57	37	118	32	90	46	70	47	90	74	47	56	38	18	42	52									
6	Число погашенных избирательных бюллетеней	5136	714	930	744	154	335	28	42	80	49	196	64	29	108	43	51	51	156	102	259	31	71	3	154	328	21	37	102	31	171	52									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1737	99	56	89	42	71	37	58	92	63	61	33	26	70	26	57	37	118	32	90	46	70	47	90	74	47	56	38	18	42	52									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7146	637	914	667	164	394	285	130	118	88	293	153	95	142	131	92	142	106	86	301	202	309	120	256	348	132	237	210	121	187	86									
9	Число недействительных избирательных бюллетеней	158	22	29	12	6	15	3	0	8	4	0	1	3	2	0	1	0	6	4	2	1	0	8	14	13	0	0	1	0	3	0									
10	Число действительных избирательных бюллетеней	8725	714	941	744	200	450	319	188	202	147	354	185	118	210	157	148	179	218	114	389	247	379	159	332	409	179	293	247	139	226	138									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	238	20	25	20	10	10	5	5	5	5	10	5	5	5	5	5	5	5	5	10	5	10	5	10	10	5	5	5	5	10	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	76	9	21	15	2	7	0	0	1	2	3	0	1	1	1	0	1	1	1	4	0	0	1	0	3	0	0	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	6	3	3	3	3	1	3	4	1	0	1	1	2	1	0	1	3	1	0	1	0	1	2	0	1	0	0	0	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	162	11	4	5	8	3	5	5	4	3	7	5	4	4	4	5	4	4	4	6	5	10	4	10	7	5	5	3	5	10	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	75	6	12	12	0	9	1	1	2	0	2	0	1	1	0	0	4	1	0	4	3	1	0	2	5	0	0	4	0	3	1									
		0.84%	0.82%	1.24%	1.59%	0.00%	1.94%	0.31%	0.53%	0.95%	0.00%	0.56%	0.00%	0.83%	0.47%	0.00%	0.00%	2.23%	0.45%	0.00%	1.02%	1.21%	0.26%	0.00%	0.58%	1.18%	0.00%	0.00%	1.61%	0.00%	1.31%	0.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	131	12	24	12	3	7	5	2	4	2	7	3	2	2	1	0	5	2	2	4	1	4	1	5	11	0	1	2	0	5	2									
		1.47%	1.63%	2.47%	1.59%	1.46%	1.51%	1.55%	1.06%	1.90%	1.32%	1.98%	1.61%	1.65%	0.94%	0.64%	0.00%	2.79%	0.89%	1.69%	1.02%	0.40%	1.06%	0.60%	1.45%	2.61%	0.00%	0.34%	0.81%	0.00%	2.18%	1.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	80	13	20	8	1	6	4	0	6	1	1	1	0	3	0	0	1	3	0	0	2	0	1	4	3	0	1	1	0	0	0									
		0.90%	1.77%	2.06%	1.06%	0.49%	1.29%	1.24%	0.00%	2.86%	0.66%	0.28%	0.54%	0.00%	1.42%	0.00%	0.00%	0.56%	1.34%	0.00%	0.00%	0.81%	0.00%	0.60%	1.16%	0.71%	0.00%	0.34%	0.40%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6356	436	539	569	114	277	265	152	130	119	281	145	84	155	109	127	148	162	73	279	196	333	147	247	277	160	269	185	125	140	113									
		71.55%	59.24%	55.57%	75.26%	55.34%	59.57%	82.30%	80.85%	61.90%	78.81%	79.38%	77.96%	69.42%	73.11%	69.43%	85.23%	82.68%	72.32%	61.86%	71.36%	79.03%	87.86%	88.02%	71.39%	65.64%	89.39%	91.81%	74.60%	89.93%	61.14%	81.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	5	7	4	0	2	1	1	1	2	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0									
		0.35%	0.68%	0.72%	0.53%	0.00%	0.43%	0.31%	0.53%	0.48%	1.32%	0.28%	0.00%	0.83%	0.47%	0.64%	0.00%	0.56%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	1	1	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
		0.11%	0.00%	0.10%	0.13%	0.00%	0.86%	0.00%	0.53%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.72%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	724	92	124	46	24	71	6	8	22	6	18	9	16	10	24	8	3	20	14	20	14	8	3	23	53	3	9	27	3	34	6									
		8.15%	12.50%	12.78%	6.08%	11.65%	15.27%	1.86%	4.26%	10.48%	3.97%	5.08%	4.84%	13.22%	4.72%	15.29%	5.37%	1.68%	8.93%	11.86%	5.12%	5.65%	2.11%	1.80%	6.65%	12.56%	1.68%	3.07%	10.89%	2.16%	14.85%	4.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	7	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0									
		0.23%	0.95%	0.41%	0.26%	0.49%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.26%	0.40%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	4	5	0	0	2	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.23%	0.54%	0.52%	0.00%	0.00%	0.43%	0.00%	0.53%	0.95%	0.00%	0.56%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	1	8	4	2	6	0	0	0	0	2	0	0	1	1	0	0	0	1	4	2	1	0	0	1	0	0	0	0	1	0									
		0.39%	0.14%	0.82%	0.53%	0.97%	1.29%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.47%	0.64%	0.00%	0.00%	0.00%	0.85%	1.02%	0.81%	0.26%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	906	103	136	65	49	45	29	13	25	10	33	22	9	31	11	9	8	23	14	58	23	21	7	26	45	10	8	20	10	30	13									
		10.20%	13.99%	14.02%	8.60%	23.79%	9.68%	9.01%	6.91%	11.90%	6.62%	9.32%	11.83%	7.44%	14.62%	7.01%	6.04%	4.47%	10.27%	11.86%	14.83%	9.27%	5.54%	4.19%	7.51%	10.66%	5.59%	2.73%	8.06%	7.19%	13.10%	9.42%									
