Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Завитинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в список избирателей"	13686	46	363	290	68	128	211	145	466	105	165	286	271	244	104	1814	1347	1379	1845	1835	1337	229	316	399	53	240					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13973	45	382	298	67	134	219	146	474	103	170	298	284	248	107	1892	1371	1377	1868	1889	1355	237	299	414	53	243					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6405	28	187	144	38	72	104	100	246	53	77	137	153	100	62	759	468	603	967	929	497	112	253	187	27	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	443	5	16	16	2	3	8	0	24	2	7	6	10	14	5	40	58	59	54	56	25	5	0	20	1	7					
6	Число погашенных избирательных бюллетеней	7125	12	179	138	27	59	107	46	204	48	86	155	121	134	40	1093	845	715	847	904	833	120	46	207	25	134					
7	Число избирательных бюллетеней в переносных ящиках для голосования	443	5	16	16	2	3	8	0	24	2	7	6	10	14	5	40	58	59	54	56	25	5	0	20	1	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6404	28	187	144	38	72	104	100	246	53	77	137	153	100	62	759	468	603	967	929	496	112	253	187	27	102					
9	Число недействительных избирательных бюллетеней	127	0	5	5	0	1	1	2	3	0	3	3	3	7	3	5	13	14	19	25	8	1	3	3	0	0					
10	Число действительных избирательных бюллетеней	6720	33	198	155	40	74	111	98	267	55	81	140	160	107	64	794	513	648	1002	960	513	116	250	204	28	109					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	254	3	10	5	3	6	5	10	10	3	5	5	5	5	3	30	15	18	23	20	20	12	20	10	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	169	0	5	3	2	6	1	1	5	0	5	5	5	3	2	26	14	14	17	18	14	9	10	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	83	1	2	2	3	4	0	1	2	2	3	1	1	1	0	6	2	2	15	5	3	5	14	3	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	85	3	5	2	1	0	4	9	5	3	0	0	0	2	1	4	1	4	6	2	6	3	10	7	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	7	4	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	738	3	13	21	0	5	12	4	31	6	4	7	8	6	6	103	49	88	138	125	60	7	25	8	0	9					
		10.78%	9.09%	6.40%	13.13%	0.00%	6.67%	10.71%	4.00%	11.48%	10.91%	4.76%	4.90%	4.91%	5.26%	8.96%	12.89%	9.32%	13.29%	13.52%	12.69%	11.52%	5.98%	9.88%	3.86%	0.00%	8.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1316	7	38	15	8	7	11	24	34	8	9	35	18	13	19	161	112	105	200	197	105	41	85	40	4	20					
		19.22%	21.21%	18.72%	9.38%	20.00%	9.33%	9.82%	24.00%	12.59%	14.55%	10.71%	24.48%	11.04%	11.40%	28.36%	20.15%	21.29%	15.86%	19.59%	20.00%	20.15%	35.04%	33.60%	19.32%	14.29%	18.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	175	0	3	2	0	2	1	1	7	2	2	2	0	0	3	19	10	23	30	39	17	5	6	1	0	0					
		2.56%	0.00%	1.48%	1.25%	0.00%	2.67%	0.89%	1.00%	2.59%	3.64%	2.38%	1.40%	0.00%	0.00%	4.48%	2.38%	1.90%	3.47%	2.94%	3.96%	3.26%	4.27%	2.37%	0.48%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1471	7	28	46	14	18	18	25	46	6	17	23	59	6	17	125	128	178	260	238	103	18	41	31	4	15					
		21.48%	21.21%	13.79%	28.75%	35.00%	24.00%	16.07%	25.00%	17.04%	10.91%	20.24%	16.08%	36.20%	5.26%	25.37%	15.64%	24.33%	26.89%	25.47%	24.16%	19.77%	15.38%	16.21%	14.98%	14.29%	13.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	1	0	3	1	2	0	0	5	0	0	1	0	0	1	8	7	6	8	8	1	0	4	7	1	2					
		0.96%	3.03%	0.00%	1.88%	2.50%	2.67%	0.00%	0.00%	1.85%	0.00%	0.00%	0.70%	0.00%	0.00%	1.49%	1.00%	1.33%	0.91%	0.78%	0.81%	0.19%	0.00%	1.58%	3.38%	3.57%	1.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2916	15	116	68	17	39	69	44	141	33	49	72	75	82	17	371	206	244	362	346	220	45	87	117	19	62					
		42.59%	45.45%	57.14%	42.50%	42.50%	52.00%	61.61%	44.00%	52.22%	60.00%	58.33%	50.35%	46.01%	71.93%	25.37%	46.43%	39.16%	36.86%	35.46%	35.13%	42.23%	38.46%	34.39%	56.52%	67.86%	56.88%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	0	0	0	0	1	0	0	3	0	0	0	0	0	1	7	1	4	4	7	7	0	2	0	0	1					
		0.55%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.88%	0.19%	0.60%	0.39%	0.71%	1.34%	0.00%	0.79%	0.00%	0.00%	0.92%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
