Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Завитинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279					
1	"Число избирателей, внесенных в списки избирателей"	14701	392	64	312	76	166	217	144	523	108	181	325	308	268	118	1990	1362	1424	1930	2048	766	595	158	327	117	442	73	267					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14910	403	67	324	79	175	228	150	535	107	183	323	320	276	131	2070	1345	1420	1919	2088	740	605	176	322	122	455	71	276					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8563	293	45	169	42	87	162	120	295	73	164	212	173	171	93	1023	691	811	1133	1240	415	315	114	265	47	209	60	141					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	533	16	5	15	0	9	8	0	34	7	0	10	19	20	2	31	60	68	67	50	34	23	3	2	0	35	0	15					
6	Число погашенных избирательных бюллетеней	5814	94	17	140	37	79	58	30	206	27	19	101	128	85	36	1016	594	541	719	798	291	267	59	55	75	211	11	120					
7	Число избирательных бюллетеней в переносных ящиках для голосования	532	16	5	15	0	9	8	0	34	7	0	10	19	20	2	31	60	67	67	50	34	23	3	2	0	35	0	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8557	293	45	169	42	87	162	120	295	73	164	212	173	171	93	1020	691	811	1131	1240	414	315	114	265	47	209	60	141					
9	Число недействительных избирательных бюллетеней	111	13	0	2	1	1	1	1	5	0	2	0	4	4	0	10	18	9	14	9	3	4	0	7	1	1	1	0					
10	Число действительных избирательных бюллетеней	8978	296	50	182	41	95	169	119	324	80	162	222	188	187	95	1041	733	869	1184	1281	445	334	117	260	46	243	59	156					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	283	8	2	5	2	2	2	2	10	5	5	5	15	8	15	43	15	21	28	23	10	5	5	20	10	10	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	206	5	1	1	1	2	1	2	3	3	2	2	8	6	11	41	5	18	27	21	3	2	5	19	10	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	144	2	6	0	1	1	0	1	2	4	2	2	0	3	2	9	12	13	23	7	8	3	2	21	11	6	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	77	3	1	4	1	0	1	0	7	2	3	3	7	2	4	2	10	3	1	2	7	3	0	1	0	3	5	2					
