Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Серовская городская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514					
1	"Число избирателей, внесенных в списки"	71206	359	1909	1584	1337	1470	1422	1273	1147	1476	1591	1622	1724	1829	1721	1566	1553	1849	1649	1541	1512	1376	1843	1664	1634	1659	1977	1753	1618	1888	1306	1903	2312	1143	1953	1524	1656	881	873	615	873	222	1990	1853	1884	1628	1536	1327	181					
2	"Число бюллетеней, полученных участковыми комиссиями"	71300	300	1905	1600	1325	1475	1435	1275	1095	1460	1600	1620	1740	1830	1730	1575	1560	1850	1660	1520	1530	1380	1820	1660	1640	1670	1980	1770	1625	1900	1320	1920	2320	1150	1950	1530	1670	880	870	620	870	215	1995	1870	1880	1640	1540	1350	180					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31369	190	767	599	473	579	502	454	443	566	772	660	560	781	883	725	762	1049	888	692	724	697	932	873	849	907	859	977	860	866	755	946	1034	403	830	445	601	415	269	207	384	61	851	786	870	772	499	310	42					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1374	106	39	18	22	22	29	18	74	10	10	2	34	11	18	3	12	19	17	21	26	18	65	37	30	15	43	13	13	19	30	12	40	25	16	24	70	14	37	21	5	43	17	14	18	34	28	125	37					
6	Число погашенных бюллетеней	38557	4	1099	983	830	874	904	803	578	884	818	958	1146	1038	829	847	786	782	755	807	780	665	823	750	761	748	1078	780	752	1015	535	962	1246	722	1104	1061	999	451	564	392	481	111	1127	1070	992	834	1013	915	101					
7	Число бюллетеней в переносных ящиках для голосования	1374	106	39	18	22	22	29	18	74	10	10	2	34	11	18	3	12	19	17	21	26	18	65	37	30	15	43	13	13	19	30	12	40	25	16	24	70	14	37	21	5	43	17	14	18	34	28	125	37					
8	Число бюллетеней в стационарных ящиках для голосования	31365	190	767	599	473	579	502	454	443	566	772	660	560	781	883	725	762	1049	888	692	723	697	932	873	849	907	859	977	860	866	755	946	1034	403	830	445	601	415	269	207	384	61	851	786	867	772	499	310	42					
9	Число недействительных бюллетеней	695	8	17	23	14	9	21	7	14	15	29	19	5	12	15	18	7	24	18	23	9	13	19	8	23	8	18	18	22	13	11	29	17	7	21	2	29	3	3	11	1	6	12	20	10	25	17	22	0					
10	Число действительных бюллетеней	32044	288	789	594	481	592	510	465	503	561	753	643	589	780	886	710	767	1044	887	690	740	702	978	902	856	914	884	972	851	872	774	929	1057	421	825	467	642	426	303	217	388	98	856	780	875	781	510	413	79					
