Выборы Президента Российской Федерации																																																																																													
Дата голосования: 04.03.2012																																																																																													
																																																																																													
Наименование Избирательной комиссии:    Екатеринбург, Верх-Исетская																																																																																													
																																																																																													
Сводная таблица итогов голосования																																																																																													
																																																																																													
	Число участковых избирательных комиссий	82																																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	82																																																																																											
																																																																																													
		Сумма	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1323	УИК №1324	УИК №1822									
1	Число избирателей, включенных в список избирателей	163868	1148	1812	2194	1623	2630	1903	2529	2168	3021	2602	2532	2428	2610	2610	1080	1246	2715	2478	3018	1522	1602	1451	1931	1722	1996	2776	2960	2989	2479	2491	2523	2443	2429	2208	2646	1736	2536	2275	1258	1839	2259	2564	1617	2021	2040	1899	1399	1401	1899	2080	1295	1998	2570	3023	2651	2796	2517	2932	2438	2580	2648	2850	2649	2154	2555	2573	1863	449	1063	557	576	834	836	3275	328	596	822	630	86	2763	1536	87									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	131400	1000	1500	1800	1300	2100	1500	1900	1500	2300	2200	2100	1800	2100	2100	900	900	2100	1900	2400	1200	1300	1200	1600	1300	1500	2200	2400	2300	2000	2000	1900	1900	1900	1700	2000	1400	2000	1800	1000	1500	1900	2100	1300	1700	1700	1600	1200	1200	1600	1700	800	1500	2000	2200	2000	2100	2100	2400	2000	2100	2200	2300	2200	1800	2100	2100	1400	400	700	600	550	950	900	2450	300	700	900	650	100	1800	1300	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	93573	720	1211	1512	893	1560	1053	1458	1331	1811	1404	1422	1430	1605	1486	553	546	1442	1348	1549	865	909	765	1103	1085	966	1569	1729	1793	1503	1452	1443	1389	1299	1284	1521	932	1194	1317	655	1100	1332	1479	934	1070	1192	1012	737	807	1092	1214	642	995	1162	1778	1502	1616	1481	1270	1409	1600	1473	1656	1358	1232	1472	1481	1043	227	479	326	517	685	438	1962	236	548	822	630	45	1577	772	63									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3449	90	48	24	35	38	36	25	27	21	15	13	35	10	19	26	268	26	21	84	34	18	26	26	23	29	29	22	15	30	112	32	12	27	15	26	39	13	26	41	16	51	37	25	58	24	42	21	20	36	25	133	11	26	89	14	22	13	27	15	18	27	17	25	37	22	26	24	2	66	126	31	149	395	183	61	0	0	0	39	16	24	0									
6	Число погашенных избирательных бюллетеней	34377	190	241	264	372	502	411	417	142	468	781	665	335	485	595	321	86	632	531	767	301	373	409	471	192	505	602	649	491	467	436	425	499	574	401	453	429	793	457	304	384	517	584	341	572	484	546	442	373	472	461	25	494	812	333	484	462	606	1103	576	482	700	627	817	531	606	593	333	171	155	148	2	116	67	305	3	152	78	20	16	207	504	237									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3448	90	48	24	35	38	36	25	27	21	15	13	35	10	19	26	268	26	21	84	34	18	26	26	23	29	29	22	15	30	112	32	12	27	15	26	39	13	26	41	15	51	37	25	58	24	42	21	20	36	25	133	11	26	89	14	22	13	27	15	18	27	17	25	37	22	26	24	2	66	126	31	149	395	183	61	0	0	0	39	16	24	0									
8	Число бюллетеней в стационарных ящиках для голосования	93500	718	1211	1512	893	1549	1053	1457	1331	1810	1403	1422	1428	1605	1486	553	546	1442	1348	1545	865	909	765	1103	1084	964	1567	1729	1793	1501	1451	1442	1389	1298	1281	1521	932	1194	1317	654	1098	1331	1477	934	1059	1192	1012	737	807	1092	1209	642	995	1162	1778	1502	1616	1481	1270	1409	1600	1471	1651	1358	1232	1469	1475	1043	227	479	326	517	685	438	1962	236	548	822	630	45	1577	772	63									
9	Число недействительных избирательных бюллетеней	1238	6	14	17	13	21	3	23	16	17	12	14	17	19	19	11	11	19	11	17	6	9	59	14	14	12	14	12	11	17	48	9	14	11	17	15	11	19	27	8	9	6	30	29	17	11	10	8	12	31	14	12	8	13	28	21	16	15	11	24	11	13	24	17	16	22	16	16	4	7	4	8	15	7	22	6	8	13	16	0	20	20	1									
10	Число действительных избирательных бюллетеней	95710	802	1245	1519	915	1566	1086	1459	1342	1814	1406	1421	1446	1596	1486	568	803	1449	1358	1612	893	918	732	1115	1093	981	1582	1739	1797	1514	1515	1465	1387	1314	1279	1532	960	1188	1316	687	1104	1376	1484	930	1100	1205	1044	750	815	1097	1220	763	998	1175	1839	1495	1622	1479	1286	1400	1607	1485	1644	1366	1253	1469	1485	1051	225	538	448	540	819	826	2123	291	540	809	614	84	1573	776	62									
11	Число полученных открепительных  удостоверений	3385	25	50	60	40	60	40	65	35	50	45	45	70	55	50	25	35	55	50	75	30	35	30	40	40	35	60	65	65	65	50	50	55	60	50	60	40	45	40	25	40	50	45	35	50	50	45	40	35	30	35	25	35	45	55	50	60	50	50	80	80	55	55	50	35	55	60	35	10	15	10	0	0	0	65	0	0	0	0	0	60	25	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2815	18	37	54	30	53	36	59	30	36	36	34	62	52	38	13	25	52	41	67	22	26	25	35	32	26	50	57	47	53	42	40	50	58	42	56	32	39	33	14	37	43	35	33	37	45	35	31	22	22	31	20	29	40	47	42	55	46	36	61	72	44	42	39	27	54	49	29	7	15	10	0	0	0	62	0	0	0	0	0	45	21	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3251	49	27	32	54	38	64	67	32	30	36	22	81	57	25	12	49	60	22	65	22	18	18	20	46	28	86	47	59	40	19	34	29	23	38	23	28	39	35	11	21	25	39	25	11	29	29	39	20	19	51	72	56	22	63	50	30	32	22	33	46	33	30	29	25	19	65	30	10	66	71	84	89	73	68	43	184	1	0	8	49	16	39									
14	Число неиспользованных открепительных удостоверений	570	7	13	6	10	7	4	6	5	14	9	11	8	3	12	12	10	3	9	8	8	9	5	5	8	9	10	8	18	12	8	10	5	2	8	4	8	6	7	11	3	7	10	2	13	5	10	9	13	8	4	5	6	5	8	8	5	4	14	19	8	11	13	11	8	1	11	6	3	0	0	0	0	0	3	0	0	0	0	0	15	4	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	70	4	2	1	0	3	1	1	1	1	0	1	4	0	1	2	1	1	1	0	0	0	2	3	0	0	0	2	0	1	2	1	0	0	2	1	1	1	0	1	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	1	3	3	1	1	1	1	1	1	0	0	1	1	0	0	0	3	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																													
19	Жириновский Владимир Вольфович	4562	15	28	31	31	56	46	54	52	86	67	65	59	70	64	33	33	59	49	70	38	38	27	58	51	49	67	59	74	70	60	58	79	52	41	60	30	52	60	29	43	45	49	38	52	64	58	32	29	43	55	24	46	71	77	71	63	45	69	54	76	51	66	54	48	71	69	52	14	11	17	29	49	26	111	12	98	260	267	17	73	41	2									
