Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    район Коньково																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №3258					
1	"Число избирателей, внесенных в списки избирателей"	101610	2334	2515	2242	2163	2258	2322	2360	2015	2342	2295	2329	2318	2375	2374	2223	2287	2097	2017	2349	2432	2267	1958	2095	2604	2530	2422	2024	2583	2347	2310	2516	2458	2240	2615	2394	2467	2561	2713	2547	2619	2516	2640	2467	70					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	83000	2000	2000	1800	1800	1900	1900	1900	1700	1900	1900	1900	1900	1900	1900	1800	1900	1700	1700	1900	2000	1800	1600	1700	2100	2100	2000	1700	2100	1800	1900	2000	2000	1800	2100	1900	2000	2100	2200	2100	2100	2100	2200	2000	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	51156	1279	1446	1106	1082	1193	1248	1238	1025	1130	1240	1197	1021	1460	1228	1136	1177	971	866	1068	1230	1108	986	1094	1135	1231	1118	1016	1230	1168	1256	1214	1262	1113	1386	1092	1322	1244	1316	1331	1347	1314	1288	1214	30					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1154	0	25	34	22	26	31	35	34	24	28	26	21	15	37	25	61	22	23	17	13	23	25	26	45	19	13	16	50	39	16	23	28	13	26	5	22	30	35	45	27	28	33	31	17					
6	Число погашенных избирательных бюллетеней	30690	721	529	660	696	681	621	627	641	746	632	677	858	425	635	639	662	707	811	815	757	669	589	580	920	850	869	668	820	593	628	763	710	674	688	803	656	826	849	724	726	758	879	755	153					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1154	0	25	34	22	26	31	35	34	24	28	26	21	15	37	25	61	22	23	17	13	23	25	26	45	19	13	16	50	39	16	23	28	13	26	5	22	30	35	45	27	28	33	31	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50973	1279	1440	1103	1077	1193	1248	1237	1025	1125	1240	1197	1019	1458	1221	1136	1168	967	864	1068	1230	1105	983	1088	1130	1217	1118	1011	1230	1131	1256	1212	1252	1112	1380	1092	1298	1240	1309	1330	1347	1314	1283	1210	30					
9	Число недействительных избирательных бюллетеней	787	16	21	22	0	28	10	34	20	24	15	11	13	29	13	25	24	14	12	10	15	18	20	24	15	17	10	16	24	9	13	13	37	13	24	22	14	19	19	14	21	21	25	23	0					
10	Число действительных избирательных бюллетеней	51340	1263	1444	1115	1099	1191	1269	1238	1039	1125	1253	1212	1027	1444	1245	1136	1205	975	875	1075	1228	1110	988	1090	1160	1219	1121	1011	1256	1161	1259	1222	1243	1112	1382	1075	1306	1251	1325	1361	1353	1321	1291	1218	47					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2690	400	70	70	50	50	50	50	50	50	50	50	50	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	70	60	50	50	50	50	50	100	50	50	70	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1777	264	41	45	45	47	40	25	26	36	37	29	38	73	42	29	31	29	29	28	30	31	34	34	37	30	26	25	46	35	29	28	35	36	42	19	32	42	53	36	42	48	29	44	0					
