Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    район Коньково																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №3350					
1	"Число избирателей, внесенных в список избирателей"	100046	2763	2161	2033	2096	2265	1992	2302	2072	2271	2129	2429	2220	2289	2194	2345	1768	2065	2096	2166	2552	2277	1738	2212	2193	2586	2483	2425	2530	2210	2291	2453	2390	2534	2215	2542	2537	2509	2650	2744	2605	2631	2480	2425	178					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	89100	2250	1950	1800	1900	2050	1800	2050	1850	2000	1900	2150	2000	2050	1900	2100	1750	1850	1850	1950	2250	2000	1500	2000	1950	2350	2200	2200	2250	1950	1950	2200	2150	2300	1950	2100	2300	2200	2400	2450	2350	2350	2250	2150	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	56432	1556	1226	1411	1242	1288	1336	1756	1267	1374	1026	1167	1252	1409	1115	1408	1137	1336	837	1162	1316	1071	1173	1126	1741	1094	1262	1098	1576	1582	1274	1159	1523	1648	1650	1261	1346	1222	1450	1388	1231	1380	1223	1229	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2353	19	141	115	85	296	30	27	92	35	30	26	91	69	32	72	19	38	20	58	70	44	33	52	32	38	17	23	156	71	35	14	72	28	54	8	41	20	27	60	26	36	27	29	45					
6	Число погашенных избирательных бюллетеней	30315	675	583	274	573	466	434	267	491	591	844	957	657	572	753	620	594	476	993	730	864	885	294	822	177	1218	921	1079	518	297	641	1027	555	624	246	831	913	958	923	1002	1093	934	1000	892	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2353	19	141	115	85	296	30	27	92	35	30	26	91	69	32	72	19	38	20	58	70	44	33	52	32	38	17	23	156	71	35	14	72	28	54	8	41	20	27	60	26	36	27	29	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56091	1554	1226	1405	1239	1288	1336	1756	1267	1374	1021	1160	1252	1409	1099	1393	1136	1336	837	1162	1316	1071	1173	1120	1734	1091	1258	1098	1576	1403	1272	1145	1513	1648	1650	1260	1314	1220	1450	1369	1226	1380	1221	1229	104					
9	Число недействительных избирательных бюллетеней	884	27	17	8	22	15	13	24	16	27	23	19	23	37	22	15	20	29	12	4	24	27	19	17	20	29	28	30	0	18	5	17	22	21	0	23	34	21	18	30	20	36	24	27	1					
10	Число действительных избирательных бюллетеней	57560	1546	1350	1512	1302	1569	1353	1759	1343	1382	1028	1167	1320	1441	1109	1450	1135	1345	845	1216	1362	1088	1187	1155	1746	1100	1247	1091	1732	1456	1302	1142	1563	1655	1704	1245	1321	1219	1459	1399	1232	1380	1224	1231	148					
