Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Урайская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395					
1	"Число избирателей, внесенных в списки"	32314	1842	1766	2265	2006	2065	2889	2788	2479	2621	2266	2606	3183	2951	587					
2	"Число бюллетеней, полученных участковыми комиссиями"	30740	1700	1720	2100	2000	1900	2800	2600	2400	2500	2000	2500	3020	2900	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20138	1075	1043	1223	1243	1205	1884	1787	1566	1656	1447	1669	2030	1874	436					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	248	17	19	19	22	14	9	28	21	21	17	16	19	17	9					
6	Число погашенных бюллетеней	10354	608	658	858	735	681	907	785	813	823	536	815	971	1009	155					
7	Число бюллетеней в переносных ящиках для голосования	248	17	19	19	22	14	9	28	21	21	17	16	19	17	9					
8	Число бюллетеней в стационарных ящиках для голосования	20130	1075	1043	1221	1243	1205	1883	1787	1566	1654	1447	1669	2030	1872	435					
9	Число недействительных бюллетеней	164	10	7	15	16	20	12	11	6	11	14	13	6	15	8					
10	Число действительных бюллетеней	20214	1082	1055	1225	1249	1199	1880	1804	1581	1664	1450	1672	2043	1874	436					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	610	25	25	45	50	40	52	45	50	38	40	58	50	67	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	538	19	25	33	23	40	52	35	50	35	36	56	49	67	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	210	2	3	16	9	13	38	25	23	11	13	15	18	19	5					
14	Число погашенных открепительных удостоверений	72	6	0	12	27	0	0	10	0	3	4	2	1	0	7					
15	Число открепительных удостоверений выданных ТИК	40	4	1	2	3	1	4	4	7	2	4	4	2	1	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	324	16	10	34	20	23	19	22	19	33	22	25	36	32	13					
		1.58%	1.46%	0.94%	2.74%	1.58%	1.88%	1.00%	1.21%	1.19%	1.97%	1.50%	1.48%	1.75%	1.69%	2.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	767	38	55	38	37	47	83	72	50	49	69	59	92	73	5					
