Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Тамалинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12922	1838	1884	1443	446	665	663	380	342	331	757	193	250	327	276	364	348	314	440	572	326	355	408									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13130	1853	1899	1462	451	672	662	388	353	360	763	211	258	329	286	376	355	320	442	569	339	368	414									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7183	1137	968	677	341	473	324	178	188	152	466	86	146	172	135	164	223	171	352	304	142	202	182									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1879	117	153	107	40	23	141	67	64	96	119	49	52	84	69	109	56	60	22	143	72	81	155									
6	Число погашенных избирательных бюллетеней	4068	599	778	678	70	176	197	143	101	112	178	76	60	73	82	103	76	89	68	122	125	85	77									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1879	117	153	107	40	23	141	67	64	96	119	49	52	84	69	109	56	60	22	143	72	81	155									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7182	1137	968	676	341	473	324	178	188	152	466	86	146	172	135	164	223	171	352	304	142	202	182									
9	Число недействительных избирательных бюллетеней	107	55	16	3	0	4	5	0	4	0	6	1	0	0	0	4	3	2	0	1	2	1	0									
10	Число действительных избирательных бюллетеней	8954	1199	1105	780	381	492	460	245	248	248	579	134	198	256	204	269	276	229	374	446	212	282	337									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	253	18	15	15	10	10	10	10	10	20	10	15	10	10	10	10	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	172	18	15	12	3	3	4	9	4	20	10	15	6	2	10	8	8	8	2	3	3	6	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	8	3	4	0	0	4	2	1	3	9	1	1	1	1	0	2	2	1	5	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	81	0	0	3	7	7	6	1	6	0	0	0	4	8	0	2	2	2	8	7	7	4	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	4	3	12	3	2	3	0	4	2	0	1	2	0	0	1	1	0	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	30	6	4	1	0	2	2	2	3	1	0	0	0	0	1	0	2	1	1	0	0	2	2									
		0.33%	0.48%	0.36%	0.13%	0.00%	0.40%	0.43%	0.82%	1.19%	0.40%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.72%	0.43%	0.27%	0.00%	0.00%	0.71%	0.59%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	168	21	21	21	2	10	3	7	3	3	10	3	0	5	3	2	6	7	7	7	8	14	5									
		1.85%	1.67%	1.87%	2.68%	0.52%	2.02%	0.65%	2.86%	1.19%	1.21%	1.71%	2.22%	0.00%	1.95%	1.47%	0.73%	2.15%	3.03%	1.87%	1.57%	3.74%	4.95%	1.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	113	16	21	11	0	12	0	7	3	2	7	2	3	2	0	1	1	3	2	2	1	2	15									
		1.25%	1.28%	1.87%	1.40%	0.00%	2.42%	0.00%	2.86%	1.19%	0.81%	1.20%	1.48%	1.52%	0.78%	0.00%	0.37%	0.36%	1.30%	0.53%	0.45%	0.47%	0.71%	4.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6786	931	776	553	329	354	330	176	174	174	498	96	172	220	164	218	225	152	303	364	159	182	236									
		74.89%	74.24%	69.22%	70.63%	86.35%	71.37%	70.97%	71.84%	69.05%	70.16%	85.13%	71.11%	86.87%	85.94%	80.39%	79.85%	80.65%	65.80%	81.02%	81.43%	74.30%	64.31%	70.03%									
