Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Маревская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202					
1	"Число избирателей, внесенных в списки избирателей"	4115	442	128	275	68	71	900	1138	318	353	85	96	241					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	3892	450	128	270	67	67	800	1000	320	360	90	90	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2552	227	98	172	43	54	563	716	204	214	60	64	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	455	83	23	51	14	7	89	60	47	40	9	10	22					
6	Число погашенных избирательных бюллетеней	885	140	7	47	10	6	148	224	69	106	21	16	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	455	83	23	51	14	7	89	60	47	40	9	10	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2552	227	98	172	43	54	563	716	204	214	60	64	137					
9	Число недействительных избирательных бюллетеней	27	2	0	0	0	0	9	9	1	2	0	1	3					
10	Число действительных избирательных бюллетеней	2980	308	121	223	57	61	643	767	250	252	69	73	156					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	91	5	5	5	1	2	20	28	10	2	5	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	77	2	4	5	1	0	18	28	10	2	5	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	28	0	1	7	0	4	6	3	1	2	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	14	3	1	0	0	2	2	0	0	0	0	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	1	7	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	98	9	1	9	0	2	20	19	11	13	3	5	6					
		3.26%	2.90%	0.83%	4.04%	0.00%	3.28%	3.07%	2.45%	4.38%	5.12%	4.35%	6.76%	3.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	2	0	3	0	0	7	6	2	0	0	0	1					
		0.70%	0.65%	0.00%	1.35%	0.00%	0.00%	1.07%	0.77%	0.80%	0.00%	0.00%	0.00%	0.63%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	1	0	0	0	2					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	1.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	293	26	5	23	6	4	79	70	23	31	4	10	12					
		9.74%	8.39%	4.13%	10.31%	10.53%	6.56%	12.12%	9.02%	9.16%	12.20%	5.80%	13.51%	7.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	0	0	3	1	0	0	0	0	2					
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.13%	0.00%	0.00%	0.00%	0.00%	1.26%					
23	6.Политическая партия «Партия социальной справедливости»	2	0	0	0	0	0	1	1	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	323	34	3	22	5	10	82	94	20	27	6	2	18					
		10.74%	10.97%	2.48%	9.87%	8.77%	16.39%	12.58%	12.11%	7.97%	10.63%	8.70%	2.70%	11.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	199	23	7	3	0	2	62	72	11	11	4	1	3					
		6.62%	7.42%	5.79%	1.35%	0.00%	3.28%	9.51%	9.28%	4.38%	4.33%	5.80%	1.35%	1.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	35	3	0	3	0	0	5	12	6	4	0	0	2					
		1.16%	0.97%	0.00%	1.35%	0.00%	0.00%	0.77%	1.55%	2.39%	1.57%	0.00%	0.00%	1.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	1989	209	105	158	46	43	381	490	175	166	51	55	110					
		66.15%	67.42%	86.78%	70.85%	80.70%	70.49%	58.44%	63.14%	69.72%	65.35%	73.91%	74.32%	69.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	11	2	0	2	0	0	3	2	1	0	1	0	0					
		0.37%	0.65%	0.00%	0.90%	0.00%	0.00%	0.46%	0.26%	0.40%	0.00%	1.45%	0.00%	0.00%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
