Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Чамзинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
1	"Число избирателей, внесенных в списки избирателей"	25303	1942	1507	1431	1330	1401	509	1705	1631	1376	1205	1304	695	1326	1356	822	709	190	724	358	166	247	53	199	525	90	58	355	81	130	350	62	392	59	648	367					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25325	1971	1531	1417	1300	1406	529	1671	1626	1403	1249	1283	701	1306	1306	817	701	190	726	362	170	267	53	205	525	92	63	355	81	129	339	62	395	62	653	379					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23723	1884	1470	1360	1270	1363	487	1468	1576	1316	1182	1214	678	1303	1258	773	615	166	593	308	149	214	53	170	490	90	58	339	78	129	271	51	362	53	623	309					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1057	29	7	50	21	14	0	203	34	40	8	23	5	3	40	20	60	24	127	45	17	32	0	29	35	0	0	16	3	0	55	11	27	6	20	53					
6	Число погашенных избирательных бюллетеней	545	58	54	7	9	29	42	0	16	47	59	46	18	0	8	24	26	0	6	9	4	21	0	6	0	2	5	0	0	0	13	0	6	3	10	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1057	29	7	50	21	14	0	203	34	40	8	23	5	3	40	20	60	24	127	45	17	32	0	29	35	0	0	16	3	0	55	11	27	6	20	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23723	1884	1470	1360	1270	1363	487	1468	1576	1316	1182	1214	678	1303	1258	773	615	166	593	308	149	214	53	170	490	90	58	339	78	129	271	51	362	53	623	309					
9	Число недействительных избирательных бюллетеней	67	0	2	0	3	4	0	2	0	2	2	2	2	0	3	1	7	8	2	1	3	0	0	0	0	0	0	0	0	0	7	3	0	0	13	0					
10	Число действительных избирательных бюллетеней	24713	1913	1475	1410	1288	1373	487	1669	1610	1354	1188	1235	681	1306	1295	792	668	182	718	352	163	246	53	199	525	90	58	355	81	129	319	59	389	59	630	362					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	595	33	30	29	20	30	8	35	30	45	45	45	40	25	25	15	15	5	15	10	5	5	2	3	10	3	3	10	3	3	10	3	10	2	14	9					
