Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Ивановская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346					
1	"Число избирателей, внесенных в список"	21013	2967	103	169	589	389	186	275	259	162	461	517	934	299	150	107	616	99	1406	1229	1343	642	382	359	91	540	1538	1094	516	439	754	2398					
2	Число полученных избирательных бюллетеней	19410	2800	150	160	550	380	180	250	250	150	440	500	900	300	140	100	600	110	1300	1100	1000	600	350	350	100	500	1400	1000	500	350	700	2200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12774	1736	103	122	343	278	109	198	191	130	291	289	502	185	111	76	434	71	756	622	964	370	299	242	77	362	914	557	348	234	538	1322					
5	"Число избирательных бюллетеней, выданных вне помещения"	581	64	0	5	46	30	0	0	6	5	22	26	42	9	8	0	13	0	7	25	0	8	19	5	0	13	49	43	24	21	22	69					
6	Число погашенных избирательных бюллетеней	6055	1000	47	33	161	72	71	52	53	15	127	185	356	106	21	24	153	39	537	453	36	222	32	103	23	125	437	400	128	95	140	809					
7	Число избирательных бюллетеней в переносных ящиках	581	64	0	5	46	30	0	0	6	5	22	26	42	9	8	0	13	0	7	25	0	8	19	5	0	13	49	43	24	21	22	69					
8	Число бюллетеней в стационарных ящиках для голосования	12772	1736	103	122	342	278	109	198	191	130	291	289	502	185	111	76	434	71	755	622	964	370	299	242	77	362	914	557	348	234	538	1322					
9	Число недействительных избирательных бюллетеней	108	18	1	3	2	2	0	3	2	0	2	1	2	3	2	0	3	0	14	7	3	5	2	1	0	0	11	2	0	3	5	11					
10	Число действительных избирательных бюллетеней	13245	1782	102	124	386	306	109	195	195	135	311	314	542	191	117	76	444	71	748	640	961	373	316	246	77	375	952	598	372	252	555	1380					
11	Число полученных открепительных  удостоверений	120	15	0	0	2	0	0	0	0	0	0	0	5	0	0	0	5	0	5	5	30	1	2	0	0	0	15	5	5	0	10	15					
12	Число выданных открепительных удостоверений	64	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	10	1	2	0	0	0	14	2	4	0	3	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	176	18	0	1	4	2	0	1	2	1	2	0	1	0	0	1	1	1	9	6	10	5	2	2	2	4	18	58	5	1	8	11					
14	Число неиспользованных открепительных удостоверений	56	4	0	0	2	0	0	0	0	0	0	0	5	0	0	0	4	0	0	5	20	0	0	0	0	0	1	3	1	0	7	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	433	88	0	2	12	2	3	4	1	0	8	6	14	5	1	0	6	0	23	17	37	11	9	6	1	9	44	14	14	5	14	77					
		3.24%	4.89%	0.00%	1.57%	3.09%	0.65%	2.75%	2.02%	0.51%	0.00%	2.56%	1.90%	2.57%	2.58%	0.84%	0.00%	1.34%	0.00%	3.02%	2.63%	3.84%	2.91%	2.83%	2.43%	1.30%	2.40%	4.57%	2.33%	3.76%	1.96%	2.50%	5.54%					
19	. Малышкин Олег Александрович	411	54	2	1	16	6	3	5	6	4	5	10	16	7	9	3	16	0	25	35	30	11	12	4	2	14	35	24	6	8	13	29					
		3.08%	3.00%	1.94%	0.79%	4.12%	1.95%	2.75%	2.53%	3.05%	2.96%	1.60%	3.17%	2.94%	3.61%	7.56%	3.95%	3.58%	0.00%	3.28%	5.41%	3.11%	2.91%	3.77%	1.62%	2.60%	3.73%	3.63%	4.00%	1.61%	3.14%	2.32%	2.08%					
20	. Миронов Сергей Михайлович	91	7	0	3	3	1	0	4	5	1	0	0	7	0	0	0	2	1	6	5	4	3	5	1	0	5	5	5	4	0	7	7					
		0.68%	0.39%	0.00%	2.36%	0.77%	0.32%	0.00%	2.02%	2.54%	0.74%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.45%	1.41%	0.79%	0.77%	0.41%	0.79%	1.57%	0.40%	0.00%	1.33%	0.52%	0.83%	1.08%	0.00%	1.25%	0.50%					
21	. Путин Владимир Владимирович	8679	1053	70	83	287	221	74	121	119	104	203	222	258	119	64	50	258	54	507	378	788	257	154	176	58	290	642	409	265	170	409	816					
		65.00%	58.50%	67.96%	65.35%	73.97%	71.75%	67.89%	61.11%	60.41%	77.04%	64.86%	70.48%	47.43%	61.34%	53.78%	65.79%	57.72%	76.06%	66.54%	58.42%	81.74%	67.99%	48.43%	71.26%	75.32%	77.33%	66.67%	68.17%	71.24%	66.67%	73.04%	58.66%					
22	. Хакамада Ирина Муцуовна	288	46	3	2	14	2	1	7	8	5	6	4	8	2	2	1	11	1	18	7	21	8	0	7	6	6	14	12	12	3	12	39					
		2.16%	2.56%	2.91%	1.57%	3.61%	0.65%	0.92%	3.54%	4.06%	3.70%	1.92%	1.27%	1.47%	1.03%	1.68%	1.32%	2.46%	1.41%	2.36%	1.08%	2.18%	2.12%	0.00%	2.83%	7.79%	1.60%	1.45%	2.00%	3.23%	1.18%	2.14%	2.80%					
23	. Харитонов Николай Михайлович	3009	482	24	32	49	70	27	45	45	18	80	65	229	55	40	20	140	15	158	180	53	78	128	46	8	46	188	123	67	62	85	351					
		22.53%	26.78%	23.30%	25.20%	12.63%	22.73%	24.77%	22.73%	22.84%	13.33%	25.56%	20.63%	42.10%	28.35%	33.61%	26.32%	31.32%	21.13%	20.73%	27.82%	5.50%	20.63%	40.25%	18.62%	10.39%	12.27%	19.52%	20.50%	18.01%	24.31%	15.18%	25.23%					
																																						
24	Против всех	334	52	3	1	5	4	1	9	11	3	9	7	10	3	1	2	11	0	11	18	28	5	8	6	2	5	24	11	4	4	15	61					
		2.50%	2.89%	2.91%	0.79%	1.29%	1.30%	0.92%	4.55%	5.58%	2.22%	2.88%	2.22%	1.84%	1.55%	0.84%	2.63%	2.46%	0.00%	1.44%	2.78%	2.90%	1.32%	2.52%	2.43%	2.60%	1.33%	2.49%	1.83%	1.08%	1.57%	2.68%	4.39%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
