Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Уржумская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232					
1	"Число избирателей, внесенных в списки избирателей"	23353	1435	1155	1449	1181	1450	1560	542	220	105	651	313	97	72	634	148	147	1114	676	291	1054	473	223	135	209	95	223	113	278	471	140	124	466	467	353	385	288	1010	225	415	117	121	374	180	200	64	290	115	789	214	85	213	204					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20979	1200	1050	1300	1050	1300	1350	500	200	100	600	300	94	65	600	140	120	1000	580	290	900	430	220	120	210	80	200	100	270	450	120	120	390	420	315	350	250	900	210	380	100	110	330	180	160	70	260	100	765	190	80	180	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15309	819	737	881	865	980	1045	311	100	82	391	240	86	55	333	85	86	624	383	225	748	309	148	112	142	71	152	87	187	339	79	99	290	342	257	194	220	716	137	284	64	96	223	157	119	59	232	93	556	133	67	144	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2292	88	124	49	69	57	58	100	70	13	42	24	7	10	127	28	26	176	58	24	80	35	44	4	34	9	31	8	33	63	21	18	49	31	49	86	30	101	45	30	19	7	42	23	18	5	21	3	73	52	11	12	55					
6	Число погашенных избирательных бюллетеней	3378	293	189	370	116	263	247	89	30	5	167	36	1	0	140	27	8	200	139	41	72	86	28	4	34	0	17	5	50	48	20	3	51	47	9	70	0	83	28	66	17	7	65	0	23	6	7	4	136	5	2	24	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2292	88	124	49	69	57	58	100	70	13	42	24	7	10	127	28	26	176	58	24	80	35	44	4	34	9	31	8	33	63	21	18	49	31	49	86	30	101	45	30	19	7	42	23	18	5	21	3	73	52	11	12	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15295	814	737	881	865	980	1039	311	100	82	391	240	86	55	333	85	86	624	383	225	748	309	148	112	142	71	152	87	187	339	79	99	289	342	257	194	220	716	137	284	64	96	223	157	119	59	232	93	554	133	67	144	125					
9	Число недействительных избирательных бюллетеней	157	9	11	10	10	2	17	5	1	0	4	1	1	0	6	2	0	4	4	2	6	2	4	0	0	0	1	0	1	12	2	0	1	5	0	3	1	1	0	2	3	2	2	0	3	2	1	0	1	4	0	6	3					
10	Число действительных избирательных бюллетеней	17430	893	850	920	924	1035	1080	406	169	95	429	263	92	65	454	111	112	796	437	247	822	342	188	116	176	80	182	95	219	390	98	117	337	368	306	277	249	816	182	312	80	101	263	180	134	62	252	96	626	181	78	150	177					
