Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Приволжская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341					
1	"Число избирателей, внесенных в список"	29455	873	1047	1509	2243	710	299	238	2223	1484	363	301	1603	724	2199	1872	1076	192	595	982	1740	1309	1461	763	1965	701	983					
2	Число полученных избирательных бюллетеней	29670	890	1060	1520	2285	715	305	240	2220	1485	355	310	1630	725	2205	1845	1085	200	600	995	1750	1325	1475	770	1980	715	985					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14592	524	650	675	1242	370	154	99	1174	757	225	180	918	373	903	823	494	122	311	553	804	523	789	350	802	341	436					
5	"Число избирательных бюллетеней, выданных вне помещения"	2111	73	39	163	176	19	16	34	55	38	17	0	109	38	197	59	120	13	23	31	207	142	32	61	271	80	98					
6	Число погашенных избирательных бюллетеней	12967	293	371	682	867	326	135	107	991	690	113	130	603	314	1105	963	471	65	266	411	739	660	654	359	907	294	451					
7	Число избирательных бюллетеней в переносных ящиках	2111	73	39	163	176	19	16	34	55	38	17	0	109	38	197	59	120	13	23	31	207	142	32	61	271	80	98					
8	Число бюллетеней в стационарных ящиках для голосования	14588	524	650	675	1242	370	154	99	1173	755	225	180	918	373	903	823	494	122	311	553	804	523	788	350	802	341	436					
9	Число недействительных избирательных бюллетеней	226	2	19	20	20	5	4	2	6	9	7	2	20	9	14	7	17	1	3	8	11	10	8	1	9	4	8					
10	Число действительных избирательных бюллетеней	16473	595	670	818	1398	384	166	131	1222	784	235	178	1007	402	1086	875	597	134	331	576	1000	655	812	410	1064	417	526					
11	Число полученных открепительных  удостоверений	450	20	35	30	60	15	5	5	20	20	10	10	30	20	20	15	10	10	10	10	15	15	15	10	20	10	10					
12	Число выданных открепительных удостоверений	311	20	27	26	54	10	5	0	8	13	5	5	26	12	4	3	7	10	6	10	8	12	14	2	8	10	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	111	4	19	6	6	2	2	0	15	10	4	1	3	5	4	5	0	1	1	2	2	1	8	0	3	2	5					
14	Число неиспользованных открепительных удостоверений	139	0	8	4	6	5	0	5	12	7	5	5	4	8	16	12	3	0	4	0	7	3	1	8	12	0	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	573	35	31	22	30	8	3	3	36	29	7	3	11	20	61	36	24	10	15	15	37	28	29	7	40	23	10					
		3.43%	5.86%	4.50%	2.63%	2.12%	2.06%	1.76%	2.26%	2.93%	3.66%	2.89%	1.67%	1.07%	4.87%	5.55%	4.08%	3.91%	7.41%	4.49%	2.57%	3.66%	4.21%	3.54%	1.70%	3.73%	5.46%	1.87%					
19	. Малышкин Олег Александрович	300	4	3	22	23	11	2	0	25	10	9	3	13	1	22	23	7	5	13	8	17	11	14	1	12	24	17					
		1.80%	0.67%	0.44%	2.63%	1.62%	2.83%	1.18%	0.00%	2.04%	1.26%	3.72%	1.67%	1.27%	0.24%	2.00%	2.61%	1.14%	3.70%	3.89%	1.37%	1.68%	1.65%	1.71%	0.24%	1.12%	5.70%	3.18%					
20	. Миронов Сергей Михайлович	81	0	3	6	2	1	1	1	6	6	0	0	5	2	10	2	2	0	4	2	7	5	8	1	4	3	0					
		0.49%	0.00%	0.44%	0.72%	0.14%	0.26%	0.59%	0.75%	0.49%	0.76%	0.00%	0.00%	0.49%	0.49%	0.91%	0.23%	0.33%	0.00%	1.20%	0.34%	0.69%	0.75%	0.98%	0.24%	0.37%	0.71%	0.00%					
21	. Путин Владимир Владимирович	11900	446	465	566	985	301	118	101	807	581	187	128	800	312	761	580	455	72	233	399	793	464	603	326	751	256	410					
		71.26%	74.71%	67.49%	67.54%	69.46%	77.38%	69.41%	75.94%	65.72%	73.27%	77.27%	71.11%	77.90%	75.91%	69.18%	65.76%	74.10%	53.33%	69.76%	68.32%	78.44%	69.77%	73.54%	79.32%	69.99%	60.81%	76.78%					
22	. Хакамада Ирина Муцуовна	429	10	16	27	38	8	0	2	51	22	13	4	30	8	25	14	10	1	10	17	28	14	23	3	34	11	10					
		2.57%	1.68%	2.32%	3.22%	2.68%	2.06%	0.00%	1.50%	4.15%	2.77%	5.37%	2.22%	2.92%	1.95%	2.27%	1.59%	1.63%	0.74%	2.99%	2.91%	2.77%	2.11%	2.80%	0.73%	3.17%	2.61%	1.87%					
23	. Харитонов Николай Михайлович	2776	81	141	160	296	45	40	21	256	110	15	32	126	49	184	186	89	38	50	106	96	119	114	62	205	86	69					
		16.62%	13.57%	20.46%	19.09%	20.87%	11.57%	23.53%	15.79%	20.85%	13.87%	6.20%	17.78%	12.27%	11.92%	16.73%	21.09%	14.50%	28.15%	14.97%	18.15%	9.50%	17.89%	13.90%	15.09%	19.11%	20.43%	12.92%					
																																	
24	Против всех	414	19	11	15	24	10	2	3	41	26	4	8	22	10	23	34	10	8	6	29	22	14	21	10	18	14	10					
		2.48%	3.18%	1.60%	1.79%	1.69%	2.57%	1.18%	2.26%	3.34%	3.28%	1.65%	4.44%	2.14%	2.43%	2.09%	3.85%	1.63%	5.93%	1.80%	4.97%	2.18%	2.11%	2.56%	2.43%	1.68%	3.33%	1.87%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
