Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Краснотурьинская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029					
1	"Число избирателей, внесенных в списки избирателей"	54600	1043	504	911	2068	1492	977	454	2007	2021	648	645	1478	2951	2540	2115	2669	452	1684	1381	1283	1679	1476	1553	1008	645	967	1304	693	549	1009	1344	958	1350	1473	2792	1669	1860	263	919	208	163	1395					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43900	800	400	800	1700	1200	800	400	1600	1700	500	500	1300	2300	2100	1700	2200	450	1400	1100	1000	1300	1200	1200	800	500	800	1000	600	500	800	1000	800	1000	1200	2200	1400	1300	200	700	200	150	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33610	697	296	516	1296	875	446	294	1243	1246	315	265	922	1929	1586	1324	1580	411	1126	902	841	1071	882	860	648	381	595	777	414	366	636	881	601	881	977	1768	1034	897	98	569	133	118	913					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1678	44	39	65	59	36	20	8	34	21	12	34	55	18	44	41	77	0	47	46	35	34	50	44	33	12	26	24	26	12	35	59	24	27	27	48	27	314	74	29	0	4	14					
6	Число погашенных избирательных бюллетеней	8612	59	65	219	345	289	334	98	323	433	173	201	323	353	470	335	543	39	227	152	124	195	268	296	119	107	179	199	160	122	129	60	175	92	196	384	339	89	28	102	67	28	173					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1678	44	39	65	59	36	20	8	34	21	12	34	55	18	44	41	77	0	47	46	35	34	50	44	33	12	26	24	26	12	35	59	24	27	27	48	27	314	74	29	0	4	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33598	697	296	516	1296	875	446	294	1243	1246	315	265	922	1929	1586	1324	1579	411	1126	902	841	1062	882	860	648	381	594	777	414	366	636	881	601	881	977	1768	1034	896	98	569	133	118	913					
9	Число недействительных избирательных бюллетеней	352	15	8	7	17	6	4	3	5	11	2	3	6	18	11	15	19	1	18	10	6	9	11	7	7	2	2	10	9	1	9	11	6	12	8	22	6	13	1	9	1	0	11					
10	Число действительных избирательных бюллетеней	34924	726	327	574	1338	905	462	299	1272	1256	325	296	971	1929	1619	1350	1637	410	1155	938	870	1087	921	897	674	391	618	791	431	377	662	929	619	896	996	1794	1055	1197	171	589	132	122	916					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	627	7	10	18	23	27	7	4	25	27	12	6	20	26	36	22	31	0	13	20	16	12	6	12	9	10	9	14	8	11	11	7	7	10	13	20	20	12	2	9	5	39	31					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	615	7	10	18	23	27	7	2	25	26	12	6	20	26	35	22	31	0	13	20	15	12	5	12	9	9	8	14	7	10	11	7	7	8	13	20	20	12	2	9	5	39	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	682	215	6	11	12	5	10	7	11	7	5	31	8	22	7	17	19	10	8	4	8	5	8	10	2	5	16	4	8	7	13	12	8	53	5	17	10	8	35	7	4	14	8					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	1	0	3	3	2	1	1	3	2	1	0	3	6	5	4	1	0	2	0	0	2	1	0	0	0	1	0	0	1	0	1	3	3	1	4	4	3	0	1	0	7	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	599	8	4	7	21	13	10	10	22	28	4	8	14	32	28	27	27	2	19	22	13	13	14	13	17	5	9	18	5	4	16	19	6	13	16	26	22	18	2	8	5	2	29					
		1.70%	1.08%	1.19%	1.20%	1.55%	1.43%	2.15%	3.31%	1.72%	2.21%	1.22%	2.68%	1.43%	1.64%	1.72%	1.98%	1.63%	0.49%	1.62%	2.32%	1.48%	1.19%	1.50%	1.44%	2.50%	1.27%	1.45%	2.25%	1.14%	1.06%	2.38%	2.02%	0.96%	1.43%	1.59%	1.43%	2.07%	1.49%	1.16%	1.34%	3.76%	1.64%	3.13%					
19	2.Всероссийская политическая партия «Гражданская Сила»	875	14	1	9	16	10	10	0	44	42	15	4	31	62	40	46	37	4	19	35	19	25	16	20	15	18	30	19	13	9	20	17	28	19	28	48	18	27	1	13	0	0	33					
