Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Измалковская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
1	"Число избирателей, внесенных в список"	13581	487	881	220	324	297	291	56	87	171	261	85	2041	1114	176	140	426	220	101	290	801	232	165	149	511	407	122	504	264	402	226	1047	1083					
2	Число полученных избирательных бюллетеней	13355	470	880	220	330	300	290	57	89	173	260	85	1950	1070	172	141	420	220	103	280	800	230	173	150	500	400	122	500	260	400	220	1030	1060					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7703	191	467	132	167	116	176	41	63	131	137	56	1195	648	101	87	203	100	72	165	426	163	99	81	306	208	82	302	134	296	160	570	628					
5	"Число избирательных бюллетеней, выданных вне помещения"	2129	152	86	34	44	107	69	10	17	7	77	12	143	154	43	37	127	73	17	41	94	34	36	30	108	96	21	68	64	47	30	143	108					
6	Число погашенных избирательных бюллетеней	3523	127	327	54	119	77	45	6	9	35	46	17	612	268	28	17	90	47	14	74	280	33	38	39	86	96	19	130	62	57	30	317	324					
7	Число избирательных бюллетеней в переносных ящиках	2129	152	86	34	44	107	69	10	17	7	77	12	143	154	43	37	127	73	17	41	94	34	36	30	108	96	21	68	64	47	30	143	108					
8	Число бюллетеней в стационарных ящиках для голосования	7703	191	467	132	167	116	176	41	63	131	137	56	1195	648	101	87	203	100	72	165	426	163	99	81	306	208	82	302	134	296	160	570	628					
9	Число недействительных избирательных бюллетеней	68	0	6	3	0	0	0	0	0	2	2	1	4	4	2	0	3	3	1	3	10	1	0	0	1	1	0	5	1	3	3	4	5					
10	Число действительных избирательных бюллетеней	9764	343	547	163	211	223	245	51	80	136	212	67	1334	798	142	124	327	170	88	203	510	196	135	111	413	303	103	365	197	340	187	709	731					
11	Число полученных открепительных  удостоверений	410	20	20	10	10	10	15	10	10	10	10	10	30	20	10	10	10	10	10	10	15	10	10	10	20	10	10	10	10	10	10	20	20					
12	Число выданных открепительных удостоверений	47	0	4	0	0	1	0	0	0	1	0	0	25	7	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	80	5	5	1	2	1	1	0	0	1	2	1	17	13	0	4	2	0	0	3	0	2	0	1	3	1	2	0	2	0	3	1	7					
14	Число неиспользованных открепительных удостоверений	363	20	16	10	10	9	15	10	10	9	10	10	5	13	10	10	10	10	10	10	15	10	10	10	20	8	10	8	10	9	10	17	19					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	237	5	15	2	3	2	5	1	0	1	12	3	65	19	2	0	2	5	7	10	9	1	1	0	9	6	0	0	2	8	4	25	13					
		2.41%	1.46%	2.71%	1.20%	1.42%	0.90%	2.04%	1.96%	0.00%	0.72%	5.61%	4.41%	4.86%	2.37%	1.39%	0.00%	0.61%	2.89%	7.87%	4.85%	1.73%	0.51%	0.74%	0.00%	2.17%	1.97%	0.00%	0.00%	1.01%	2.33%	2.11%	3.51%	1.77%					
19	. Малышкин Олег Александрович	226	11	12	7	1	0	5	0	5	4	1	1	36	19	5	5	0	6	0	9	12	4	2	0	6	10	4	9	3	8	13	12	16					
