Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    ТИК Верещагинского МР																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638					
1	"Число избирателей, внесенных в списки избирателей"	30564	883	402	1203	1219	1290	1221	1056	1250	1089	1151	1161	1248	1185	1138	1164	936	312	689	1057	753	833	378	1560	222	702	565	253	100	579	584	1121	886	1125	103	333	167	138	508					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28610	900	400	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	300	800	1000	700	800	400	1500	240	700	600	300	120	700	700	1000	1000	1000	100	400	200	150	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14016	377	178	563	505	560	540	430	650	544	636	446	642	640	610	688	454	182	364	493	353	264	202	651	84	286	215	138	85	236	159	416	415	426	71	123	85	76	229					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3036	33	35	62	133	91	97	52	75	70	39	45	27	42	30	60	34	19	24	41	38	155	32	154	39	115	127	36	9	187	220	300	143	203	26	69	15	21	138					
6	Число погашенных избирательных бюллетеней	11558	490	187	375	362	349	363	518	275	386	325	509	331	318	360	252	512	99	412	466	309	381	166	695	117	299	258	126	26	277	321	284	442	371	3	208	100	53	233					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3036	33	35	62	133	91	97	52	75	70	39	45	27	42	30	60	34	19	24	41	38	155	32	154	39	115	127	36	9	187	220	300	143	203	26	69	15	21	138					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14014	377	178	563	503	560	540	430	650	544	636	446	642	640	610	688	454	182	364	493	353	264	202	651	84	286	215	138	85	236	159	416	415	426	71	123	85	76	229					
9	Число недействительных избирательных бюллетеней	152	4	2	9	6	9	4	6	4	10	3	6	1	8	6	8	4	2	6	5	0	0	2	4	6	1	2	6	0	0	3	7	6	8	1	2	1	0	0					
10	Число действительных избирательных бюллетеней	16898	406	211	616	630	642	633	476	721	604	672	485	668	674	634	740	484	199	382	529	391	419	232	801	117	400	340	168	94	423	376	709	552	621	96	190	99	97	367					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	684	20	10	25	25	25	25	20	25	25	25	25	25	30	20	20	10	10	15	20	25	15	13	25	10	15	15	16	10	15	15	20	15	20	10	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	298	4	2	14	9	5	2	9	22	22	12	11	14	13	19	9	9	1	11	5	14	1	10	8	0	5	8	13	0	3	6	6	9	12	0	1	0	1	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	144	2	1	5	9	16	5	1	14	5	6	2	3	5	5	2	4	3	3	7	3	3	3	13	2	2	3	0	1	0	6	1	0	6	0	1	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	386	16	8	11	16	20	23	11	3	3	13	14	11	17	1	11	1	9	4	15	11	14	3	17	10	10	7	3	10	12	9	14	6	8	10	9	10	9	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	651	4	20	15	15	12	18	11	20	28	21	5	16	22	20	24	17	5	17	39	24	18	5	19	2	19	15	5	1	52	17	17	29	62	3	16	2	0	16					
		3.82%	0.98%	9.39%	2.40%	2.36%	1.84%	2.83%	2.28%	2.76%	4.56%	3.11%	1.02%	2.39%	3.23%	3.13%	3.21%	3.48%	2.49%	4.38%	7.30%	6.14%	4.30%	2.14%	2.36%	1.63%	4.74%	4.39%	2.87%	1.06%	12.29%	4.49%	2.37%	5.20%	9.86%	3.09%	8.33%	2.00%	0.00%	4.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	96	3	0	7	2	3	6	2	3	5	8	6	3	10	6	8	0	2	2	1	1	0	5	3	0	0	1	0	0	0	2	2	3	0	0	1	0	0	1					
		0.56%	0.73%	0.00%	1.12%	0.31%	0.46%	0.94%	0.41%	0.41%	0.81%	1.19%	1.22%	0.45%	1.47%	0.94%	1.07%	0.00%	0.99%	0.52%	0.19%	0.26%	0.00%	2.14%	0.37%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.53%	0.28%	0.54%	0.00%	0.00%	0.52%	0.00%	0.00%	0.27%					
20	3.Политическая партия «Демократическая партия России»	15	2	0	0	1	2	2	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0					
		0.09%	0.49%	0.00%	0.00%	0.16%	0.31%	0.31%	0.21%	0.14%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1087	26	11	46	35	27	44	33	75	54	68	30	50	63	45	40	41	8	27	74	52	24	11	34	10	15	12	4	0	20	16	29	8	27	3	7	2	2	14					
		6.38%	6.34%	5.16%	7.36%	5.50%	4.15%	6.91%	6.85%	10.34%	8.79%	10.07%	6.11%	7.47%	9.24%	7.03%	5.35%	8.40%	3.98%	6.96%	13.86%	13.30%	5.73%	4.70%	4.22%	8.13%	3.74%	3.51%	2.30%	0.00%	4.73%	4.22%	4.05%	1.43%	4.29%	3.09%	3.65%	2.00%	2.06%	3.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	238	6	2	15	7	9	9	8	13	8	6	12	8	18	17	17	15	3	6	10	3	4	2	6	1	0	4	3	1	3	0	7	5	6	0	2	0	0	2					
		1.40%	1.46%	0.94%	2.40%	1.10%	1.38%	1.41%	1.66%	1.79%	1.30%	0.89%	2.44%	1.20%	2.64%	2.66%	2.27%	3.07%	1.49%	1.55%	1.87%	0.77%	0.95%	0.85%	0.75%	0.81%	0.00%	1.17%	1.72%	1.06%	0.71%	0.00%	0.98%	0.90%	0.95%	0.00%	1.04%	0.00%	0.00%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	27	0	0	2	0	0	1	0	2	1	0	0	2	1	4	1	3	0	0	3	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	1					
		0.16%	0.00%	0.00%	0.32%	0.00%	0.00%	0.16%	0.00%	0.28%	0.16%	0.00%	0.00%	0.30%	0.15%	0.63%	0.13%	0.61%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.14%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	2059	55	24	72	79	84	80	68	99	79	92	68	105	93	99	95	65	24	39	52	36	33	56	92	18	37	46	14	6	69	45	61	84	54	5	12	7	1	11					
		12.08%	13.41%	11.27%	11.52%	12.42%	12.90%	12.56%	14.11%	13.66%	12.87%	13.63%	13.85%	15.70%	13.64%	15.47%	12.70%	13.32%	11.94%	10.05%	9.74%	9.21%	7.88%	23.93%	11.43%	14.63%	9.23%	13.45%	8.05%	6.38%	16.31%	11.87%	8.52%	15.05%	8.59%	5.15%	6.25%	7.00%	1.03%	2.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	915	26	5	39	36	50	39	21	56	47	46	25	48	47	57	50	38	6	17	40	23	15	8	26	3	11	9	2	2	15	9	34	32	21	1	3	4	1	3					
		5.37%	6.34%	2.35%	6.24%	5.66%	7.68%	6.12%	4.36%	7.72%	7.65%	6.81%	5.09%	7.17%	6.89%	8.91%	6.68%	7.79%	2.99%	4.38%	7.49%	5.88%	3.58%	3.42%	3.23%	2.44%	2.74%	2.63%	1.15%	2.13%	3.55%	2.37%	4.75%	5.73%	3.34%	1.03%	1.56%	4.00%	1.03%	0.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	103	1	1	3	1	0	3	6	5	3	4	3	5	4	6	6	2	1	2	7	2	1	2	5	1	2	3	2	1	1	3	4	4	5	0	1	1	0	2					
		0.60%	0.24%	0.47%	0.48%	0.16%	0.00%	0.47%	1.24%	0.69%	0.49%	0.59%	0.61%	0.75%	0.59%	0.94%	0.80%	0.41%	0.50%	0.52%	1.31%	0.51%	0.24%	0.85%	0.62%	0.81%	0.50%	0.88%	1.15%	1.06%	0.24%	0.79%	0.56%	0.72%	0.79%	0.00%	0.52%	1.00%	0.00%	0.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11595	282	147	411	452	445	429	320	436	371	420	333	427	413	374	490	298	150	266	301	246	320	143	612	82	313	249	134	83	260	282	552	386	443	84	148	83	93	317					
		68.01%	68.78%	69.01%	65.76%	71.07%	68.36%	67.35%	66.39%	60.14%	60.42%	62.22%	67.82%	63.83%	60.56%	58.44%	65.51%	61.07%	74.63%	68.56%	56.37%	62.92%	76.37%	61.11%	76.02%	66.67%	78.05%	72.81%	77.01%	88.30%	61.47%	74.41%	77.09%	69.18%	70.43%	86.60%	77.08%	83.00%	95.88%	86.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	112	1	1	6	2	10	2	6	11	7	7	3	4	3	6	9	4	0	5	2	4	4	0	3	0	3	0	1	0	3	2	2	0	1	0	0	0	0	0					
