Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Судиславская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №501	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11604	2003	2093	359	200	339	260	478	363	337	354	396	548	100	662	763	597	310	616	174	160	265	227									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10385	1800	1890	320	170	300	235	430	320	300	315	350	500	90	590	690	540	270	550	150	140	235	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3782	750	773	119	66	83	53	58	111	86	80	126	193	36	177	317	181	67	242	71	42	89	62									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	719	26	33	21	6	25	27	325	10	48	15	8	15	6	38	3	14	37	11	14	12	18	7									
6	Число погашенных избирательных бюллетеней	5884	1024	1084	180	98	192	155	47	199	166	220	216	292	48	375	370	345	166	297	65	86	128	131									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	719	26	33	21	6	25	27	325	10	48	15	8	15	6	38	3	14	37	11	14	12	18	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3781	750	773	119	66	83	53	58	111	86	80	126	193	36	177	317	180	67	242	71	42	89	62									
9	Число недействительных избирательных бюллетеней	61	12	12	2	1	0	0	3	2	3	0	1	8	0	2	2	2	0	1	3	1	4	2									
10	Число действительных избирательных бюллетеней	4439	764	794	138	71	108	80	380	119	131	95	133	200	42	213	318	192	104	252	82	53	103	67									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	225	20	20	10	5	10	5	5	10	10	10	10	20	5	15	15	10	10	15	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	43	4	6	1	0	2	1	0	0	10	2	0	5	0	0	4	3	0	0	0	0	0	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	35	5	5	1	1	4	1	1	0	0	4	2	1	2	0	0	1	1	0	3	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	182	16	14	9	5	8	4	5	10	0	8	10	15	5	15	11	7	10	15	5	5	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	3	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	49	8	10	5	1	2	0	0	2	2	2	2	2	2	1	4	1	0	4	1	0	0	0									
		1.09%	1.03%	1.24%	3.57%	1.39%	1.85%	0.00%	0.00%	1.65%	1.49%	2.11%	1.49%	0.96%	4.76%	0.47%	1.25%	0.52%	0.00%	1.58%	1.18%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	162	25	31	5	4	3	3	4	7	1	4	7	4	0	6	15	9	9	14	7	1	1	2									
		3.60%	3.22%	3.85%	3.57%	5.56%	2.78%	3.75%	1.04%	5.79%	0.75%	4.21%	5.22%	1.92%	0.00%	2.79%	4.69%	4.64%	8.65%	5.53%	8.24%	1.85%	0.93%	2.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	98	13	18	5	1	1	1	2	3	3	5	3	2	1	11	4	8	3	5	2	1	6	0									
		2.18%	1.68%	2.23%	3.57%	1.39%	0.93%	1.25%	0.52%	2.48%	2.24%	5.26%	2.24%	0.96%	2.38%	5.12%	1.25%	4.12%	2.88%	1.98%	2.35%	1.85%	5.61%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1678	257	272	44	22	42	27	163	38	62	34	53	99	19	82	120	73	42	92	51	31	35	20									
		37.29%	33.12%	33.75%	31.43%	30.56%	38.89%	33.75%	42.56%	31.40%	46.27%	35.79%	39.55%	47.60%	45.24%	38.14%	37.50%	37.63%	40.38%	36.36%	60.00%	57.41%	32.71%	28.99%									
