Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Сергокалинская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242					
1	"Число избирателей, внесенных в списки"	16859	815	747	647	772	651	616	783	224	421	1353	964	353	550	481	495	402	560	435	531	516	635	460	351	878	436	1099	293	391					
2	"Число бюллетеней, полученных участковыми комиссиями"	15168	731	671	582	661	581	554	705	202	379	1218	868	318	495	442	446	365	510	393	481	465	575	415	317	789	395	1000	272	338					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13824	689	596	570	653	532	498	660	189	367	1010	801	307	441	416	413	342	419	344	481	447	530	400	302	761	336	812	171	337					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	118	0	0	0	0	0	0	4	0	0	0	0	0	15	15	32	5	0	0	0	0	26	7	0	0	2	0	11	1					
6	Число погашенных бюллетеней	1220	42	75	8	8	49	56	41	13	12	208	67	11	39	9	1	18	91	49	0	18	19	8	15	28	57	188	90	0					
7	Число бюллетеней в переносных ящиках для голосования	118	0	0	0	0	0	0	4	0	0	0	0	0	15	15	32	5	0	0	0	0	26	7	0	0	2	0	11	1					
8	Число бюллетеней в стационарных ящиках для голосования	13808	689	596	566	653	532	491	660	188	367	1010	797	307	441	416	413	342	419	344	481	447	530	400	302	761	336	812	171	337					
9	Число недействительных бюллетеней	207	21	2	4	27	2	23	1	0	10	28	2	3	15	14	3	3	9	4	0	0	0	4	1	3	2	19	3	4					
10	Число действительных бюллетеней	13719	668	594	562	626	530	468	663	188	357	982	795	304	441	417	442	344	410	340	481	447	556	403	301	758	336	793	179	334					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	80	1	1	1	4	4	4	4	2	3	1	4	2	3	0	3	3	4	0	4	4	4	4	2	5	4	5	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	72	1	1	1	4	3	3	4	0	0	0	4	0	3	0	3	3	2	4	4	4	4	4	2	5	4	5	2	2					
