Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    район Чертаново Северное																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942					
1	"Число избирателей, внесенных в список"	64122	2685	2701	2351	2492	2329	2297	1977	2701	2104	2044	1924	2420	2247	2173	2422	2367	2246	2431	1934	2087	2040	1998	1704	2620	2450	2463	2338	2577					
2	Число полученных избирательных бюллетеней	66900	2700	2800	2500	2600	2500	2300	2000	2900	2200	2100	2000	2500	2300	2300	2600	2400	2400	2400	2100	2200	2200	2100	1800	2700	2600	2600	2400	2700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	36414	1536	1512	1336	1403	1396	1231	1260	1839	1200	1075	1002	1426	1212	1122	1474	1319	1242	1324	1082	1154	1140	1080	991	1397	1367	1404	1372	1518					
5	"Число избирательных бюллетеней, выданных вне помещения"	1461	68	30	25	33	103	41	57	71	40	56	47	74	53	34	72	41	23	32	34	35	39	40	39	134	82	83	44	31					
6	Число погашенных избирательных бюллетеней	29025	1096	1258	1139	1164	1001	1028	683	990	960	969	951	1000	1035	1144	1054	1040	1135	1044	984	1011	1021	980	770	1169	1151	1113	984	1151					
7	Число избирательных бюллетеней в переносных ящиках	1424	68	30	25	33	103	41	57	71	40	56	47	74	53	34	35	41	23	32	34	35	39	40	39	134	82	83	44	31					
8	Число бюллетеней в стационарных ящиках для голосования	35912	1527	1498	1336	1362	1396	1231	1203	1768	1198	1056	1001	1426	1210	1075	1454	1316	1231	1187	1055	1119	1140	1076	991	1397	1367	1404	1370	1518					
9	Число недействительных избирательных бюллетеней	345	9	14	37	5	9	11	5	20	7	10	14	16	15	11	14	15	14	11	7	14	9	15	9	6	9	16	13	10					
10	Число действительных избирательных бюллетеней	36991	1586	1514	1324	1390	1490	1261	1255	1819	1231	1102	1034	1484	1248	1098	1475	1342	1240	1208	1082	1140	1170	1101	1021	1525	1440	1471	1401	1539					
