Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Хлевенская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
1	"Число избирателей, внесенных в список избирателей"	16985	567	567	949	328	1554	202	534	468	996	1554	260	163	526	1206	640	489	164	681	2616	1683	838					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16870	570	560	940	330	1560	200	540	460	990	1540	250	160	530	1200	640	480	160	680	2570	1680	830					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8917	268	261	497	178	862	103	212	231	530	768	119	117	264	474	329	254	60	286	1536	1110	458					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1915	125	95	103	60	96	27	119	70	120	162	69	29	109	114	113	84	63	160	106	53	38					
6	Число погашенных избирательных бюллетеней	6038	177	204	340	92	602	70	209	159	340	610	62	14	157	612	198	142	37	234	928	517	334					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1915	125	95	103	60	96	27	119	70	120	162	69	29	109	114	113	84	63	160	106	53	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8916	268	261	497	178	862	103	212	231	530	767	119	117	264	474	329	254	60	286	1536	1110	458					
9	Число недействительных избирательных бюллетеней	256	0	8	56	11	14	2	0	2	14	11	5	0	3	8	14	6	5	8	33	47	9					
10	Число действительных избирательных бюллетеней	10575	393	348	544	227	944	128	331	299	636	918	183	146	370	580	428	332	118	438	1609	1116	487					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	56	2	2	2	1	4	1	3	2	2	4	1	1	2	4	1	2	4	1	5	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	38	2	0	1	1	4	1	3	0	1	4	1	0	0	1	1	2	4	0	4	7	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	7	3	5	5	6	0	2	5	9	12	7	4	1	5	2	12	5	2	9	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	2	1	0	0	0	0	2	1	0	0	1	2	3	0	0	0	1	1	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	947	19	33	41	17	129	9	18	28	50	105	28	3	25	61	25	31	8	33	131	117	36					
