Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Павлово-Посадская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161					
1	"Число избирателей, внесенных в список избирателей"	66882	328	1030	2387	1729	689	892	1089	2154	1766	1775	1716	2156	1818	1115	1501	1420	1441	2114	1111	2467	1620	2136	2219	1858	1837	1464	1701	1350	1357	1837	1432	1009	1098	1853	2031	240	736	330	318	888	1532	210	2640	552	1819	274	731	406	286	420					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	66635	370	1000	2400	1700	650	850	1050	2150	1750	1750	1700	2150	1800	1050	1500	1350	1450	2100	1100	2500	1650	2150	2250	1850	1850	1500	1750	1350	1350	1800	1400	1000	1050	1900	2050	240	750	285	320	900	1550	210	2650	500	1850	270	740	400	300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28982	222	405	1134	902	295	380	471	993	768	810	739	1058	820	433	641	582	631	746	452	1038	638	979	1016	859	799	516	723	626	497	748	618	351	466	733	953	70	346	95	114	293	634	83	1240	220	844	172	336	150	149	194					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2230	104	35	30	131	21	16	25	28	32	41	41	38	26	37	39	30	33	48	13	15	16	50	36	28	27	31	40	13	54	28	28	55	44	39	46	51	37	125	61	81	67	27	108	57	54	21	56	72	35	60					
6	Число погашенных избирательных бюллетеней	35423	44	560	1236	667	334	454	554	1129	950	899	920	1054	954	580	820	738	786	1306	635	1447	996	1121	1198	963	1024	953	987	711	799	1024	754	594	540	1128	1051	119	367	65	145	526	849	100	1302	223	952	77	348	178	116	146					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2228	104	35	30	131	21	16	25	28	32	41	41	38	26	37	39	30	33	48	13	15	16	50	36	28	27	31	40	13	54	26	28	55	44	39	46	51	37	125	61	81	67	27	108	57	54	21	56	72	35	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28938	222	405	1134	902	274	380	471	993	768	803	739	1058	820	433	641	582	631	746	452	1035	638	979	1014	853	799	516	723	626	497	747	618	351	466	732	953	70	346	95	114	293	634	83	1237	220	844	172	336	150	149	194					
9	Число недействительных избирательных бюллетеней	1081	14	15	38	13	9	11	17	29	20	29	19	38	37	21	25	34	16	39	16	46	26	43	27	20	26	26	32	10	20	25	39	25	9	33	47	4	11	11	4	15	16	2	57	4	36	3	7	4	10	3					
10	Число действительных избирательных бюллетеней	30085	312	425	1126	1020	286	385	479	992	780	815	761	1058	809	449	655	578	648	755	449	1004	628	986	1023	861	800	521	731	629	531	748	607	381	501	738	952	117	372	209	171	359	685	108	1288	273	862	190	385	218	174	251					
