Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Ермекеевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1880	УИК №1882	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11799	325	163	440	136	517	295	771	742	1401	137	153	166	209	320	245	282	210	187	189	175	229	541	197	574	277	231	139	119	502	270	682	606	369									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12062	326	165	440	138	520	297	774	740	1410	139	153	169	211	322	248	284	214	189	191	178	231	544	201	579	279	234	141	121	597	272	687	693	375									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9404	256	134	368	115	381	250	483	612	1249	112	108	137	177	280	136	215	181	133	170	148	201	398	146	524	216	199	116	111	433	232	387	490	306									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	869	45	22	31	4	45	11	87	44	15	7	29	15	18	12	21	25	15	39	4	16	10	67	16	21	17	22	15	6	30	19	64	42	35									
6	Число погашенных избирательных бюллетеней	1789	25	9	41	19	94	36	204	84	146	20	16	17	16	30	91	44	18	17	17	14	20	79	39	34	46	13	10	4	134	21	236	161	34									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	869	45	22	31	4	45	11	87	44	15	7	29	15	18	12	21	25	15	39	4	16	10	67	16	21	17	22	15	6	30	19	64	42	35									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9404	256	134	368	115	381	250	483	612	1249	112	108	137	177	280	136	215	181	133	170	148	201	398	146	524	216	199	116	111	433	232	387	490	306									
9	Число недействительных избирательных бюллетеней	62	0	0	2	0	0	0	0	2	5	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	34	0	5	7	0									
10	Число действительных избирательных бюллетеней	10211	301	156	397	119	426	261	570	654	1259	119	137	152	195	290	154	240	196	172	172	164	211	465	162	545	233	221	131	117	429	251	446	525	341									
