Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Белогорская городская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99					
1	"Число избирателей, внесенных в список"	52270	2586	2148	2011	1693	2062	2485	2863	2197	1947	1691	2269	2469	2110	1868	2623	2160	728	2791	1278	1690	2725	2604	2402	352	998	531	376	613					
2	Число полученных избирательных бюллетеней	48570	2500	2070	1880	1600	2000	2310	2700	2040	1810	1560	2170	2280	2000	1810	2400	1970	650	2500	1160	1520	2570	2200	2200	330	950	490	350	550					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24889	1430	1235	918	886	1030	1308	1305	872	861	664	1212	1071	1034	799	1184	930	295	1170	701	558	1171	1505	1143	130	400	352	222	503					
5	"Число избирательных бюллетеней, выданных вне помещения"	1039	22	46	54	48	69	35	213	31	48	52	26	42	88	8	25	28	6	20	11	8	29	39	21	14	36	0	15	5					
6	Число погашенных избирательных бюллетеней	22642	1048	789	908	666	901	967	1182	1137	901	844	932	1167	878	1003	1191	1012	349	1310	448	954	1370	656	1036	186	514	138	113	42					
7	Число избирательных бюллетеней в переносных ящиках	1039	22	46	54	48	69	35	213	31	48	52	26	42	88	8	25	28	6	20	11	8	29	39	21	14	36	0	15	5					
8	Число бюллетеней в стационарных ящиках для голосования	24889	1430	1235	918	886	1030	1308	1305	872	861	664	1212	1071	1034	799	1184	930	295	1170	701	558	1171	1505	1143	130	400	352	222	503					
9	Число недействительных избирательных бюллетеней	174	10	4	6	2	6	9	2	2	5	4	6	7	4	8	7	12	3	18	2	10	10	6	9	0	4	16	1	1					
10	Число действительных избирательных бюллетеней	25754	1442	1277	966	932	1093	1334	1516	901	904	712	1232	1106	1118	799	1202	946	298	1172	710	556	1190	1538	1155	144	432	336	236	507					
11	Число полученных открепительных  удостоверений	357	20	20	10	16	20	20	20	14	8	13	15	10	8	10	15	13	5	10	5	5	10	40	10	5	5	0	5	25					
12	Число выданных открепительных удостоверений	287	18	13	7	14	18	18	20	14	7	10	12	8	8	6	14	11	0	10	5	4	8	39	6	0	2	0	1	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	315	18	11	6	8	11	12	95	6	2	8	21	4	12	3	17	10	3	10	10	8	9	16	5	1	3	0	0	6					
14	Число неиспользованных открепительных удостоверений	70	2	7	3	2	2	2	0	0	1	3	3	2	0	4	1	2	5	0	0	1	2	1	4	5	3	0	4	11					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
