Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Няндомская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
1	"Число избирателей, внесенных в список избирателей"	25390	1773	1725	1553	1682	1336	1793	1650	1383	1204	2187	374	1127	471	655	363	303	182	765	728	335	160	161	87	1999	599	492	114	189					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25140	1750	1750	1550	1700	1350	1750	1600	1400	1200	2200	350	1100	450	650	350	300	150	750	700	300	150	150	80	2000	600	500	120	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8685	558	645	409	513	613	778	737	554	375	664	84	471	142	132	118	85	68	244	165	96	64	45	34	665	171	123	39	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1203	51	37	31	79	41	29	87	38	25	49	20	88	35	18	29	49	29	82	119	48	9	15	4	88	55	33	11	4					
6	Число погашенных избирательных бюллетеней	15252	1141	1068	1110	1108	696	943	776	808	800	1487	246	541	273	500	203	166	53	424	416	156	77	90	42	1247	374	344	70	93					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1203	51	37	31	79	41	29	87	38	25	49	20	88	35	18	29	49	29	82	119	48	9	15	4	88	55	33	11	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8683	558	645	409	513	613	777	737	553	375	664	84	471	142	132	118	85	68	244	165	96	64	45	34	665	171	123	39	93					
9	Число недействительных избирательных бюллетеней	102	1	11	7	1	11	4	7	8	7	6	1	8	5	1	1	2	0	2	2	2	0	0	0	12	3	0	0	0					
10	Число действительных избирательных бюллетеней	9784	608	671	433	591	643	802	817	583	393	707	103	551	172	149	146	132	97	324	282	142	73	60	38	741	223	156	50	97					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	269	10	15	10	10	20	20	15	15	10	15	5	10	5	15	10	15	5	10	5	5	5	2	2	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	117	7	11	2	8	5	10	5	5	6	7	1	6	1	7	0	12	2	5	0	1	0	0	0	7	5	0	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	89	3	8	10	4	5	8	7	4	3	8	3	2	0	2	2	0	0	7	1	3	1	1	1	2	2	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	152	3	4	8	2	15	10	10	10	4	8	4	4	4	8	10	3	3	5	5	4	5	2	2	8	0	5	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1807	112	124	62	109	132	144	153	85	73	92	10	123	33	27	29	26	17	49	57	24	18	7	3	199	40	39	9	11					
		18.28%	18.39%	18.18%	14.09%	18.41%	20.18%	17.87%	18.57%	14.38%	18.25%	12.90%	9.62%	22.00%	18.64%	18.00%	19.73%	19.40%	17.53%	15.03%	20.07%	16.67%	24.66%	11.67%	7.89%	26.43%	17.70%	25.00%	18.00%	11.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1755	117	106	101	114	116	157	138	109	72	151	15	64	37	36	16	22	21	61	33	36	12	5	10	122	37	18	10	19					
		17.75%	19.21%	15.54%	22.95%	19.26%	17.74%	19.48%	16.75%	18.44%	18.00%	21.18%	14.42%	11.45%	20.90%	24.00%	10.88%	16.42%	21.65%	18.71%	11.62%	25.00%	16.44%	8.33%	26.32%	16.20%	16.37%	11.54%	20.00%	19.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	167	12	17	7	15	11	14	16	7	5	20	0	8	2	1	2	3	2	4	2	2	0	1	0	8	3	1	3	1					
		1.69%	1.97%	2.49%	1.59%	2.53%	1.68%	1.74%	1.94%	1.18%	1.25%	2.81%	0.00%	1.43%	1.13%	0.67%	1.36%	2.24%	2.06%	1.23%	0.70%	1.39%	0.00%	1.67%	0.00%	1.06%	1.33%	0.64%	6.00%	1.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1649	79	120	78	129	117	137	158	117	69	133	21	125	21	23	4	17	9	38	45	21	3	8	8	100	22	25	7	15					
		16.68%	12.97%	17.60%	17.73%	21.79%	17.89%	16.99%	19.17%	19.80%	17.25%	18.65%	20.19%	22.36%	11.86%	15.33%	2.72%	12.69%	9.28%	11.66%	15.85%	14.58%	4.11%	13.33%	21.05%	13.28%	9.73%	16.03%	14.00%	15.46%					
