Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Петровская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748					
1	"Число избирателей, внесенных в списки избирателей"	36331	2528	1214	1303	2419	2011	2180	2163	1908	2269	2225	1718	1599	2169	605	234	413	541	252	655	214	388	609	544	560	1104	948	601	249	377	133	414	474	343	255	431	281					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36661	2503	1181	1273	2432	2033	2179	2152	1948	2301	2262	1747	1577	2167	624	237	415	545	262	675	216	415	633	578	551	1128	980	620	251	388	135	425	483	379	264	410	292					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20593	1179	568	627	1112	1086	876	1127	948	1038	1156	855	756	1059	549	202	358	355	146	595	196	340	473	491	476	611	790	432	221	279	115	273	317	329	217	266	175					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1360	73	13	49	51	37	63	53	36	26	35	28	37	36	26	10	22	34	24	45	10	31	74	52	38	59	58	47	7	69	3	33	41	14	16	29	81					
6	Число погашенных избирательных бюллетеней	14708	1251	600	597	1269	910	1240	972	964	1237	1071	864	784	1072	49	25	35	156	92	35	10	44	86	35	37	458	132	141	23	40	17	119	125	36	31	115	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1360	73	13	49	51	37	63	53	36	26	35	28	37	36	26	10	22	34	24	45	10	31	74	52	38	59	58	47	7	69	3	33	41	14	16	29	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20589	1179	568	627	1109	1086	875	1127	948	1038	1156	855	756	1059	549	202	358	355	146	595	196	340	473	491	476	611	790	432	221	279	115	273	317	329	217	266	175					
9	Число недействительных избирательных бюллетеней	385	25	15	0	9	13	25	6	25	14	33	14	8	19	3	1	5	11	15	0	6	9	0	28	8	29	14	0	1	6	4	12	2	8	0	16	1					
10	Число действительных избирательных бюллетеней	21564	1227	566	676	1151	1110	913	1174	959	1050	1158	869	785	1076	572	211	375	378	155	640	200	362	547	515	506	641	834	479	227	342	114	294	356	335	233	279	255					
