Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Милославская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555					
1	"Число избирателей, внесенных в списки"	12241	152	268	101	1862	2012	942	420	158	262	134	285	188	280	304	147	269	444	203	296	143	347	413	245	193	119	93	67	112	238	335	167	116	926					
2	"Число бюллетеней, полученных участковыми комиссиями"	12297	151	267	101	1864	2014	953	422	159	262	135	286	190	279	307	149	270	457	198	294	147	342	406	245	194	121	97	71	114	246	336	170	111	939					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5572	108	97	58	753	852	510	149	77	123	73	175	90	126	113	75	141	209	113	167	52	148	163	109	72	78	23	37	34	130	150	63	69	435					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1282	0	49	4	77	32	51	110	22	57	18	21	10	27	63	10	45	90	23	57	21	74	78	38	41	13	34	11	32	18	70	51	17	18					
6	Число погашенных бюллетеней	5443	43	121	39	1034	1130	392	163	60	82	44	90	90	126	131	64	84	158	62	70	74	120	165	98	81	30	40	23	48	98	116	56	25	486					
7	Число бюллетеней в переносных ящиках для голосования	1282	0	49	4	77	32	51	110	22	57	18	21	10	27	63	10	45	90	23	57	21	74	78	38	41	13	34	11	32	18	70	51	17	18					
8	Число бюллетеней в стационарных ящиках для голосования	5571	108	97	58	752	852	510	149	77	123	73	175	90	126	113	75	141	209	113	167	52	148	163	109	72	78	23	37	34	130	150	63	69	435					
9	Число недействительных бюллетеней	140	2	2	0	8	8	18	4	2	2	3	0	2	5	6	1	3	17	2	0	1	8	1	4	2	2	0	0	1	3	6	4	8	15					
10	Число действительных бюллетеней	6713	106	144	62	821	876	543	255	97	178	88	196	98	148	170	84	183	282	134	224	72	214	240	143	111	89	57	48	65	145	214	110	78	438					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	9	10	5	50	50	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	5	5	10	10	10	5	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	0	0	1	12	7	5	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	3	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	2	0	0	2	0	2	3	1	0	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0					
14	Число погашенных открепительных удостоверений	363	9	10	4	38	43	15	10	10	10	10	10	10	10	10	10	9	8	10	10	9	10	9	9	10	5	5	5	5	7	9	10	5	19					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	80	0	3	0	10	5	7	3	4	3	0	2	1	0	1	1	2	7	1	4	1	8	3	4	3	1	1	1	0	3	0	0	0	1					
		1.16%	0.0%	2.05%	0.0%	1.20%	0.56%	1.24%	1.15%	4.04%	1.66%	0.0%	1.02%	1.0%	0.0%	0.56%	1.17%	1.07%	2.34%	0.73%	1.78%	1.36%	3.60%	1.24%	2.72%	2.65%	1.09%	1.75%	2.08%	0.0%	2.02%	0.0%	0.0%	0.0%	0.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	65	1	0	1	5	12	7	4	2	2	0	2	0	0	2	0	2	5	0	0	0	3	2	2	1	0	0	0	0	2	2	1	2	5					
		0.94%	0.92%	0.0%	1.61%	0.60%	1.35%	1.24%	1.54%	2.02%	1.11%	0.0%	1.02%	0.0%	0.0%	1.13%	0.0%	1.07%	1.67%	0.0%	0.0%	0.0%	1.35%	0.82%	1.36%	0.88%	0.0%	0.0%	0.0%	0.0%	1.35%	0.90%	0.87%	2.32%	1.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	732	15	19	9	78	82	83	37	10	17	6	21	0	9	7	4	3	39	7	17	15	29	27	23	25	12	1	7	9	13	38	27	8	35					
		10.68%	13.88%	13.01%	14.51%	9.40%	9.27%	14.79%	14.28%	10.10%	9.44%	6.59%	10.71%	0.0%	5.88%	3.97%	4.70%	1.61%	13.04%	5.14%	7.58%	20.54%	13.06%	11.20%	15.64%	22.12%	13.18%	1.75%	14.58%	13.63%	8.78%	17.27%	23.68%	9.30%	7.72%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	62	4	0	1	7	17	5	0	1	0	0	5	0	0	0	1	0	4	0	0	0	6	3	1	1	0	0	0	3	0	1	0	1	1					
		0.90%	3.70%	0.0%	1.61%	0.84%	1.92%	0.89%	0.0%	1.01%	0.0%	0.0%	2.55%	0.0%	0.0%	0.0%	1.17%	0.0%	1.33%	0.0%	0.0%	0.0%	2.70%	1.24%	0.68%	0.88%	0.0%	0.0%	0.0%	4.54%	0.0%	0.45%	0.0%	1.16%	0.22%					
22	"5. ""За Русь Святую"""	49	0	1	1	6	4	4	2	0	0	4	0	1	1	3	0	2	3	1	3	1	0	0	1	0	1	0	0	1	0	4	0	2	3					
		0.71%	0.0%	0.68%	1.61%	0.72%	0.45%	0.71%	0.77%	0.0%	0.0%	4.39%	0.0%	1.0%	0.65%	1.70%	0.0%	1.07%	1.00%	0.73%	1.33%	1.36%	0.0%	0.0%	0.68%	0.0%	1.09%	0.0%	0.0%	1.51%	0.0%	1.81%	0.0%	2.32%	0.66%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	0	0	0	3	1	0	0	1	3	1	1	1	0	0	1	1	2	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0					
		0.30%	0.0%	0.0%	0.0%	0.36%	0.11%	0.0%	0.0%	1.01%	1.66%	1.09%	0.51%	1.0%	0.0%	0.0%	1.17%	0.53%	0.66%	0.0%	0.0%	2.73%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	3.03%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	33	0	0	1	9	3	4	1	2	0	1	2	0	0	0	0	0	2	1	1	1	0	1	0	0	1	0	0	0	1	0	0	2	0					
		0.48%	0.0%	0.0%	1.61%	1.08%	0.33%	0.71%	0.38%	2.02%	0.0%	1.09%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.73%	0.44%	1.36%	0.0%	0.41%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	2.32%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	1	0	1	1					
		0.16%	0.92%	0.68%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	1.51%	0.0%	0.45%	0.0%	1.16%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	2	0	0	2	0	0	0	0	1	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.17%	1.85%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	1.13%	2.35%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	839	1	5	7	48	79	19	106	8	30	13	17	2	19	48	31	121	27	14	23	3	16	18	15	22	18	6	0	10	21	10	6	1	75					
		12.24%	0.92%	3.42%	11.29%	5.79%	8.93%	3.38%	40.92%	8.08%	16.66%	14.28%	8.67%	2.0%	12.41%	27.27%	36.47%	65.05%	9.03%	10.29%	10.26%	4.10%	7.20%	7.46%	10.20%	19.46%	19.78%	10.52%	0.0%	15.15%	14.18%	4.54%	5.26%	1.16%	16.55%					
28	"11. ""Истинные патриоты России"""	17	0	0	0	0	0	2	1	0	0	0	0	1	6	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0					
		0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.38%	0.0%	0.0%	0.0%	0.0%	1.0%	3.92%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	1.16%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	136	0	2	1	12	23	4	2	3	0	1	3	7	2	0	1	4	7	1	3	0	1	5	3	1	2	2	0	2	1	1	0	1	41					
		1.98%	0.0%	1.36%	1.61%	1.44%	2.60%	0.71%	0.77%	3.03%	0.0%	1.09%	1.53%	7.0%	1.30%	0.0%	1.17%	2.15%	2.34%	0.73%	1.33%	0.0%	0.45%	2.07%	2.04%	0.88%	2.19%	3.50%	0.0%	3.03%	0.67%	0.45%	0.0%	1.16%	9.05%					
30	"13. ""Демократическая партия России"""	21	0	1	0	2	3	0	0	0	1	2	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	1					
		0.30%	0.0%	0.68%	0.0%	0.24%	0.33%	0.0%	0.0%	0.0%	0.55%	2.19%	0.51%	0.0%	0.0%	0.56%	0.0%	0.53%	0.66%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.50%	0.0%	1.51%	0.0%	0.45%	0.0%	1.16%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0					
		0.13%	0.92%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	1.01%	0.0%	0.0%	0.51%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.51%	0.67%	0.45%	0.87%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	10	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.14%	0.0%	0.0%	0.0%	0.24%	0.0%	0.35%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%					
33	"16. ""Родина"" (народно-патриотический союз)"""	507	6	18	4	69	87	60	5	3	5	8	9	3	5	15	0	5	10	17	33	0	19	25	13	4	3	3	4	3	12	24	4	3	28					
		7.39%	5.55%	12.32%	6.45%	8.32%	9.84%	10.69%	1.93%	3.03%	2.77%	8.79%	4.59%	3.0%	3.26%	8.52%	0.0%	2.68%	3.34%	12.49%	14.73%	0.0%	8.55%	10.37%	8.84%	3.53%	3.29%	5.26%	8.33%	4.54%	8.10%	10.90%	3.50%	3.48%	6.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	0	1	0	3	5	2	0	0	1	0	0	2	0	0	0	3	0	1	0	0	1	0	0	2	0	0	1	1	1	1	1	0	3					
		0.42%	0.0%	0.68%	0.0%	0.36%	0.56%	0.35%	0.0%	0.0%	0.55%	0.0%	0.0%	2.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.73%	0.0%	0.0%	0.45%	0.0%	0.0%	1.76%	0.0%	0.0%	2.08%	1.51%	0.67%	0.45%	0.87%	0.0%	0.66%					
35	"18. ""ЛДПР"""	623	4	14	5	84	82	58	12	12	19	8	22	5	10	3	4	9	32	23	13	17	28	17	12	8	14	1	3	3	6	25	24	12	34					
