Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Ижморская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066					
1	"Число избирателей, внесенных в списки избирателей"	12183	391	91	322	316	585	184	107	682	115	357	261	480	309	105	514	172	53	327	63	59	484	165	64	672	64	73	262	925	972	955	878	782	277	117					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12500	410	95	335	325	585	185	110	690	120	365	265	495	320	110	530	180	55	330	70	65	500	180	65	685	70	80	270	955	980	950	900	815	290	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10309	315	80	301	230	487	168	86	601	114	355	235	450	273	98	482	151	52	280	63	58	427	145	53	527	41	67	201	746	854	731	677	605	245	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	807	27	3	20	65	79	12	11	74	0	0	17	26	8	7	20	11	0	22	0	0	29	7	7	48	11	1	22	61	80	57	41	33	8	0					
6	Число погашенных избирательных бюллетеней	1384	68	12	14	30	19	5	13	15	6	10	13	19	39	5	28	18	3	28	7	7	44	28	5	110	18	12	47	148	46	162	182	177	37	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	807	27	3	20	65	79	12	11	74	0	0	17	26	8	7	20	11	0	22	0	0	29	7	7	48	11	1	22	61	80	57	41	33	8	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10308	315	80	301	230	487	168	86	601	114	355	235	450	273	98	482	151	52	280	63	58	427	145	53	527	41	67	201	746	853	731	677	605	245	111					
9	Число недействительных избирательных бюллетеней	218	21	0	2	0	28	2	1	2	1	6	8	18	5	0	16	3	0	0	0	0	15	0	2	3	0	7	0	14	2	21	19	22	0	0					
10	Число действительных избирательных бюллетеней	10897	321	83	319	295	538	178	96	673	113	349	244	458	276	105	486	159	52	302	63	58	441	152	58	572	52	61	223	793	931	767	699	616	253	111					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	349	15	5	10	5	10	5	5	10	5	5	5	9	6	5	10	5	5	5	5	5	15	5	0	10	5	5	5	30	30	30	29	30	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	277	15	5	10	5	10	1	0	6	0	5	0	8	6	3	10	5	0	5	5	5	15	5	0	10	5	5	5	15	30	30	23	17	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	3	2	5	0	3	3	1	4	1	4	2	3	3	3	5	2	1	7	1	2	4	3	2	2	2	1	0	3	14	3	6	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	0	0	0	0	4	5	4	5	0	5	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	15	0	0	6	13	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	170	3	3	9	0	6	0	0	22	0	14	4	11	12	1	7	2	0	3	0	2	11	1	0	7	0	0	4	9	11	12	5	5	3	3					
		1.53%	0.88%	3.61%	2.80%	0.00%	1.06%	0.00%	0.00%	3.26%	0.00%	3.94%	1.59%	2.31%	4.27%	0.95%	1.39%	1.23%	0.00%	0.99%	0.00%	3.45%	2.41%	0.66%	0.00%	1.22%	0.00%	0.00%	1.79%	1.12%	1.18%	1.52%	0.70%	0.78%	1.19%	2.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	2	4	5	1	1	1	0					
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.28%	0.00%	0.42%	0.00%	0.00%	0.20%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.45%	0.25%	0.43%	0.63%	0.14%	0.16%	0.40%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	3.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	438	6	2	6	13	9	2	1	24	0	10	6	28	5	14	10	11	2	12	0	1	16	5	1	45	4	3	5	42	43	38	39	22	13	0					
		3.94%	1.75%	2.41%	1.87%	4.41%	1.59%	1.11%	1.03%	3.56%	0.00%	2.82%	2.38%	5.88%	1.78%	13.33%	1.99%	6.79%	3.85%	3.97%	0.00%	1.72%	3.51%	3.29%	1.67%	7.83%	7.69%	4.41%	2.24%	5.20%	4.61%	4.82%	5.43%	3.45%	5.14%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0					
