Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Чеховская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3063	УИК №3064	УИК №3065	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077	УИК №3078	УИК №3079	УИК №3080	УИК №3081	УИК №3082					
1	"Число избирателей, внесенных в списки избирателей"	95330	1976	1110	2683	1655	2902	1921	2633	2631	885	1624	1411	1288	1872	2066	2620	2021	1889	1787	2833	2501	2078	527	2123	2626	1121	2114	2162	2374	1384	2425	2057	2068	1940	1816	815	1776	1709	1005	2815	2823	2786	1208	1668	986	994	615	1220	1813	2180	1083	2711					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	90000	1880	1020	2620	1480	2710	1870	2420	2380	770	1410	1200	1230	1800	1980	2530	1840	1710	1700	2670	2400	2000	500	2000	2250	1050	1950	2050	2250	1350	2310	2010	2030	1850	1700	780	1700	1650	950	2820	2850	2770	1150	1550	920	900	580	1120	1810	1860	1100	2570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	63941	1251	708	1550	1091	1839	1349	1675	1663	699	1077	1077	1007	1491	1331	1731	1230	1301	1388	2158	1866	1317	350	1818	1826	869	1156	1265	1455	792	1607	1521	1126	1266	733	618	1124	1119	527	1926	1915	1959	736	1137	668	539	356	895	1367	1778	768	1926					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4108	18	29	95	48	248	51	139	70	60	21	6	34	32	41	59	187	14	16	43	48	39	23	27	44	19	145	93	152	234	90	47	284	68	560	0	62	31	85	26	31	35	174	125	35	213	87	68	33	1	8	10					
6	Число погашенных избирательных бюллетеней	21947	611	283	975	341	623	470	606	647	11	312	117	189	277	608	740	423	395	296	469	486	640	127	155	380	162	649	692	643	324	613	442	620	516	407	162	514	500	338	868	904	776	240	288	217	148	137	157	410	81	324	634					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4108	18	29	95	48	248	51	139	70	60	21	6	34	32	41	59	187	14	16	43	48	39	23	27	44	19	145	93	152	234	90	47	284	68	560	0	62	31	85	26	31	35	174	125	35	213	87	68	33	1	8	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	63903	1251	708	1550	1091	1839	1349	1675	1644	699	1077	1077	1007	1491	1331	1731	1230	1301	1388	2158	1866	1317	350	1818	1826	869	1156	1265	1455	792	1607	1521	1126	1266	733	618	1124	1108	527	1926	1915	1959	736	1137	668	539	356	895	1367	1778	768	1918					
9	Число недействительных избирательных бюллетеней	590	3	0	6	12	6	19	12	24	7	9	1	7	7	14	2	14	12	19	25	24	14	0	6	9	4	20	19	9	17	1	17	17	15	15	2	8	13	4	15	32	34	0	15	10	5	0	11	5	29	6	15					
10	Число действительных избирательных бюллетеней	67421	1266	737	1639	1127	2081	1381	1802	1690	752	1089	1082	1034	1516	1358	1788	1403	1303	1385	2176	1890	1342	373	1839	1861	884	1281	1339	1598	1009	1696	1551	1393	1319	1278	616	1178	1126	608	1937	1914	1960	910	1247	693	747	443	952	1395	1750	770	1913					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2529	52	18	65	40	50	50	73	60	20	40	30	30	50	50	60	50	60	40	70	60	50	20	48	80	30	50	50	60	50	60	50	55	50	40	20	55	50	20	78	95	65	45	30	40	40	40	40	50	50	50	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2082	50	18	64	33	49	50	73	41	9	40	30	13	36	27	43	29	46	30	35	47	40	13	41	63	30	39	44	41	24	59	50	55	32	19	20	55	47	20	78	92	65	45	30	22	32	18	24	50	47	24	100					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1181	32	24	16	34	74	9	39	14	25	10	9	15	26	17	13	27	22	13	22	18	20	28	20	38	41	21	26	19	18	37	23	30	50	40	18	11	21	19	19	21	15	39	17	22	20	14	22	10	7	10	26					
14	Число погашенных неиспользованных открепительных удостоверений	447	2	0	1	7	1	0	0	19	11	0	0	17	14	23	17	21	14	10	35	13	10	7	7	17	0	11	6	19	26	1	0	0	18	21	0	0	3	0	0	3	0	0	0	18	8	22	16	0	3	26	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	1	0	2	2	1	0	0	2	0	2	0	3	0	1	1	1	2	3	4	0	1	0	0	4	2	2	1	1	1	0	0	0	3	0	0	1	0	0	2	0	0	3	0	3	0	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1106	21	18	2	13	46	60	22	43	16	4	17	15	23	20	21	26	15	40	51	42	1	1	11	10	6	29	18	7	23	13	27	24	19	12	14	7	28	8	43	44	42	27	17	39	21	10	21	6	28	17	18					
		1.63%	1.65%	2.44%	0.12%	1.14%	2.20%	4.29%	1.21%	2.51%	2.11%	0.36%	1.57%	1.44%	1.51%	1.46%	1.17%	1.83%	1.14%	2.85%	2.32%	2.19%	0.07%	0.27%	0.60%	0.53%	0.68%	2.23%	1.33%	0.44%	2.24%	0.77%	1.72%	1.70%	1.42%	0.93%	2.27%	0.59%	2.46%	1.31%	2.20%	2.26%	2.11%	2.97%	1.35%	5.55%	2.79%	2.26%	2.18%	0.43%	1.57%	2.19%	0.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	429	12	5	4	11	8	0	10	18	2	4	3	9	14	6	12	8	15	10	11	16	2	1	0	12	1	12	13	3	2	3	20	3	8	5	1	3	9	5	28	33	27	0	8	4	8	2	5	4	18	3	8					
		0.63%	0.95%	0.68%	0.24%	0.97%	0.38%	0.00%	0.55%	1.05%	0.26%	0.36%	0.28%	0.86%	0.92%	0.44%	0.67%	0.56%	1.14%	0.71%	0.50%	0.84%	0.15%	0.27%	0.00%	0.64%	0.11%	0.92%	0.96%	0.19%	0.19%	0.18%	1.28%	0.21%	0.60%	0.39%	0.16%	0.25%	0.79%	0.82%	1.43%	1.70%	1.35%	0.00%	0.63%	0.57%	1.06%	0.45%	0.52%	0.29%	1.01%	0.39%	0.41%					
20	3.Политическая партия «Демократическая партия России»	83	0	0	1	3	0	0	0	4	1	1	3	2	6	1	6	1	0	4	3	1	1	1	0	1	0	0	5	2	1	3	1	2	3	4	0	1	2	1	2	3	5	1	1	1	0	0	1	0	3	0	1					
		0.12%	0.00%	0.00%	0.06%	0.26%	0.00%	0.00%	0.00%	0.23%	0.13%	0.09%	0.28%	0.19%	0.39%	0.07%	0.34%	0.07%	0.00%	0.28%	0.14%	0.05%	0.07%	0.27%	0.00%	0.05%	0.00%	0.00%	0.37%	0.12%	0.10%	0.18%	0.06%	0.14%	0.22%	0.31%	0.00%	0.08%	0.18%	0.16%	0.10%	0.15%	0.25%	0.11%	0.08%	0.14%	0.00%	0.00%	0.10%	0.00%	0.17%	0.00%	0.05%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7135	180	81	252	123	159	176	194	221	68	119	79	87	192	176	220	125	134	189	246	241	197	57	170	226	79	111	171	241	93	293	150	130	118	76	31	155	153	75	146	165	141	148	119	82	56	32	84	98	85	64	127					
		10.49%	14.18%	10.99%	15.32%	10.80%	7.62%	12.57%	10.69%	12.89%	8.96%	10.84%	7.29%	8.36%	12.61%	12.83%	12.29%	8.82%	10.19%	13.46%	11.18%	12.59%	14.53%	15.28%	9.21%	12.09%	8.90%	8.53%	12.59%	14.99%	9.06%	17.27%	9.57%	9.22%	8.85%	5.88%	5.02%	13.07%	13.43%	12.25%	7.48%	8.48%	7.07%	16.26%	9.43%	11.66%	7.45%	7.22%	8.72%	7.00%	4.78%	8.25%	6.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	542	7	4	21	21	13	13	23	14	3	6	6	5	13	13	10	3	9	16	33	18	14	4	15	11	11	11	15	20	6	20	11	14	7	6	5	8	7	9	15	7	8	8	6	2	11	2	4	7	14	10	3					
		0.80%	0.55%	0.54%	1.28%	1.84%	0.62%	0.93%	1.27%	0.82%	0.40%	0.55%	0.55%	0.48%	0.85%	0.95%	0.56%	0.21%	0.68%	1.14%	1.50%	0.94%	1.03%	1.07%	0.81%	0.59%	1.24%	0.85%	1.10%	1.24%	0.58%	1.18%	0.70%	0.99%	0.52%	0.46%	0.81%	0.67%	0.61%	1.47%	0.77%	0.36%	0.40%	0.88%	0.48%	0.28%	1.46%	0.45%	0.42%	0.50%	0.79%	1.29%	0.16%					
23	6.Политическая партия «Партия социальной справедливости»	148	5	2	4	2	3	0	6	0	0	1	2	2	1	4	6	6	5	3	6	1	2	1	1	5	0	4	5	5	2	6	3	3	2	3	1	3	0	2	5	4	7	2	1	2	1	1	2	0	6	3	7					
		0.22%	0.39%	0.27%	0.24%	0.18%	0.14%	0.00%	0.33%	0.00%	0.00%	0.09%	0.18%	0.19%	0.07%	0.29%	0.34%	0.42%	0.38%	0.21%	0.27%	0.05%	0.15%	0.27%	0.05%	0.27%	0.00%	0.31%	0.37%	0.31%	0.19%	0.35%	0.19%	0.21%	0.15%	0.23%	0.16%	0.25%	0.00%	0.33%	0.26%	0.21%	0.35%	0.22%	0.08%	0.28%	0.13%	0.23%	0.21%	0.00%	0.34%	0.39%	0.36%					
24	7.Политическая партия «Либерально-демократическая партия России»	5400	93	57	112	93	81	99	129	90	54	94	130	89	67	112	160	110	88	98	147	122	99	15	100	160	47	99	47	153	65	86	138	112	106	101	91	83	83	58	176	135	173	76	93	62	67	22	82	226	266	68	286					
		7.94%	7.33%	7.73%	6.81%	8.17%	3.88%	7.07%	7.11%	5.25%	7.11%	8.56%	12.00%	8.55%	4.40%	8.16%	8.94%	7.76%	6.69%	6.98%	6.68%	6.37%	7.30%	4.02%	5.42%	8.56%	5.29%	7.61%	3.46%	9.52%	6.34%	5.07%	8.80%	7.94%	7.95%	7.81%	14.72%	6.99%	7.29%	9.48%	9.02%	6.94%	8.68%	8.35%	7.37%	8.82%	8.91%	4.97%	8.52%	16.14%	14.95%	8.76%	14.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2643	40	32	63	55	73	30	86	87	29	33	49	59	59	37	15	76	59	32	113	64	34	27	78	108	21	77	34	17	47	42	98	55	60	47	33	71	75	17	106	96	119	3	57	7	39	8	25	8	56	42	45					
		3.89%	3.15%	4.34%	3.83%	4.83%	3.50%	2.14%	4.74%	5.08%	3.82%	3.01%	4.52%	5.67%	3.87%	2.70%	0.84%	5.36%	4.49%	2.28%	5.13%	3.34%	2.51%	7.24%	4.23%	5.78%	2.36%	5.92%	2.50%	1.06%	4.58%	2.47%	6.25%	3.90%	4.50%	3.63%	5.34%	5.99%	6.58%	2.78%	5.43%	4.93%	5.97%	0.33%	4.52%	0.99%	5.19%	1.81%	2.60%	0.57%	3.15%	5.41%	2.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	414	19	7	8	5	11	0	10	9	2	7	11	3	7	7	6	8	9	14	13	8	9	1	13	7	2	10	13	3	7	3	17	2	10	8	3	8	12	2	25	15	11	0	6	9	6	0	6	3	15	12	12					
		0.61%	1.50%	0.95%	0.49%	0.44%	0.53%	0.00%	0.55%	0.53%	0.26%	0.64%	1.02%	0.29%	0.46%	0.51%	0.34%	0.56%	0.68%	0.99%	0.59%	0.42%	0.66%	0.27%	0.70%	0.37%	0.23%	0.77%	0.96%	0.19%	0.68%	0.18%	1.08%	0.14%	0.75%	0.62%	0.49%	0.67%	1.05%	0.33%	1.28%	0.77%	0.55%	0.00%	0.48%	1.28%	0.80%	0.00%	0.62%	0.21%	0.84%	1.55%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	48948	882	519	1155	789	1676	992	1281	1203	568	808	766	748	1127	973	1316	1028	956	956	1536	1365	979	265	1442	1309	711	918	1006	1145	758	1209	1066	1033	969	1003	432	832	736	423	1369	1403	1403	643	931	481	528	365	719	1040	1250	544	1392					
		71.97%	69.50%	70.42%	70.21%	69.27%	80.31%	70.86%	70.62%	70.19%	74.84%	73.59%	70.73%	71.85%	73.99%	70.92%	73.52%	72.55%	72.70%	68.09%	69.79%	71.32%	72.20%	71.05%	78.16%	70.00%	80.07%	70.56%	74.08%	71.25%	73.88%	71.24%	67.98%	73.26%	72.64%	77.57%	69.90%	70.15%	64.62%	69.12%	70.13%	72.10%	70.36%	70.66%	73.77%	68.42%	70.21%	82.39%	74.66%	74.29%	70.26%	70.10%	72.20%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	573	7	12	17	12	11	11	41	1	9	12	16	15	7	9	16	12	13	23	17	12	4	0	9	12	6	10	12	2	5	18	20	15	17	13	5	7	21	8	22	9	24	2	8	4	10	1	3	3	9	7	14					
		0.84%	0.55%	1.63%	1.03%	1.05%	0.53%	0.79%	2.26%	0.06%	1.19%	1.09%	1.48%	1.44%	0.46%	0.66%	0.89%	0.85%	0.99%	1.64%	0.77%	0.63%	0.29%	0.00%	0.49%	0.64%	0.68%	0.77%	0.88%	0.12%	0.49%	1.06%	1.28%	1.06%	1.27%	1.01%	0.81%	0.59%	1.84%	1.31%	1.13%	0.46%	1.20%	0.22%	0.63%	0.57%	1.33%	0.23%	0.31%	0.21%	0.51%	0.90%	0.73%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
