Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Малоархангельская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в список избирателей"	10374	523	947	557	445	336	283	230	290	262	260	508	306	285	228	142	489	720	1165	1163	1235					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10592	531	965	570	448	353	292	242	297	265	268	516	312	289	230	142	502	738	1202	1163	1267					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5821	245	448	249	304	210	149	113	122	103	153	201	106	200	78	77	258	448	833	717	807					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2677	242	238	139	131	57	116	106	110	116	94	221	188	66	133	58	209	175	54	101	123					
6	Число погашенных избирательных бюллетеней	2094	44	279	182	13	86	27	23	65	46	21	94	18	23	19	7	35	115	315	345	337					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2677	242	238	139	131	57	116	106	110	116	94	221	188	66	133	58	209	175	54	101	123					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5821	245	448	249	304	210	149	113	122	103	153	201	106	200	78	77	258	448	833	717	807					
9	Число недействительных избирательных бюллетеней	66	9	2	0	0	5	0	1	2	0	0	1	1	0	0	1	0	13	4	14	13					
10	Число действительных избирательных бюллетеней	8432	478	684	388	435	262	265	218	230	219	247	421	293	266	211	134	467	610	883	804	917					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	248	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	15	15	21	21	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	66	1	7	0	0	10	1	0	0	1	3	1	0	0	0	1	4	6	8	9	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	3	2	1	1	2	0	1	0	2	2	2	1	1	0	3	1	4	3	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	182	9	8	10	10	0	9	10	10	9	7	9	10	10	10	9	11	9	13	12	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	545	38	63	51	13	1	7	16	26	9	12	40	31	6	10	8	19	60	27	40	68					
		6.41%	7.80%	9.18%	13.14%	2.99%	0.37%	2.64%	7.31%	11.21%	4.11%	4.86%	9.48%	10.54%	2.26%	4.74%	5.93%	4.07%	9.63%	3.04%	4.89%	7.31%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	810	55	84	60	30	15	26	24	19	22	26	48	33	9	27	23	21	61	71	102	54					
		9.53%	11.29%	12.24%	15.46%	6.90%	5.62%	9.81%	10.96%	8.19%	10.05%	10.53%	11.37%	11.22%	3.38%	12.80%	17.04%	4.50%	9.79%	8.00%	12.47%	5.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	2	10	3	0	0	1	1	3	0	2	0	2	0	1	1	3	12	4	9	6					
		0.71%	0.41%	1.46%	0.77%	0.00%	0.00%	0.38%	0.46%	1.29%	0.00%	0.81%	0.00%	0.68%	0.00%	0.47%	0.74%	0.64%	1.93%	0.45%	1.10%	0.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1371	46	170	63	34	87	36	52	59	36	5	118	38	36	35	23	61	95	119	175	83					
		16.13%	9.45%	24.78%	16.24%	7.82%	32.58%	13.58%	23.74%	25.43%	16.44%	2.02%	27.96%	12.93%	13.53%	16.59%	17.04%	13.06%	15.25%	13.42%	21.39%	8.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	4	3	6	1	0	2	0	4	0	0	3	0	0	0	0	1	3	2	3	4					
		0.42%	0.82%	0.44%	1.55%	0.23%	0.00%	0.75%	0.00%	1.72%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.21%	0.48%	0.23%	0.37%	0.43%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5581	329	350	198	357	159	193	125	119	152	202	212	189	215	138	79	362	378	658	465	701					
		65.67%	67.56%	51.02%	51.03%	82.07%	59.55%	72.83%	57.08%	51.29%	69.41%	81.78%	50.24%	64.29%	80.83%	65.40%	58.52%	77.52%	60.67%	74.18%	56.85%	75.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10	1					
		0.34%	0.82%	0.58%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.23%	1.22%	0.11%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
