Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Малоархангельская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в списки избирателей"	9996	911	624	394	350	340	299	254	318	288	257	255	361	176	287	257	154	511	756	1278	1042	884					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10100	930	645	406	365	362	317	258	322	292	257	256	359	176	296	261	154	537	780	1237	1000	890					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6562	782	539	308	236	222	168	153	142	110	130	119	158	89	189	72	74	212	508	1002	702	647					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2327	117	35	56	114	58	110	97	127	147	103	104	173	82	96	168	77	242	161	96	98	66					
6	Число погашенных избирательных бюллетеней	1196	31	71	42	15	82	39	8	53	35	24	33	28	5	11	21	3	83	111	139	200	162					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2327	117	35	56	114	58	110	97	127	147	103	104	173	82	96	168	77	242	161	96	98	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6562	782	539	308	236	222	168	153	142	110	130	119	158	89	189	72	74	212	508	1002	702	647					
9	Число недействительных избирательных бюллетеней	188	20	16	20	0	6	0	6	16	0	1	3	3	0	1	0	1	5	5	64	6	15					
10	Число действительных избирательных бюллетеней	8701	879	558	344	350	274	278	244	253	257	232	220	328	171	284	240	150	449	664	1034	794	698					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	162	11	14	3	4	20	11	2	3	0	1	2	3	1	3	1	2	10	11	22	25	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	157	11	14	3	4	20	11	2	3	0	1	2	3	1	2	1	0	10	11	22	23	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	4	1	0	1	3	0	2	0	3	2	2	1	2	2	5	2	3	1	11	7	0					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	2	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	1	3	8	9	10					
