Выборы Президента Российской Федерации																																																																																							
Дата голосования: 02.03.2008																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Баймакская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
	Число участковых избирательных комиссий	80																																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	80																																																																																					
																																																																																							
		Сумма	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084					
1	"Число избирателей, включенных в списки избирателей"	37922	2576	662	1190	1700	1166	1095	2013	780	431	124	1016	171	358	107	388	711	312	387	76	104	178	387	217	117	630	207	130	589	375	223	557	710	640	325	630	246	113	257	272	230	297	978	988	256	284	349	224	217	495	291	356	850	473	320	182	131	741	106	452	222	119	1554	227	240	229	156	250	615	200	269	1511	129	156	211	168	147	331	349	85	364					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38570	2700	650	1200	1680	1200	1100	2100	770	440	130	1040	175	370	115	400	710	310	410	82	110	180	390	205	125	640	224	130	600	375	240	555	710	640	325	628	250	115	260	277	235	300	1000	1000	256	285	390	230	216	530	295	345	850	480	345	180	130	750	110	440	205	122	1580	230	240	240	160	260	620	200	270	1525	135	160	210	170	160	335	355	95	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	34877	2357	595	1088	1525	1079	843	1744	668	367	120	937	166	346	94	320	669	292	387	76	104	178	366	199	112	562	194	121	549	357	210	461	668	598	304	589	239	105	250	272	230	279	935	928	241	253	327	206	210	480	276	326	804	402	309	166	130	700	106	430	191	114	1446	205	230	226	156	226	592	188	201	1420	125	144	207	161	145	309	317	85	340					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1639	90	25	59	77	54	71	206	42	48	4	33	0	8	11	35	16	14	0	0	0	0	12	6	5	36	7	6	21	15	10	69	34	32	15	26	5	7	7	0	0	13	25	21	4	12	17	10	3	15	8	17	31	63	4	0	0	19	0	0	14	5	34	12	10	3	0	22	13	10	53	42	3	7	3	5	0	9	17	0	9					
6	Число погашенных избирательных бюллетеней	2054	253	30	53	78	67	186	150	60	25	6	70	9	16	10	45	25	4	23	6	6	2	12	0	8	42	23	3	30	3	20	25	8	10	6	13	6	3	3	5	5	8	40	51	11	20	46	14	3	35	11	2	15	15	32	14	0	31	4	10	0	3	100	13	0	11	4	12	15	2	16	63	7	9	0	4	15	17	21	10	21					
