Выборы Президента Российской Федерации																																																																																											
Дата голосования: 04.03.2012																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Баймакская																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	80																																																																																									
																																																																																											
		Сумма	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071									
1	Число избирателей, включенных в список избирателей	38967	2510	804	1185	1619	1209	1064	2185	768	443	141	1009	182	384	118	426	760	324	389	78	98	161	395	215	141	635	191	149	598	401	236	534	708	582	337	599	257	145	274	303	232	335	1019	1016	277	310	390	227	237	566	296	371	806	534	325	181	120	705	94	457	196	105	1840	234	255	253	158	253	619	194	278	1553	120	165	252	167	141	322	359	87	361									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	41760	2660	880	1350	1800	1300	1200	2400	820	440	145	1030	185	400	130	470	770	330	430	80	100	195	420	230	145	680	230	160	620	400	250	545	730	600	360	748	265	150	300	310	240	340	1178	1178	290	320	450	240	240	678	300	380	978	550	340	205	130	720	100	460	200	110	1860	230	260	300	170	260	670	220	300	1590	125	160	260	170	140	330	380	90	360									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	31819	2164	700	1004	1211	1045	749	1794	510	330	127	825	177	349	106	372	678	289	359	69	88	153	322	176	118	443	176	133	497	330	211	393	529	468	287	477	228	141	256	285	206	287	838	865	244	266	344	207	214	484	252	330	471	420	288	162	110	618	81	375	157	101	1153	193	205	210	141	202	490	160	240	1257	104	131	224	139	129	277	292	76	307									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3699	176	50	86	263	64	102	198	73	51	13	88	0	18	9	19	32	23	18	5	10	5	17	29	14	153	4	12	23	21	15	109	101	46	26	47	24	4	9	11	15	28	92	141	33	25	25	16	16	30	19	22	298	91	20	12	6	58	10	0	20	1	350	25	42	12	10	17	29	23	26	73	9	17	22	19	3	15	29	7	25									
6	Число погашенных избирательных бюллетеней	6242	320	130	260	326	191	349	408	237	59	5	117	8	33	15	79	60	18	53	6	2	37	81	25	13	84	50	15	100	49	24	43	100	86	47	224	13	5	35	14	19	25	248	172	13	29	81	17	10	164	29	28	209	39	32	31	14	44	9	85	23	8	357	12	13	78	19	41	151	37	34	260	12	12	14	12	8	38	59	7	28									
