Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
"Наименование Избирательной комиссии:    Хабаровск, Центральная"																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №410					
1	"Число избирателей, внесенных в список избирателей"	69290	2423	2699	2429	2492	2253	2919	2288	2805	2317	2349	2214	2983	2458	2052	2828	2521	78	2339	1906	2378	2783	2341	2534	2700	2274	1979	1925	2039	2291	1693					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65900	2150	2250	2300	2450	1950	2950	1900	2800	2150	2300	1850	2750	2100	1750	2450	2400	200	2350	2000	2350	2700	2300	2500	2300	1950	1950	1650	2000	2250	2900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38490	1077	887	1174	1407	1397	1619	1210	1477	1436	1313	1243	1671	1187	1004	1411	1594	78	1354	1450	1317	1389	1317	1484	1536	1148	997	1264	1010	1346	1693					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1286	47	23	62	21	36	39	78	40	38	69	44	24	48	39	29	75	0	54	36	49	65	47	25	13	35	53	20	150	27	0					
6	Число погашенных избирательных бюллетеней	26124	1026	1340	1064	1022	517	1292	612	1283	676	918	563	1055	865	707	1010	731	122	942	514	984	1246	936	991	751	767	900	366	840	877	1207					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1286	47	23	62	21	36	39	78	40	38	69	44	24	48	39	29	75	0	54	36	49	65	47	25	13	35	53	20	150	27	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38445	1077	887	1174	1406	1397	1619	1207	1477	1436	1313	1243	1671	1187	1004	1409	1594	78	1354	1449	1317	1388	1316	1484	1532	1147	996	1263	1009	1319	1692					
9	Число недействительных избирательных бюллетеней	470	11	10	11	19	22	10	14	12	18	16	16	17	13	12	19	22	0	19	23	20	9	27	13	24	13	9	23	7	17	24					
10	Число действительных избирательных бюллетеней	39261	1113	900	1225	1408	1411	1648	1271	1505	1456	1366	1271	1678	1222	1031	1419	1647	78	1389	1462	1346	1444	1336	1496	1521	1169	1040	1260	1152	1329	1668					
