Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Вознесенская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520					
1	"Число избирателей, внесенных в списки избирателей"	14269	1572	1626	1331	1023	420	652	339	144	232	299	162	450	786	245	198	765	813	123	166	584	1351	514	474					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14280	1532	1659	1329	1004	422	653	339	139	235	318	149	470	790	243	182	737	850	124	170	589	1348	521	477					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8436	797	848	708	544	364	384	211	95	119	218	110	295	472	171	109	570	480	66	91	453	674	279	378					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1618	95	36	79	36	23	107	32	20	52	47	38	105	158	45	67	75	143	39	37	46	174	114	50					
6	Число погашенных избирательных бюллетеней	4226	640	775	542	424	35	162	96	24	64	53	1	70	160	27	6	92	227	19	42	90	500	128	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1618	95	36	79	36	23	107	32	20	52	47	38	105	158	45	67	75	143	39	37	46	174	114	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8436	797	848	708	544	364	384	211	95	119	218	110	295	472	171	109	570	480	66	91	453	674	279	378					
9	Число недействительных избирательных бюллетеней	103	7	7	35	4	6	1	1	1	1	3	0	0	4	1	1	8	9	0	2	2	5	0	5					
10	Число действительных избирательных бюллетеней	9951	885	877	752	576	381	490	242	114	170	262	148	400	626	215	175	637	614	105	126	497	843	393	423					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	494	35	50	35	20	15	15	15	15	15	15	15	15	30	15	15	30	30	15	15	15	35	19	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	234	26	39	27	11	10	7	2	0	2	14	8	11	7	0	0	1	20	1	6	11	7	19	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	10	11	10	5	6	2	1	1	2	3	1	2	3	3	3	1	3	1	3	3	3	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	260	9	11	8	9	5	8	13	15	13	1	7	4	23	15	15	29	10	14	9	4	28	0	10					
