Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Торопецкая																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318					
1	"Число избирателей, внесенных в списки"	19320	793	704	738	791	748	812	405	785	778	871	861	803	908	383	754	321	505	379	210	197	499	339	169	158	159	263	104	405	155	703	163	256	290	92	451	81	102	709	559	94	239	392	192					
2	"Число бюллетеней, полученных участковыми комиссиями"	18638	760	690	700	750	750	750	350	750	750	800	800	800	900	350	750	300	450	350	210	193	490	310	165	160	159	250	104	400	155	700	165	250	290	97	450	84	104	700	550	92	230	390	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10139	433	346	422	448	390	449	296	458	454	564	494	334	507	203	401	164	362	91	104	70	202	138	96	64	96	153	55	206	49	411	77	94	125	55	206	47	76	276	205	50	125	228	115					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2776	57	47	17	25	31	39	13	40	24	33	13	54	24	37	35	97	18	143	77	78	150	138	56	53	57	63	42	129	75	54	48	133	107	16	132	22	16	214	231	24	23	39	52					
6	Число погашенных бюллетеней	5723	270	297	261	277	329	262	41	252	272	203	293	412	369	110	314	39	70	116	29	45	138	34	13	43	6	34	7	65	31	235	40	23	58	26	112	15	12	210	114	18	82	123	23					
7	Число бюллетеней в переносных ящиках для голосования	2776	57	47	17	25	31	39	13	40	24	33	13	54	24	37	35	97	18	143	77	78	150	138	56	53	57	63	42	129	75	54	48	133	107	16	132	22	16	214	231	24	23	39	52					
8	Число бюллетеней в стационарных ящиках для голосования	10136	433	346	422	447	390	447	296	458	454	564	494	334	507	203	401	164	362	91	104	70	202	138	96	64	96	153	55	206	49	411	77	94	125	55	206	47	76	276	205	50	125	228	115					
9	Число недействительных бюллетеней	200	12	8	3	10	8	8	6	15	6	8	20	6	10	1	5	8	7	0	2	0	3	2	0	0	0	2	0	2	0	7	0	1	2	0	10	1	2	15	2	0	2	6	0					
10	Число действительных бюллетеней	12712	478	385	436	462	413	478	303	483	472	589	487	382	521	239	431	253	373	234	179	148	349	274	152	117	153	214	97	333	124	458	125	226	230	71	328	68	90	475	434	74	146	261	167					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	396	24	18	18	18	18	18	6	18	18	18	18	18	18	5	18	5	6	6	5	4	6	5	3	3	4	5	3	8	3	10	4	5	6	3	8	3	3	10	10	3	5	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	86	7	7	4	5	5	3	4	1	4	4	4	7	5	1	2	3	2	2	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	2	0	1	2	2					
