Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Лакская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130					
1	"Число избирателей, внесенных в списки"	6489	257	200	132	230	80	263	264	489	33	91	40	125	106	35	67	173	325	320	270	106	166	122	97	120	57	151	30	1250	85	179	116	259	84	94	73					
2	"Число бюллетеней, полученных участковыми комиссиями"	6487	257	200	132	230	80	263	264	489	33	91	40	125	106	35	67	173	325	320	270	106	166	122	97	120	57	151	30	1250	85	179	116	259	82	94	73					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5583	208	195	85	166	58	230	244	469	33	58	35	106	30	35	63	159	300	281	229	90	160	105	70	93	35	128	27	1135	84	147	103	209	74	71	68					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	330	0	0	35	50	22	13	0	0	0	30	0	0	45	0	2	0	0	0	0	10	0	13	16	20	0	12	0	15	0	32	0	0	0	15	0					
6	Число погашенных бюллетеней	574	49	5	12	14	0	20	20	20	0	3	5	19	31	0	2	14	25	39	41	6	6	4	11	7	22	11	3	100	1	0	13	50	8	8	5					
7	Число бюллетеней в переносных ящиках для голосования	330	0	0	35	50	22	13	0	0	0	30	0	0	45	0	2	0	0	0	0	10	0	13	16	20	0	12	0	15	0	32	0	0	0	15	0					
8	Число бюллетеней в стационарных ящиках для голосования	5583	208	195	85	166	58	230	244	469	33	58	35	106	30	35	63	159	300	281	229	90	160	105	70	93	35	128	27	1135	84	147	103	209	74	71	68					
9	Число недействительных бюллетеней	47	2	0	0	0	0	1	13	0	0	0	0	0	3	0	1	0	1	2	2	0	0	4	0	0	0	0	1	17	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	5866	206	195	120	216	80	242	231	469	33	88	35	106	72	35	64	159	299	279	227	100	160	114	86	113	35	140	26	1133	84	179	103	209	74	86	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	3	3	3	5	5	3	3	3	2	3	2	3	1	2	5	3	5	3	5	3	2	3	2	2	3	3	2	5	2	3	3	1	1	1	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	98	3	3	3	5	5	3	3	3	2	3	2	3	1	2	5	3	5	3	5	3	2	3	2	2	3	3	1	5	2	3	3	1	1	1	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	108	0	6	9	4	1	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	1	0	0	39	0	10	7	2	0	3	0					
		1.82%	0.0%	3.07%	7.5%	1.85%	1.25%	6.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.30%	0.0%	2.85%	0.0%	0.0%	3.39%	0.0%	5.58%	6.79%	0.95%	0.0%	3.48%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
