Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Мезенская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562					
1	"Число избирателей, внесенных в список"	9298	2212	677	1568	913	124	77	69	364	103	193	99	73	100	185	127	335	107	79	178	202	82	548	240	388	88	123	44					
2	Число полученных избирательных бюллетеней	9467	2108	699	1574	940	121	84	68	368	102	201	87	75	110	186	128	360	111	92	175	224	89	553	276	386	102	196	52					
3	"Число избирательных бюллетеней, выданных  досрочно"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	2	15	0	9	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5521	1127	372	849	528	73	55	55	223	81	122	78	59	55	136	89	244	95	70	101	148	62	303	156	230	62	114	34					
5	"Число избирательных бюллетеней, выданных вне помещения"	520	66	28	62	58	14	4	10	11	6	32	6	7	43	18	9	10	2	3	34	15	2	39	21	12	8	0	0					
6	Число погашенных избирательных бюллетеней	3391	915	299	663	354	34	25	3	134	15	47	3	9	12	32	30	103	14	19	40	61	25	205	97	129	32	73	18					
7	Число избирательных бюллетеней в переносных ящиках	555	66	28	62	58	14	4	10	11	6	32	6	7	43	18	9	13	2	3	34	15	2	45	23	27	8	9	0					
8	Число бюллетеней в стационарных ящиках для голосования	5521	1127	372	849	528	73	55	55	223	81	122	78	59	55	136	89	244	95	70	101	148	62	303	156	230	62	114	34					
9	Число недействительных избирательных бюллетеней	38	5	2	10	4	0	1	1	2	0	0	0	0	0	0	0	3	1	0	0	0	1	5	0	2	0	1	0					
10	Число действительных избирательных бюллетеней	6038	1188	398	901	582	87	58	64	232	87	154	84	66	98	154	98	254	96	73	135	163	63	343	179	255	70	122	34					
11	Число полученных открепительных  удостоверений	290	45	10	40	30	5	4	3	10	5	10	5	3	10	10	10	20	5	5	5	10	5	15	10	10	0	5	0					
12	Число выданных открепительных удостоверений	81	9	6	9	5	2	0	1	5	2	3	1	1	10	3	0	4	0	0	1	3	1	5	3	4	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	22	6	3	2	1	1	0	0	0	1	3	0	0	1	0	8	0	0	0	15	1	0	1	0	0	0	1					
14	Число неиспользованных открепительных удостоверений	209	36	4	31	25	3	4	2	5	3	7	4	2	0	7	10	16	5	5	4	7	4	10	7	6	0	2	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	135	26	7	21	19	5	4	3	2	0	4	2	4	3	2	1	3	0	0	1	4	0	14	4	2	2	2	0					
		2.22%	2.18%	1.75%	2.31%	3.24%	5.75%	6.78%	4.62%	0.85%	0.00%	2.60%	2.38%	6.06%	3.06%	1.30%	1.02%	1.17%	0.00%	0.00%	0.74%	2.45%	0.00%	4.02%	2.23%	0.78%	2.86%	1.63%	0.00%					
19	. Малышкин Олег Александрович	103	16	5	23	12	2	0	0	5	0	4	0	1	0	1	0	5	4	1	3	2	0	7	6	2	1	0	3					
		1.70%	1.34%	1.25%	2.52%	2.05%	2.30%	0.00%	0.00%	2.14%	0.00%	2.60%	0.00%	1.52%	0.00%	0.65%	0.00%	1.95%	4.12%	1.37%	2.22%	1.23%	0.00%	2.01%	3.35%	0.78%	1.43%	0.00%	8.82%					
20	. Миронов Сергей Михайлович	47	6	3	10	3	0	3	0	0	1	1	1	0	0	2	2	2	3	0	2	2	0	0	2	4	0	0	0					
		0.77%	0.50%	0.75%	1.10%	0.51%	0.00%	5.08%	0.00%	0.00%	1.15%	0.65%	1.19%	0.00%	0.00%	1.30%	2.04%	0.78%	3.09%	0.00%	1.48%	1.23%	0.00%	0.00%	1.12%	1.56%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	4537	880	317	696	441	57	42	44	192	72	108	67	49	74	116	75	179	63	43	116	109	52	253	96	203	59	108	26					
		74.67%	73.76%	79.25%	76.40%	75.26%	65.52%	71.19%	67.69%	82.05%	82.76%	70.13%	79.76%	74.24%	75.51%	75.32%	76.53%	69.65%	64.95%	58.90%	85.93%	66.87%	81.25%	72.70%	53.63%	78.99%	84.29%	87.80%	76.47%					
22	. Хакамада Ирина Муцуовна	106	31	8	19	12	0	0	1	3	2	2	0	0	2	2	2	1	0	3	1	2	1	4	2	4	0	4	0					
		1.74%	2.60%	2.00%	2.09%	2.05%	0.00%	0.00%	1.54%	1.28%	2.30%	1.30%	0.00%	0.00%	2.04%	1.30%	2.04%	0.39%	0.00%	4.11%	0.74%	1.23%	1.56%	1.15%	1.12%	1.56%	0.00%	3.25%	0.00%					
23	. Харитонов Николай Михайлович	1000	192	46	120	84	23	7	16	26	11	34	14	12	18	28	15	58	25	25	10	40	10	62	67	38	8	7	4					
		16.46%	16.09%	11.50%	13.17%	14.33%	26.44%	11.86%	24.62%	11.11%	12.64%	22.08%	16.67%	18.18%	18.37%	18.18%	15.31%	22.57%	25.77%	34.25%	7.41%	24.54%	15.62%	17.82%	37.43%	14.79%	11.43%	5.69%	11.76%					
																																		
24	Против всех	110	37	12	12	11	0	2	0	4	1	1	0	0	1	3	3	6	1	1	2	4	0	3	2	2	0	1	1					
		1.81%	3.10%	3.00%	1.32%	1.88%	0.00%	3.39%	0.00%	1.71%	1.15%	0.65%	0.00%	0.00%	1.02%	1.95%	3.06%	2.33%	1.03%	1.37%	1.48%	2.45%	0.00%	0.86%	1.12%	0.78%	0.00%	0.81%	2.94%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
