Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Чойская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219					
1	"Число избирателей, внесенных в список избирателей"	6271	244	676	832	115	95	272	584	348	526	143	256	518	458	209	535	460					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6486	249	725	769	119	91	264	625	376	560	155	272	513	473	210	597	488					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4209	178	479	617	98	69	196	300	248	316	98	191	364	303	147	298	307					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	539	22	59	66	11	19	8	45	8	45	16	17	51	59	35	49	29					
6	Число погашенных избирательных бюллетеней	1738	49	187	86	10	3	60	280	120	199	41	64	98	111	28	250	152					
7	Число избирательных бюллетеней в переносных ящиках для голосования	539	22	59	66	11	19	8	45	8	45	16	17	51	59	35	49	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4209	178	479	617	98	69	196	300	248	316	98	191	364	303	147	298	307					
9	Число недействительных избирательных бюллетеней	79	2	7	12	0	2	1	9	6	2	2	2	9	8	2	7	8					
10	Число действительных избирательных бюллетеней	4669	198	531	671	109	86	203	336	250	359	112	206	406	354	180	340	328					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	165	3	15	30	10	3	20	9	5	12	3	8	8	17	3	9	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	142	2	15	24	9	3	20	7	5	9	3	8	8	17	3	1	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	177	2	0	74	2	3	2	4	1	5	1	3	33	37	2	8	0					
14	Число погашенных неиспользованных открепительных удостоверений	23	1	0	6	1	0	0	2	0	3	0	0	0	0	0	8	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	414	18	49	60	10	10	13	40	27	15	12	15	37	37	12	37	22					
		8.72%	9.00%	9.11%	8.78%	9.17%	11.36%	6.37%	11.59%	10.55%	4.16%	10.53%	7.21%	8.92%	10.22%	6.59%	10.66%	6.55%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	672	28	83	79	17	8	26	61	25	48	8	26	84	65	26	54	34					
		14.15%	14.00%	15.43%	11.57%	15.60%	9.09%	12.75%	17.68%	9.77%	13.30%	7.02%	12.50%	20.24%	17.96%	14.29%	15.56%	10.12%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	0	3	1	1	1	3	1	4	0	0	10	2	2	4	1					
		0.72%	0.50%	0.00%	0.44%	0.92%	1.14%	0.49%	0.87%	0.39%	1.11%	0.00%	0.00%	2.41%	0.55%	1.10%	1.15%	0.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1028	30	80	115	2	15	13	110	64	92	37	46	99	74	45	112	94					
		21.65%	15.00%	14.87%	16.84%	1.83%	17.05%	6.37%	31.88%	25.00%	25.48%	32.46%	22.12%	23.86%	20.44%	24.73%	32.28%	27.98%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	7	10	0	0	1	4	4	1	0	0	2	3	0	4	4					
		0.86%	0.50%	1.30%	1.46%	0.00%	0.00%	0.49%	1.16%	1.56%	0.28%	0.00%	0.00%	0.48%	0.83%	0.00%	1.15%	1.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2462	119	311	401	78	52	149	117	125	199	55	119	171	172	94	127	173					
		51.85%	59.50%	57.81%	58.71%	71.56%	59.09%	73.04%	33.91%	48.83%	55.12%	48.25%	57.21%	41.20%	47.51%	51.65%	36.60%	51.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	1	1	3	1	0	0	1	4	0	0	0	3	1	1	2	0					
		0.38%	0.50%	0.19%	0.44%	0.92%	0.00%	0.00%	0.29%	1.56%	0.00%	0.00%	0.00%	0.72%	0.28%	0.55%	0.58%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
