Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Молчановский район																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №749	УИК №750					
1	"Число избирателей, внесенных в список"	11190	414	785	841	838	752	70	130	294	125	42	186	44	644	90	372	630	511	756	898	176	501	79	587	385	591	449					
2	Число полученных избирательных бюллетеней	10500	400	760	760	750	650	70	138	280	130	45	186	46	580	93	340	560	450	720	850	180	560	80	570	350	550	402					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7500	250	548	532	538	462	63	96	243	105	40	137	37	452	61	274	425	306	494	520	114	322	63	379	257	447	335					
5	"Число избирательных бюллетеней, выданных вне помещения"	1354	57	67	72	112	111	0	13	32	19	2	34	4	75	16	37	102	56	73	60	39	108	16	127	29	33	60					
6	Число погашенных избирательных бюллетеней	1646	93	145	156	100	77	7	29	5	6	3	15	5	53	16	29	33	88	153	270	27	130	1	64	64	70	7					
7	Число избирательных бюллетеней в переносных ящиках	1354	57	67	72	112	111	0	13	32	19	2	34	4	75	16	37	102	56	73	60	39	108	16	127	29	33	60					
8	Число бюллетеней в стационарных ящиках для голосования	7500	250	548	532	538	462	63	96	243	105	40	137	37	452	61	274	425	306	494	520	114	322	63	379	257	447	335					
9	Число недействительных избирательных бюллетеней	78	2	2	11	5	3	0	2	2	0	1	2	0	1	0	3	6	3	7	11	0	5	2	2	3	3	2					
10	Число действительных избирательных бюллетеней	8776	305	613	593	645	570	63	107	273	124	41	169	41	526	77	308	521	359	560	569	153	425	77	504	283	477	393					
11	Число полученных открепительных  удостоверений	340	12	35	22	23	29	7	7	7	12	7	7	7	10	7	7	15	12	15	15	10	10	10	15	12	12	15					
12	Число выданных открепительных удостоверений	209	5	33	19	17	19	0	6	7	7	5	0	5	2	1	2	11	6	10	7	9	10	1	15	4	4	4					
