Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Ивантеевская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713					
1	"Число избирателей, внесенных в списки избирателей"	12252	488	958	263	932	367	697	1792	1290	2052	167	732	522	519	379	450	644					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12140	480	1020	240	920	360	720	1760	1250	2020	150	740	520	510	370	440	640					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7996	298	489	230	628	311	442	1113	988	1210	130	446	323	411	313	387	277					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1077	109	234	7	107	4	57	50	55	93	6	59	70	28	23	21	154					
6	Число погашенных избирательных бюллетеней	3067	73	297	3	185	45	221	597	207	717	14	235	127	71	34	32	209					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1076	109	234	7	107	4	57	50	55	93	6	58	70	28	23	21	154					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7990	298	489	230	622	311	442	1113	988	1210	130	446	323	411	313	387	277					
9	Число недействительных избирательных бюллетеней	124	2	11	4	0	3	4	18	31	7	2	13	5	1	8	0	15					
10	Число действительных избирательных бюллетеней	8942	405	712	233	729	312	495	1145	1012	1296	134	491	388	438	328	408	416					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	384	17	57	5	30	15	51	46	26	58	3	20	20	10	10	6	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	307	17	57	2	14	3	49	39	22	53	2	20	13	3	2	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	2	7	3	5	1	9	9	17	7	3	4	2	4	4	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	77	0	0	3	16	12	2	7	4	5	1	0	7	7	8	1	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	1	4	1	3	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	175	1	8	2	13	4	15	29	13	31	4	20	1	7	7	2	18					
		1.93%	0.25%	1.11%	0.84%	1.78%	1.27%	3.01%	2.49%	1.25%	2.38%	2.94%	3.97%	0.25%	1.59%	2.08%	0.49%	4.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	1	0	0	0	1	3	6	3	0	3	0	0	0	0	1					
		0.20%	0.00%	0.14%	0.00%	0.00%	0.00%	0.20%	0.26%	0.58%	0.23%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.23%					
20	3.Политическая партия «Демократическая партия России»	5	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2					
		0.06%	0.00%	0.14%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.46%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	680	7	51	1	42	25	40	107	60	114	9	55	51	20	18	5	75					
		7.50%	1.72%	7.05%	0.42%	5.76%	7.94%	8.02%	9.20%	5.75%	8.75%	6.62%	10.91%	12.98%	4.56%	5.36%	1.23%	17.40%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	1	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0					
		0.09%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.10%	0.15%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	2	2	0	1	0	0	1	2	2	0	1	0	0	0	0	1					
		0.13%	0.49%	0.28%	0.00%	0.14%	0.00%	0.00%	0.09%	0.19%	0.15%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	406	12	26	5	33	25	16	83	42	72	5	22	12	24	7	2	20					
		4.48%	2.95%	3.60%	2.11%	4.53%	7.94%	3.21%	7.14%	4.03%	5.53%	3.68%	4.37%	3.05%	5.47%	2.08%	0.49%	4.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	572	15	40	10	31	10	31	94	61	103	8	72	4	20	4	43	26					
		6.31%	3.69%	5.53%	4.22%	4.25%	3.17%	6.21%	8.08%	5.85%	7.90%	5.88%	14.29%	1.02%	4.56%	1.19%	10.54%	6.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	40	1	3	1	2	1	1	5	13	6	1	1	1	0	0	1	3					
		0.44%	0.25%	0.41%	0.42%	0.27%	0.32%	0.20%	0.43%	1.25%	0.46%	0.74%	0.20%	0.25%	0.00%	0.00%	0.25%	0.70%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7002	364	577	214	603	247	390	817	811	959	106	316	317	367	292	354	268					
		77.23%	89.43%	79.81%	90.30%	82.72%	78.41%	78.16%	70.25%	77.76%	73.60%	77.94%	62.70%	80.66%	83.60%	86.90%	86.76%	62.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	2	3	0	3	0	1	3	3	4	0	0	2	0	0	1	2					
		0.26%	0.49%	0.41%	0.00%	0.41%	0.00%	0.20%	0.26%	0.29%	0.31%	0.00%	0.00%	0.51%	0.00%	0.00%	0.25%	0.46%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
