Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Тихорецкая городская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215	УИК №5216	УИК №5217	УИК №5218	УИК №5219	УИК №5220	УИК №5221	УИК №5222	УИК №5223	УИК №5224	УИК №5225	УИК №5226	УИК №5227	УИК №5228	УИК №5229	УИК №5230	УИК №5231	УИК №5232	УИК №5233	УИК №5234	УИК №5235					
1	"Число избирателей, внесенных в список избирателей"	49877	1922	1681	1308	2100	2055	2181	2104	2237	1314	1564	1259	1893	2204	1501	1131	2078	1569	1682	1443	1574	1342	1283	2184	771	1258	337	877	1578	347	525	567	863	1539	1098	508					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50427	1937	1604	1334	2132	2144	2215	2177	2234	1307	1780	1269	1939	2306	1537	1254	2040	1618	1810	1464	1583	1317	1293	2100	786	1335	345	879	1472	337	523	575	838	1368	1123	452					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	41699	1678	1239	1095	2016	1326	2131	2030	1984	1137	1150	852	1483	1750	961	809	1578	1453	1434	1395	1418	1271	1233	1912	732	1003	276	655	1229	240	454	441	736	1298	1054	246					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4032	107	79	46	63	259	41	34	59	157	407	191	216	176	410	179	270	69	119	42	72	43	50	46	39	66	49	76	68	86	63	115	48	37	44	206					
6	Число погашенных избирательных бюллетеней	4696	152	286	193	53	559	43	113	191	13	223	226	240	380	166	266	192	96	257	27	93	3	10	142	15	266	20	148	175	11	6	19	54	33	25	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4032	107	79	46	63	259	41	34	59	157	407	191	216	176	410	179	270	69	119	42	72	43	50	46	39	66	49	76	68	86	63	115	48	37	44	206					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41615	1678	1239	1095	2016	1326	2090	2030	1984	1137	1150	852	1483	1750	961	809	1578	1453	1434	1395	1418	1271	1233	1912	693	1003	276	655	1229	240	454	441	736	1294	1054	246					
9	Число недействительных избирательных бюллетеней	417	137	11	9	16	4	12	19	14	4	11	9	5	6	4	8	14	13	0	14	3	6	0	22	19	15	7	2	11	4	0	0	7	11	0	0					
10	Число действительных избирательных бюллетеней	45230	1648	1307	1132	2063	1581	2119	2045	2029	1290	1546	1034	1694	1920	1367	980	1834	1509	1553	1423	1487	1308	1283	1936	713	1054	318	729	1286	322	517	556	777	1320	1098	452					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	594	28	12	11	34	33	29	33	18	8	17	37	15	22	15	43	19	8	24	10	19	10	16	17	7	13	5	13	7	8	6	13	10	16	18	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	594	28	12	11	34	33	29	33	18	8	17	37	15	22	15	43	19	8	24	10	19	10	16	17	7	13	5	13	7	8	6	13	10	16	18	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	676	24	3	46	23	19	22	8	13	14	81	49	24	11	27	39	31	24	1	17	10	13	22	19	16	13	7	15	17	9	6	10	16	10	11	6					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	506	12	13	13	19	21	36	15	18	13	12	12	21	20	12	9	16	16	29	7	12	13	21	36	12	19	1	10	21	5	7	4	2	21	8	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1194	39	19	3	46	0	65	34	11	27	71	116	8	136	33	103	35	0	11	69	0	20	10	41	40	29	1	30	15	23	10	36	85	11	3	14					
		2.62%	2.18%	1.44%	0.26%	2.21%	0.00%	3.05%	1.65%	0.54%	2.09%	4.56%	11.12%	0.47%	7.06%	2.41%	10.43%	1.89%	0.00%	0.71%	4.80%	0.00%	1.52%	0.78%	2.09%	5.46%	2.71%	0.31%	4.10%	1.16%	7.06%	1.93%	6.47%	10.84%	0.83%	0.27%	3.10%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3391	206	138	42	102	3	96	143	40	64	58	122	34	124	101	114	89	186	147	164	165	138	101	139	113	117	32	37	32	11	55	65	84	169	112	48					
		7.43%	11.54%	10.47%	3.68%	4.91%	0.19%	4.50%	6.93%	1.96%	4.95%	3.73%	11.70%	2.00%	6.44%	7.37%	11.54%	4.82%	12.22%	9.47%	11.41%	11.07%	10.50%	7.87%	7.10%	15.44%	10.94%	9.85%	5.06%	2.47%	3.37%	10.64%	11.69%	10.71%	12.70%	10.20%	10.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	218	12	4	7	6	0	7	12	10	8	7	10	5	0	3	15	5	0	2	9	0	12	4	30	11	3	2	0	10	6	0	0	7	9	2	0					
		0.48%	0.67%	0.30%	0.61%	0.29%	0.00%	0.33%	0.58%	0.49%	0.62%	0.45%	0.96%	0.29%	0.00%	0.22%	1.52%	0.27%	0.00%	0.13%	0.63%	0.00%	0.91%	0.31%	1.53%	1.50%	0.28%	0.62%	0.00%	0.77%	1.84%	0.00%	0.00%	0.89%	0.68%	0.18%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6713	237	245	54	127	490	231	204	308	161	215	203	102	225	138	213	381	190	301	162	273	222	201	363	45	157	60	126	258	39	113	74	139	208	168	80					
		14.71%	13.28%	18.59%	4.73%	6.11%	30.91%	10.84%	9.88%	15.08%	12.44%	13.81%	19.46%	6.00%	11.68%	10.07%	21.56%	20.62%	12.48%	19.38%	11.27%	18.32%	16.89%	15.67%	18.54%	6.15%	14.69%	18.46%	17.24%	19.89%	11.96%	21.86%	13.31%	17.73%	15.63%	15.30%	17.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	879	34	2	17	45	0	166	3	17	15	13	30	170	2	5	22	12	51	19	24	0	15	4	26	13	0	1	23	28	7	0	0	13	8	85	9					
		1.93%	1.90%	0.15%	1.49%	2.16%	0.00%	7.79%	0.15%	0.83%	1.16%	0.83%	2.88%	10.01%	0.10%	0.36%	2.23%	0.65%	3.35%	1.22%	1.67%	0.00%	1.14%	0.31%	1.33%	1.78%	0.00%	0.31%	3.15%	2.16%	2.15%	0.00%	0.00%	1.66%	0.60%	7.74%	1.99%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	32685	1112	894	1007	1724	1088	1524	1639	1633	1008	1180	549	1365	1433	1082	512	1312	1082	1072	992	1049	894	963	1327	488	748	222	513	933	235	339	381	448	909	727	301					
		71.60%	62.30%	67.83%	88.26%	82.92%	68.64%	71.52%	79.41%	79.93%	77.90%	75.79%	52.64%	80.34%	74.40%	78.92%	51.82%	70.99%	71.09%	69.03%	69.03%	70.40%	68.04%	75.06%	67.77%	66.67%	69.97%	68.31%	70.18%	71.94%	72.09%	65.57%	68.53%	57.14%	68.29%	66.21%	66.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	150	8	5	2	13	0	30	10	10	7	2	4	10	0	5	1	0	0	1	3	0	7	0	10	3	0	0	0	10	1	0	0	1	6	1	0					
		0.33%	0.45%	0.38%	0.18%	0.63%	0.00%	1.41%	0.48%	0.49%	0.54%	0.13%	0.38%	0.59%	0.00%	0.36%	0.10%	0.00%	0.00%	0.06%	0.21%	0.00%	0.53%	0.00%	0.51%	0.41%	0.00%	0.00%	0.00%	0.77%	0.31%	0.00%	0.00%	0.13%	0.45%	0.09%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
