Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Гайская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416					
1	"Число избирателей, внесенных в списки"	8321	888	369	107	79	230	723	310	179	559	225	100	355	226	240	160	134	128	138	253	158	401	525	428	231	89	280	327	165	314					
2	"Число бюллетеней, полученных участковыми комиссиями"	8621	890	370	115	90	235	730	310	186	560	235	105	345	215	260	155	135	130	145	260	165	420	530	585	215	130	265	345	170	325					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5349	483	188	61	63	125	388	208	81	334	219	67	235	201	187	123	83	89	77	167	112	254	285	419	157	89	154	210	119	171					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	118	21	0	0	0	0	16	0	11	9	0	6	1	0	0	0	10	0	0	0	0	20	6	9	0	0	0	0	0	9					
6	Число погашенных бюллетеней	3154	386	182	54	27	110	326	102	94	217	16	32	109	14	73	32	42	41	68	93	53	146	239	157	58	41	111	135	51	145					
7	Число бюллетеней в переносных ящиках для голосования	118	21	0	0	0	0	16	0	11	9	0	6	1	0	0	0	10	0	0	0	0	20	6	9	0	0	0	0	0	9					
8	Число бюллетеней в стационарных ящиках для голосования	5346	483	188	61	63	125	388	208	81	334	219	67	235	201	187	123	83	89	77	166	112	254	285	419	157	87	154	210	119	171					
9	Число недействительных бюллетеней	127	6	8	1	0	4	11	8	0	3	1	1	9	6	12	2	2	1	3	6	1	4	6	5	3	1	4	0	9	10					
10	Число действительных бюллетеней	5337	498	180	60	63	121	393	200	92	340	218	72	227	195	175	121	91	88	74	160	111	270	285	423	154	86	150	210	110	170					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	120	8	5	3	2	4	7	6	3	7	3	2	5	4	4	3	3	3	3	5	3	5	4	5	3	3	4	5	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	12	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	2	1	0	0	0	0	8	0	5	0	1	3	0	1	0	2	0	0	2	0	0	1	0	0	1	0	0	0	1					
14	Число погашенных открепительных удостоверений	108	8	5	3	2	4	7	6	2	6	3	2	3	4	4	3	3	3	3	5	3	0	2	4	3	3	4	5	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	114	10	11	2	0	1	9	4	3	7	0	2	1	4	6	3	4	0	0	3	3	2	6	7	2	4	6	3	6	5					
