Выборы Президента Российской Федерации																																																																	
Дата голосования: 18.03.2018																																																																	
																																																																	
"Наименование Избирательной комиссии:    Нижний Тагил, Ленинская"																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																															
																																																																	
		Сумма	УИК №648	УИК №654	УИК №667	УИК №691	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237									
1	"Число избирателей, включенных в список избирателей"	85898	530	1138	74	182	1834	1508	1158	1295	1396	1547	1323	2286	1779	1731	1756	1932	1595	1546	1824	1751	1984	2154	1647	1638	2083	1311	1453	2325	2328	2322	2149	2022	1974	1712	2282	2240	2043	2039	1674	2435	968	533	1784	1539	1449	2236	2021	786	637	1843	1856	1524	441	281									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	80870	500	1100	70	150	1700	1400	1100	1200	1300	1500	1100	2000	1700	1600	1700	1900	1500	1500	1700	1600	1900	2000	1500	1600	2000	1300	1300	2200	2200	2100	2000	1900	1900	1600	2200	2100	2000	2000	1600	2300	900	500	1700	1400	1400	2100	1900	700	550	1700	1800	1500	450	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	51664	233	647	46	104	1122	964	644	820	899	998	774	1368	1110	1025	1169	1256	1000	952	1067	1060	1221	1352	827	963	1160	777	933	1374	1393	1389	1386	1231	1230	1127	1403	1313	1190	1322	1018	1286	452	284	955	772	901	1281	1209	475	416	1152	1215	923	400	76									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2011	67	65	15	25	42	29	20	25	16	29	177	44	41	23	48	26	28	38	41	23	23	28	135	45	26	23	12	34	38	126	32	56	34	25	26	31	32	24	28	45	39	3	25	28	13	16	15	33	37	32	30	51	41	3									
6	Число погашенных избирательных бюллетеней	27119	200	388	9	21	536	407	436	355	385	473	149	588	549	552	483	618	472	510	592	517	656	620	538	592	814	500	355	792	769	585	582	613	636	448	771	756	778	654	554	969	409	213	720	600	486	803	676	192	97	516	555	526	9	95									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2087	67	65	15	25	42	29	20	25	16	29	177	44	41	23	48	26	28	38	41	23	23	28	135	45	26	23	12	34	38	126	32	56	34	25	26	31	32	24	28	45	39	3	25	28	13	16	15	33	37	32	30	51	41	79									
8	Число бюллетеней в стационарных ящиках для голосования	51656	233	647	46	104	1122	964	644	820	899	998	773	1368	1109	1025	1169	1256	1000	952	1067	1060	1220	1351	827	963	1160	777	932	1374	1393	1389	1386	1231	1230	1127	1403	1312	1190	1322	1018	1286	452	284	955	772	901	1281	1209	475	416	1151	1215	922	400	76									
9	Число недействительных избирательных бюллетеней	778	2	14	0	1	14	8	6	11	10	13	41	16	15	13	14	17	17	10	14	13	21	32	14	12	17	14	19	10	18	25	19	16	15	16	22	31	20	17	17	21	9	7	17	11	4	11	20	10	5	17	18	15	6	3									
10	Число действительных избирательных бюллетеней	52965	298	698	61	128	1150	985	658	834	905	1014	909	1396	1135	1035	1203	1265	1011	980	1094	1070	1222	1347	948	996	1169	786	925	1398	1413	1490	1399	1271	1249	1136	1407	1312	1202	1329	1029	1310	482	280	963	789	910	1286	1204	498	448	1166	1227	958	435	152									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
