Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Куйбышевская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572					
1	"Число избирателей, внесенных в список"	14532	205	252	717	223	846	321	258	652	417	348	382	948	115	577	324	391	976	99	430	504	238	111	107	1279	263	194	645	507	531	161	415	152	649	295					
2	Число полученных избирательных бюллетеней	14604	210	255	721	223	853	322	257	662	420	351	383	948	115	580	330	396	985	99	436	508	243	111	108	1270	263	193	653	505	534	162	414	151	646	297					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8541	121	136	392	131	375	145	120	255	292	318	264	574	95	268	139	278	453	85	382	289	203	94	85	708	133	121	351	350	379	132	244	72	384	173					
5	"Число избирательных бюллетеней, выданных вне помещения"	2204	8	54	113	10	253	104	80	218	70	0	57	28	4	142	122	40	180	0	8	99	13	0	5	62	60	2	113	24	48	13	50	65	59	100					
6	Число погашенных избирательных бюллетеней	3859	81	65	216	82	225	73	57	189	58	33	62	346	16	170	69	78	352	14	46	120	27	17	18	500	70	70	189	131	107	17	120	14	203	24					
7	Число избирательных бюллетеней в переносных ящиках	2204	8	54	113	10	253	104	80	218	70	0	57	28	4	142	122	40	180	0	8	99	13	0	5	62	60	2	113	24	48	13	50	65	59	100					
8	Число бюллетеней в стационарных ящиках для голосования	8541	121	136	392	131	375	145	120	255	292	318	264	574	95	268	139	278	453	85	382	289	203	94	85	708	133	121	351	350	379	132	244	72	384	173					
9	Число недействительных избирательных бюллетеней	115	2	3	6	2	5	3	0	2	9	1	2	3	3	5	4	2	6	1	1	4	2	0	2	12	3	0	10	4	3	3	2	4	4	2					
10	Число действительных избирательных бюллетеней	10630	127	187	499	139	623	246	200	471	353	317	319	599	96	405	257	316	627	84	389	384	214	94	88	758	190	123	454	370	424	142	292	133	439	271					
11	Число полученных открепительных  удостоверений	200	4	4	6	4	6	6	7	4	4	6	6	9	8	8	7	7	9	4	8	7	4	6	4	10	4	4	6	4	6	4	6	4	8	6					
12	Число выданных открепительных удостоверений	47	1	0	0	0	0	0	0	1	1	3	1	4	0	2	2	7	6	0	4	1	4	0	0	3	0	0	2	0	2	0	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	0	1	0	0	2	0	2	1	0	0	1	4	0	1	0	2	0	0	0	2	0	0	2	4	0	0	1	1	0	0	3	1	1	0					
14	Число неиспользованных открепительных удостоверений	153	3	4	6	4	6	6	7	3	3	3	5	5	8	6	5	0	3	4	4	6	0	6	4	7	4	4	4	4	4	4	3	4	8	6					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	135	5	2	6	7	7	8	0	4	0	10	0	18	2	5	2	1	9	1	1	5	2	0	0	14	0	1	7	6	4	0	0	0	6	2					
		1.26%	3.88%	1.05%	1.19%	4.96%	1.11%	3.21%	0.00%	0.85%	0.00%	3.14%	0.00%	2.99%	2.02%	1.22%	0.77%	0.31%	1.42%	1.18%	0.26%	1.29%	0.93%	0.00%	0.00%	1.82%	0.00%	0.81%	1.51%	1.60%	0.94%	0.00%	0.00%	0.00%	1.35%	0.73%					
19	. Малышкин Олег Александрович	323	11	18	14	0	10	4	3	10	8	0	9	26	1	18	9	16	13	0	12	11	2	3	7	18	7	1	14	4	13	5	14	5	15	22					
		3.01%	8.53%	9.47%	2.77%	0.00%	1.59%	1.61%	1.50%	2.11%	2.21%	0.00%	2.80%	4.32%	1.01%	4.39%	3.45%	5.03%	2.05%	0.00%	3.08%	2.84%	0.93%	3.19%	7.78%	2.34%	3.63%	0.81%	3.02%	1.07%	3.04%	3.45%	4.76%	3.65%	3.39%	8.06%					
20	. Миронов Сергей Михайлович	32	1	1	1	0	0	0	1	1	0	5	0	1	0	1	0	2	3	0	0	0	2	0	0	5	1	0	0	1	3	0	2	1	0	0					
		0.30%	0.78%	0.53%	0.20%	0.00%	0.00%	0.00%	0.50%	0.21%	0.00%	1.57%	0.00%	0.17%	0.00%	0.24%	0.00%	0.63%	0.47%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.65%	0.52%	0.00%	0.00%	0.27%	0.70%	0.00%	0.68%	0.73%	0.00%	0.00%					
21	. Путин Владимир Владимирович	6102	64	86	267	70	359	102	161	313	188	230	148	341	42	249	114	119	358	49	228	230	163	59	63	365	99	74	275	207	244	96	216	69	309	145					
		56.79%	49.61%	45.26%	52.87%	49.65%	57.17%	40.96%	80.50%	66.17%	51.93%	72.33%	46.11%	56.64%	42.42%	60.73%	43.68%	37.42%	56.56%	57.65%	58.46%	59.28%	75.46%	62.77%	70.00%	47.40%	51.30%	60.16%	59.27%	55.35%	57.14%	66.21%	73.47%	50.36%	69.75%	53.11%					
22	. Хакамада Ирина Муцуовна	185	6	7	10	0	6	3	2	5	2	5	5	10	3	7	6	8	7	0	5	5	5	2	0	15	9	4	11	8	4	2	3	4	7	9					
		1.72%	4.65%	3.68%	1.98%	0.00%	0.96%	1.20%	1.00%	1.06%	0.55%	1.57%	1.56%	1.66%	3.03%	1.71%	2.30%	2.52%	1.11%	0.00%	1.28%	1.29%	2.31%	2.13%	0.00%	1.95%	4.66%	3.25%	2.37%	2.14%	0.94%	1.38%	1.02%	2.92%	1.58%	3.30%					
23	. Харитонов Николай Михайлович	3669	30	71	197	62	238	127	32	131	151	58	155	187	47	115	124	161	224	34	137	128	37	29	17	318	71	41	142	142	147	36	55	52	95	78					
		34.15%	23.26%	37.37%	39.01%	43.97%	37.90%	51.00%	16.00%	27.70%	41.71%	18.24%	48.29%	31.06%	47.47%	28.05%	47.51%	50.63%	35.39%	40.00%	35.13%	32.99%	17.13%	30.85%	18.89%	41.30%	36.79%	33.33%	30.60%	37.97%	34.43%	24.83%	18.71%	37.96%	21.44%	28.57%					
																																									
24	Против всех	184	10	2	4	0	3	2	1	7	4	9	2	16	1	10	2	9	13	0	6	5	3	1	1	23	3	2	5	2	9	3	2	2	7	15					
		1.71%	7.75%	1.05%	0.79%	0.00%	0.48%	0.80%	0.50%	1.48%	1.10%	2.83%	0.62%	2.66%	1.01%	2.44%	0.77%	2.83%	2.05%	0.00%	1.54%	1.29%	1.39%	1.06%	1.11%	2.99%	1.55%	1.63%	1.08%	0.53%	2.11%	2.07%	0.68%	1.46%	1.58%	5.49%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
