Выборы Президента Российской Федерации																																			
Дата голосования: 18.03.2018																																			
																																			
Наименование Избирательной комиссии:    Вадинская																																			
																																			
Сводная таблица итогов голосования																																			
																																			
	Число участковых избирательных комиссий	24																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	24																																	
																																			
		Сумма	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412									
1	"Число избирателей, включенных в список избирателей"	6537	302	220	206	341	336	300	339	331	609	327	395	340	196	144	243	166	187	127	381	291	244	201	117	194									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7147	327	238	224	372	354	315	371	362	645	356	471	376	217	157	268	183	223	144	384	304	283	245	138	190									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4216	211	144	139	251	253	217	224	201	414	240	286	261	84	96	148	132	108	67	184	136	153	120	43	104									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1426	64	55	48	43	57	44	71	73	97	55	71	59	84	17	48	18	51	25	137	112	53	40	52	52									
6	Число погашенных избирательных бюллетеней	1505	52	39	37	78	44	54	76	88	134	61	114	56	49	44	72	33	64	52	63	56	77	85	43	34									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1426	64	55	48	43	57	44	71	73	97	55	71	59	84	17	48	18	51	25	137	112	53	40	52	52									
8	Число бюллетеней в стационарных ящиках для голосования	4216	211	144	139	251	253	217	224	201	414	240	286	261	84	96	148	132	108	67	184	136	153	120	43	104									
9	Число недействительных избирательных бюллетеней	22	0	2	0	0	0	1	0	7	0	2	0	0	3	0	0	0	0	0	3	0	2	0	0	2									
10	Число действительных избирательных бюллетеней	5620	275	197	187	294	310	260	295	267	511	293	357	320	165	113	196	150	159	92	318	248	204	160	95	154									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
13	Бабурин Сергей Николаевич	23	1	0	0	2	2	0	0	2	2	1	1	0	2	0	0	0	1	0	2	1	1	2	2	1									
		0.41%	0.36%	0.00%	0.00%	0.68%	0.65%	0.00%	0.00%	0.73%	0.39%	0.34%	0.28%	0.00%	1.19%	0.00%	0.00%	0.00%	0.63%	0.00%	0.62%	0.40%	0.49%	1.25%	2.11%	0.64%									
14	Грудинин Павел Николаевич	458	24	12	8	37	30	21	26	17	33	25	40	13	15	14	15	28	16	10	29	8	11	12	4	10									
		8.12%	8.73%	6.03%	4.28%	12.59%	9.68%	8.05%	8.81%	6.20%	6.46%	8.47%	11.20%	4.06%	8.93%	12.39%	7.65%	18.67%	10.06%	10.87%	9.03%	3.23%	5.34%	7.50%	4.21%	6.41%									
15	Жириновский Владимир Вольфович	247	13	7	5	16	15	16	11	20	19	14	14	6	10	11	10	5	10	4	7	12	13	4	4	1									
		4.38%	4.73%	3.52%	2.67%	5.44%	4.84%	6.13%	3.73%	7.30%	3.72%	4.75%	3.92%	1.88%	5.95%	9.73%	5.10%	3.33%	6.29%	4.35%	2.18%	4.84%	6.31%	2.50%	4.21%	0.64%									
16	Путин Владимир Владимирович	4806	237	175	173	239	251	215	254	226	450	247	300	298	137	82	168	113	129	75	271	224	176	141	84	141									
		85.18%	86.18%	87.94%	92.51%	81.29%	80.97%	82.38%	86.10%	82.48%	88.06%	83.73%	84.03%	93.13%	81.55%	72.57%	85.71%	75.33%	81.13%	81.52%	84.42%	90.32%	85.44%	88.13%	88.42%	90.38%									
17	Собчак Ксения Анатольевна	33	0	2	0	0	4	3	0	2	5	4	1	1	1	1	3	0	0	0	3	2	1	0	0	0									
		0.58%	0.00%	1.01%	0.00%	0.00%	1.29%	1.15%	0.00%	0.73%	0.98%	1.36%	0.28%	0.31%	0.60%	0.88%	1.53%	0.00%	0.00%	0.00%	0.93%	0.81%	0.49%	0.00%	0.00%	0.00%									
18	Сурайкин Максим Александрович	26	0	0	1	0	2	3	1	0	2	1	0	1	0	3	0	2	0	0	4	1	2	1	1	1									
		0.46%	0.00%	0.00%	0.53%	0.00%	0.65%	1.15%	0.34%	0.00%	0.39%	0.34%	0.00%	0.31%	0.00%	2.65%	0.00%	1.33%	0.00%	0.00%	1.25%	0.40%	0.97%	0.63%	1.05%	0.64%									
19	Титов Борис Юрьевич	13	0	0	0	0	3	0	1	0	0	1	0	1	0	0	0	0	3	2	2	0	0	0	0	0									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.34%	0.00%	0.00%	0.34%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	1.89%	2.17%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	14	0	1	0	0	3	2	2	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0									
		0.25%	0.00%	0.50%	0.00%	0.00%	0.97%	0.77%	0.68%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	1.77%	0.00%	1.33%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
