Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Бердская  городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392					
1	"Число избирателей, внесенных в список избирателей"	76845	928	556	1826	2461	733	2201	2630	1801	1375	1692	1723	1589	1855	1478	1843	1858	1698	1497	1695	1517	1568	1651	2513	1895	1887	2494	2093	2460	2520	1968	2072	2117	2088	1904	2489	2158	2076	2138	1823	1903	2072					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	69000	800	500	1600	2100	650	1950	2350	1650	1250	1550	1550	1400	1600	1350	1700	1700	1550	1350	1550	1400	1400	1500	2250	1700	1650	2200	1900	2250	2300	1700	1850	1900	1900	1700	2200	1950	1900	1950	1650	1700	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	42287	384	313	903	1430	392	1223	1397	996	814	1005	1026	878	1151	902	1124	1096	911	834	869	804	815	994	1181	958	1054	1121	1007	1149	1146	1171	1151	1243	1288	1147	1418	1239	1285	1099	1088	1180	1101					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2300	83	135	81	97	41	50	72	40	32	55	43	46	56	26	32	72	67	51	61	38	44	53	40	56	49	64	65	57	63	23	68	46	26	46	80	27	60	46	59	77	73					
6	Число погашенных избирательных бюллетеней	24413	333	52	616	573	217	677	881	614	404	490	481	476	393	422	544	532	572	465	620	558	541	453	1029	686	547	1015	828	1044	1091	506	631	611	586	507	702	684	555	805	503	443	726					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2299	83	135	81	97	41	50	72	40	32	55	43	46	56	26	32	72	67	51	61	38	44	53	40	56	49	64	65	57	63	23	68	46	26	46	80	27	60	45	59	77	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42259	384	313	903	1430	392	1220	1397	994	814	1005	1026	877	1151	900	1124	1096	911	833	869	803	815	994	1173	955	1054	1121	1007	1149	1146	1171	1149	1243	1288	1144	1418	1239	1284	1099	1088	1180	1100					
9	Число недействительных избирательных бюллетеней	644	8	26	21	13	10	15	14	14	12	16	16	9	26	10	28	13	14	12	27	7	6	15	19	18	19	15	18	17	13	16	18	10	13	17	15	12	19	15	21	14	23					
10	Число действительных избирательных бюллетеней	43914	459	422	963	1514	423	1255	1455	1020	834	1044	1053	914	1181	916	1128	1155	964	872	903	834	853	1032	1194	993	1084	1170	1054	1189	1196	1178	1199	1279	1301	1173	1483	1254	1325	1129	1126	1243	1150					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1500	30	20	40	30	10	35	60	40	30	40	40	30	40	30	40	40	20	30	40	40	30	20	40	30	40	40	40	40	45	35	50	50	35	30	50	40	40	30	40	40	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1182	18	13	31	30	10	26	50	28	22	34	21	21	38	23	35	35	17	22	29	36	22	15	39	25	31	33	37	34	45	27	25	30	31	22	41	30	25	26	33	32	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	978	57	58	43	65	14	27	25	17	11	39	11	18	11	31	20	21	21	25	16	7	15	10	17	22	29	34	18	20	20	21	16	22	16	21	15	19	14	20	28	14	50					
14	Число погашенных неиспользованных открепительных удостоверений	318	12	7	9	0	0	9	10	12	8	6	19	9	2	7	5	5	3	8	11	4	8	5	1	5	9	7	3	6	0	8	25	20	4	8	9	10	15	4	7	8	10					
