Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    район Восточное Дегунино																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302					
1	"Число избирателей, внесенных в списки избирателей"	60560	2482	2584	2482	2531	2469	2454	2250	2640	2364	2431	2542	2398	2620	2657	2584	2639	2800	2818	2470	2677	2320	2217	2325	2806					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	56000	2300	2400	2300	2300	2300	2300	2100	2400	2200	2300	2300	2200	2400	2400	2400	2400	2700	2400	2300	2400	2200	2100	2200	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30000	1274	1226	1286	1233	1169	1241	1065	1332	1211	1117	1247	1130	1290	1387	1264	1256	1389	1521	1188	1218	1181	1110	1163	1502					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	652	46	40	33	59	32	30	37	16	10	24	10	26	16	8	19	24	24	20	30	48	31	16	25	28					
6	Число погашенных избирательных бюллетеней	25348	980	1134	981	1008	1099	1029	998	1052	979	1159	1043	1044	1094	1005	1117	1120	1287	859	1082	1134	988	974	1012	1170					
7	Число избирательных бюллетеней в переносных ящиках для голосования	646	45	40	33	59	32	30	36	13	10	24	10	26	16	8	19	24	23	20	30	48	31	16	25	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29726	1272	1226	1285	1227	1167	1237	1058	1309	1207	1098	1224	1129	1285	1381	1243	1231	1321	1521	1178	1210	1180	1099	1153	1485					
9	Число недействительных избирательных бюллетеней	421	21	18	13	21	17	13	19	21	16	12	18	15	17	16	21	8	18	32	18	21	15	20	13	18					
10	Число действительных избирательных бюллетеней	29951	1296	1248	1305	1265	1182	1254	1075	1301	1201	1110	1216	1140	1284	1373	1241	1247	1326	1509	1190	1237	1196	1095	1165	1495					
