Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Плесецкая																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744					
1	"Число избирателей, внесенных в списки избирателей"	40947	523	1487	2418	1341	272	933	391	2181	1901	1502	1773	2104	2264	1449	1432	1381	483	229	235	1469	2083	360	2258	2392	577	660	2327	514	317	596	460	335	477	598	400	200	625					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38500	500	1400	2000	1300	250	900	300	2000	1900	1400	1700	2000	2000	1300	1300	1300	450	200	200	1500	2000	300	2000	2400	500	700	2300	500	300	600	450	300	450	600	400	200	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	73	0	0	0	0	0	0	0	0	0	95					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18813	212	668	923	395	84	485	221	875	972	616	778	1246	1015	724	699	601	260	144	110	595	918	153	1234	1182	285	207	1001	301	146	298	220	157	242	298	267	52	229					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2261	51	32	182	214	66	50	26	36	93	58	80	19	33	12	131	46	14	11	16	131	74	39	44	50	68	28	297	5	38	105	38	29	30	45	0	59	11					
6	Число погашенных избирательных бюллетеней	17104	237	700	895	691	100	365	53	1089	835	726	842	735	952	564	470	653	176	45	74	774	1008	108	722	1168	147	311	929	194	116	197	192	114	178	257	133	89	265					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2583	51	32	182	214	66	50	26	36	93	58	80	19	33	12	131	46	14	11	16	131	74	39	44	50	68	182	370	5	38	105	38	29	30	45	0	59	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18810	212	668	923	394	84	484	221	875	972	616	778	1246	1015	724	699	601	260	144	110	595	918	153	1234	1182	285	207	1000	301	146	298	220	157	242	298	267	52	229					
9	Число недействительных избирательных бюллетеней	110	1	3	9	4	1	3	2	7	13	0	6	12	10	1	6	1	0	0	0	3	7	0	5	6	0	1	1	0	2	0	0	0	1	0	3	0	2					
10	Число действительных избирательных бюллетеней	21283	262	697	1096	604	149	531	245	904	1052	674	852	1253	1038	735	824	646	274	155	126	723	985	192	1273	1226	353	388	1369	306	182	403	258	186	271	343	264	111	333					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	665	10	20	20	20	10	15	10	25	25	25	25	25	25	25	25	20	10	20	10	15	20	10	25	25	15	10	20	20	15	15	20	20	10	10	20	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	212	2	5	6	6	7	7	0	7	19	2	3	6	7	3	3	6	2	16	8	6	12	3	6	7	1	10	12	12	3	9	3	2	8	0	2	0	1					
