Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Плесецкая																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
1	"Число избирателей, внесенных в список избирателей"	38430	439	1372	1641	1269	390	201	1041	2046	2217	2728	147	128	2148	2199	1557	1491	1348	404	205	216	1137	1842	318	2306	2275	536	565	2190	442	317	590	702	446	527	499	551					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35000	400	1400	1500	1000	400	200	1000	1500	2000	2500	100	100	2000	2000	1300	1300	1200	400	200	200	1000	2000	300	2000	2000	500	500	2000	400	300	600	700	400	500	500	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	330	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17091	160	708	599	499	176	134	410	949	1153	1267	82	63	1139	841	629	590	490	215	116	85	384	744	129	1205	1107	251	245	894	311	139	252	186	215	266	228	230					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2627	57	111	57	75	10	6	118	62	126	173	11	18	19	31	25	81	65	17	7	17	129	101	37	50	56	83	180	446	19	56	115	161	26	46	18	18					
6	Число погашенных избирательных бюллетеней	14952	183	581	844	426	214	60	236	489	721	1060	7	19	842	1128	646	629	645	168	77	98	487	1155	134	745	837	166	75	660	70	105	233	353	159	188	254	258					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2957	57	111	57	75	10	6	354	62	126	173	11	18	19	31	25	81	65	17	7	17	129	101	37	50	56	83	180	446	19	56	115	161	26	46	18	112					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17088	160	708	599	499	176	134	410	949	1153	1267	81	63	1138	841	629	589	490	215	116	85	384	744	129	1205	1107	251	245	894	311	139	252	186	215	266	228	230					
9	Число недействительных избирательных бюллетеней	220	0	10	13	6	0	1	5	11	22	8	3	2	9	11	12	8	6	0	1	0	4	17	0	23	6	2	2	12	3	4	4	2	1	5	2	5					
10	Число действительных избирательных бюллетеней	19825	217	809	643	568	186	139	759	1000	1257	1432	89	79	1148	861	642	662	549	232	122	102	509	828	166	1232	1157	332	423	1328	327	191	363	345	240	307	244	337					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	600	10	10	15	15	10	10	30	25	25	25	10	10	25	25	25	25	10	10	15	15	15	35	5	25	25	15	20	20	20	10	10	10	5	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	453	10	10	9	13	6	10	30	11	11	16	10	4	19	10	7	8	10	10	3	7	15	35	5	20	25	15	20	20	20	10	8	10	5	1	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	183	9	9	11	18	0	2	8	6	4	9	1	4	13	4	9	6	3	5	0	1	7	9	1	12	8	6	0	5	0	1	1	4	2	2	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	147	0	0	6	2	4	0	0	14	14	9	0	6	6	15	18	17	0	0	12	8	0	0	0	5	0	0	0	0	0	0	2	0	0	9	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
