Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Колышлейская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841					
1	"Число избирателей, внесенных в список"	21233	445	1282	401	436	399	950	756	1352	727	686	691	732	1373	693	917	863	632	402	781	1393	1479	1594	738	736	775					
2	Число полученных избирательных бюллетеней	20810	440	1200	390	430	390	940	760	1350	700	680	680	750	1380	690	910	860	630	390	740	1380	1450	1450	730	730	760					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13244	345	932	277	314	184	770	513	617	503	547	491	431	842	404	596	484	423	251	455	813	853	860	510	481	348					
5	"Число избирательных бюллетеней, выданных вне помещения"	1841	30	167	24	17	73	60	124	192	94	29	32	104	53	120	80	169	85	39	19	50	50	80	30	45	75					
6	Число погашенных избирательных бюллетеней	5725	65	101	89	99	133	110	123	541	103	104	157	215	485	166	234	207	122	100	266	517	547	510	190	204	337					
7	Число избирательных бюллетеней в переносных ящиках	1841	30	167	24	17	73	60	124	192	94	29	32	104	53	120	80	169	85	39	19	50	50	80	30	45	75					
8	Число бюллетеней в стационарных ящиках для голосования	13244	345	932	277	314	184	770	513	617	503	547	491	431	842	404	596	484	423	251	455	813	853	860	510	481	348					
9	Число недействительных избирательных бюллетеней	106	3	30	2	4	0	0	7	4	1	2	4	2	8	0	7	2	3	0	2	4	4	5	3	9	0					
10	Число действительных избирательных бюллетеней	14979	372	1069	299	327	257	830	630	805	596	574	519	533	887	524	669	651	505	290	472	859	899	935	537	517	423					
11	Число полученных открепительных  удостоверений	270	5	15	5	5	5	10	10	15	10	10	10	10	25	10	10	10	5	5	10	15	15	25	10	10	10					
12	Число выданных открепительных удостоверений	159	0	4	3	1	1	6	10	5	2	6	3	9	20	5	3	10	5	3	9	13	10	13	7	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	120	2	11	1	1	2	2	3	0	4	2	6	5	5	5	4	6	2	0	2	4	10	38	2	1	2					
14	Число неиспользованных открепительных удостоверений	111	5	11	2	4	4	4	0	10	8	4	7	1	5	5	7	0	0	2	1	2	5	12	3	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
