Выборы Президента Российской Федерации																																				
																																				
"Наименование Избирательной комиссии:    Пермь,  Ленинская"																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130					
1	"Число избирателей, внесенных в список"	44473	2086	1908	1619	1729	1638	1361	1764	1377	1955	1720	1513	1556	1604	1663	1850	1817	2112	1737	1853	1625	1742	1336	1526	2017	693	618	922	132	1000					
2	Число полученных избирательных бюллетеней	44000	1800	1800	1500	1600	1500	1400	1900	1300	1800	1500	1600	1700	1500	1700	1600	1700	2000	1600	1700	1500	1600	1300	1600	1800	800	800	1200	200	2000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	26844	924	957	1097	929	968	794	976	824	1245	1033	890	1056	933	1041	1094	1058	1073	1112	1064	941	1096	513	622	1338	693	618	823	132	1000					
5	"Число избирательных бюллетеней, выданных вне помещения"	1201	178	48	43	41	61	85	32	35	46	36	31	14	24	41	104	37	32	29	93	54	59	45	0	33	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	15955	698	795	360	630	471	521	892	441	509	431	679	630	543	618	402	605	895	459	543	505	445	742	978	429	107	182	377	68	1000					
7	Число избирательных бюллетеней в переносных ящиках	1200	178	47	43	41	61	85	32	35	46	36	31	14	24	41	104	37	32	29	93	54	59	45	0	33	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	26814	924	957	1097	929	968	794	971	824	1244	1031	890	1055	930	1041	1094	1057	1073	1109	1062	941	1096	513	622	1328	693	618	821	132	1000					
9	Число недействительных избирательных бюллетеней	180	9	7	0	4	5	3	7	10	8	1	6	7	4	5	7	9	8	3	3	5	5	5	4	18	4	10	9	6	8					
10	Число действительных избирательных бюллетеней	27834	1093	997	1140	966	1024	876	996	849	1282	1066	915	1062	950	1077	1191	1085	1097	1135	1152	990	1150	553	618	1343	689	608	812	126	992					
11	Число полученных открепительных  удостоверений	2420	100	100	100	100	100	100	100	100	100	100	100	100	100	120	100	100	100	100	100	100	100	100	100	100	0	0	0	0	0					
12	Число выданных открепительных удостоверений	767	22	23	30	17	22	31	27	19	22	21	19	65	45	106	26	34	27	24	22	21	21	8	84	31	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2088	44	31	14	26	26	22	24	45	20	21	59	52	38	61	58	20	32	27	52	16	11	24	23	19	74	70	120	59	1000					
14	Число неиспользованных открепительных удостоверений	1653	78	77	70	83	78	69	73	81	78	79	81	35	55	14	74	66	73	76	78	79	79	92	16	69	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	30	1	3	2	1	2	3	4	2	1	1	1	0	0	1	0	0	0	0	1	5	1	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	1387	40	37	67	54	55	45	38	47	91	64	47	45	54	55	49	60	67	59	48	69	74	14	9	107	8	11	29	10	34					
		4.95%	3.63%	3.69%	5.88%	5.57%	5.34%	5.12%	3.79%	5.47%	7.05%	6.00%	5.10%	4.21%	5.66%	5.08%	4.09%	5.48%	6.06%	5.18%	4.16%	6.93%	6.41%	2.51%	1.45%	7.86%	1.15%	1.78%	3.53%	7.58%	3.40%					
19	. Малышкин Олег Александрович	437	12	9	16	16	11	11	13	18	13	15	17	16	10	16	22	12	27	9	16	18	12	15	7	10	22	17	21	2	34					
		1.56%	1.09%	0.90%	1.40%	1.65%	1.07%	1.25%	1.30%	2.10%	1.01%	1.41%	1.85%	1.50%	1.05%	1.48%	1.84%	1.10%	2.44%	0.79%	1.39%	1.81%	1.04%	2.69%	1.13%	0.73%	3.17%	2.75%	2.56%	1.52%	3.40%					
20	. Миронов Сергей Михайлович	264	10	13	11	9	10	20	8	7	9	5	4	11	9	13	11	9	9	5	19	11	10	3	8	9	5	9	6	3	8					
		0.94%	0.91%	1.29%	0.96%	0.93%	0.97%	2.28%	0.80%	0.81%	0.70%	0.47%	0.43%	1.03%	0.94%	1.20%	0.92%	0.82%	0.81%	0.44%	1.65%	1.11%	0.87%	0.54%	1.29%	0.66%	0.72%	1.46%	0.73%	2.27%	0.80%					
21	. Путин Владимир Владимирович	18959	818	676	715	630	637	600	686	551	789	677	632	795	657	749	804	731	728	764	824	632	661	442	490	821	576	497	599	79	699					
		67.68%	74.23%	67.33%	62.72%	64.95%	61.90%	68.26%	68.39%	64.14%	61.16%	63.45%	68.62%	74.37%	68.87%	69.22%	67.11%	66.82%	65.88%	67.14%	71.34%	63.52%	57.23%	79.21%	78.78%	60.32%	83.12%	80.42%	72.96%	59.85%	69.90%					
22	. Хакамада Ирина Муцуовна	3225	107	134	160	145	156	98	138	109	185	134	90	91	111	121	136	127	138	147	104	103	170	37	61	258	18	16	30	6	95					
		11.51%	9.71%	13.35%	14.04%	14.95%	15.16%	11.15%	13.76%	12.69%	14.34%	12.56%	9.77%	8.51%	11.64%	11.18%	11.35%	11.61%	12.49%	12.92%	9.00%	10.35%	14.72%	6.63%	9.81%	18.96%	2.60%	2.59%	3.65%	4.55%	9.50%					
23	. Харитонов Николай Михайлович	2093	54	70	115	67	93	64	59	71	130	115	73	57	55	67	111	91	57	98	94	88	171	30	10	59	4	5	89	25	71					
		7.47%	4.90%	6.97%	10.09%	6.91%	9.04%	7.28%	5.88%	8.27%	10.08%	10.78%	7.93%	5.33%	5.77%	6.19%	9.27%	8.32%	5.16%	8.61%	8.14%	8.84%	14.81%	5.38%	1.61%	4.34%	0.58%	0.81%	10.84%	18.94%	7.10%					
																																				
24	Против всех	1469	52	58	56	45	62	38	54	46	65	56	52	47	54	56	58	55	71	53	47	69	52	12	33	79	56	53	38	1	51					
		5.24%	4.72%	5.78%	4.91%	4.64%	6.03%	4.32%	5.38%	5.36%	5.04%	5.25%	5.65%	4.40%	5.66%	5.18%	4.84%	5.03%	6.43%	4.66%	4.07%	6.93%	4.50%	2.15%	5.31%	5.80%	8.08%	8.58%	4.63%	0.76%	5.10%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
