Выборы Президента Российской Федерации																															
Дата голосования: 18.03.2018																															
																															
Наименование Избирательной комиссии:    Ивантеевская городская																															
																															
Сводная таблица итогов голосования																															
																															
	Число участковых избирательных комиссий	20																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	20																													
																															
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728									
1	"Число избирателей, включенных в список избирателей"	53544	2882	2933	2400	2242	2778	2485	2426	2768	2429	2439	2734	2595	2689	3111	2874	3101	3024	2666	2383	2585									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47300	2500	2500	2200	2200	2500	2200	2200	2500	2200	2200	2500	2200	2200	2500	2500	2500	2500	2500	2200	2500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	33776	2057	1753	1342	1356	2028	1790	1675	1651	1620	1457	1734	1742	1612	1829	1770	2059	1799	1507	1414	1581									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1054	68	47	48	28	44	79	77	51	99	55	22	36	28	33	81	52	51	57	67	31									
6	Число погашенных избирательных бюллетеней	12444	375	700	810	816	427	331	448	788	481	688	744	415	559	638	648	389	650	936	716	885									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1054	68	47	48	28	44	79	77	51	99	55	22	36	28	33	81	52	51	57	67	31									
8	Число бюллетеней в стационарных ящиках для голосования	33763	2057	1753	1342	1356	2028	1790	1675	1651	1619	1457	1734	1742	1603	1829	1770	2059	1799	1507	1414	1578									
9	Число недействительных избирательных бюллетеней	553	21	22	24	24	41	26	30	30	13	17	34	26	19	32	31	79	20	28	20	16									
10	Число действительных избирательных бюллетеней	34264	2104	1778	1366	1360	2031	1843	1722	1672	1705	1495	1722	1752	1612	1830	1820	2032	1830	1536	1461	1593									
11	Число утраченных избирательных бюллетеней	26	0	0	0	0	1	0	0	10	0	0	0	7	1	0	1	0	0	0	3	3									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
13	Бабурин Сергей Николаевич	238	12	13	15	8	13	16	23	14	12	12	9	11	13	9	8	9	12	11	9	9									
		0.68%	0.56%	0.72%	1.08%	0.58%	0.63%	0.86%	1.31%	0.82%	0.70%	0.79%	0.51%	0.62%	0.80%	0.48%	0.43%	0.43%	0.65%	0.70%	0.61%	0.56%									
14	Грудинин Павел Николаевич	3823	198	196	141	164	198	221	224	210	169	165	182	220	190	246	232	229	201	169	78	190									
		10.98%	9.32%	10.89%	10.14%	11.85%	9.56%	11.82%	12.79%	12.34%	9.84%	10.91%	10.36%	12.37%	11.65%	13.21%	12.53%	10.85%	10.86%	10.81%	5.27%	11.81%									
15	Жириновский Владимир Вольфович	1922	89	102	102	82	107	119	105	117	59	78	113	100	88	116	102	132	92	82	52	85									
		5.52%	4.19%	5.67%	7.34%	5.92%	5.16%	6.37%	5.99%	6.87%	3.43%	5.16%	6.44%	5.62%	5.40%	6.23%	5.51%	6.25%	4.97%	5.24%	3.51%	5.28%									
16	Путин Владимир Владимирович	26505	1690	1370	1037	1032	1628	1394	1267	1218	1362	1138	1342	1312	1244	1350	1389	1567	1443	1185	1298	1239									
		76.13%	79.53%	76.11%	74.60%	74.57%	78.57%	74.59%	72.32%	71.56%	79.28%	75.26%	76.42%	73.79%	76.27%	72.50%	75.04%	74.23%	78.00%	75.77%	87.64%	77.00%									
17	Собчак Ксения Анатольевна	775	52	44	33	37	36	40	34	62	40	38	34	42	34	47	44	50	35	35	10	28									
		2.23%	2.45%	2.44%	2.37%	2.67%	1.74%	2.14%	1.94%	3.64%	2.33%	2.51%	1.94%	2.36%	2.08%	2.52%	2.38%	2.37%	1.89%	2.24%	0.68%	1.74%									
18	Сурайкин Максим Александрович	222	15	8	8	9	7	9	22	8	14	16	9	9	12	15	8	14	10	19	4	6									
		0.64%	0.71%	0.44%	0.58%	0.65%	0.34%	0.48%	1.26%	0.47%	0.81%	1.06%	0.51%	0.51%	0.74%	0.81%	0.43%	0.66%	0.54%	1.21%	0.27%	0.37%									
19	Титов Борис Юрьевич	328	13	19	12	6	25	21	14	18	24	21	13	24	11	21	9	16	22	14	8	17									
		0.94%	0.61%	1.06%	0.86%	0.43%	1.21%	1.12%	0.80%	1.06%	1.40%	1.39%	0.74%	1.35%	0.67%	1.13%	0.49%	0.76%	1.19%	0.90%	0.54%	1.06%									
20	Явлинский Григорий Алексеевич	451	35	26	18	22	17	23	33	25	25	27	20	34	20	26	28	15	15	21	2	19									
		1.30%	1.65%	1.44%	1.29%	1.59%	0.82%	1.23%	1.88%	1.47%	1.46%	1.79%	1.14%	1.91%	1.23%	1.40%	1.51%	0.71%	0.81%	1.34%	0.14%	1.18%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
