Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Тимская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033					
1	"Число избирателей, внесенных в список избирателей"	9798	1364	1577	250	169	142	340	315	227	440	225	215	463	166	427	107	469	175	277	258	793	259	131	316	221	97	375					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9165	1300	1400	245	170	130	320	315	210	390	200	200	440	160	410	105	450	170	260	240	690	240	130	310	225	100	355					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5097	855	877	161	103	71	166	198	130	248	105	118	213	65	168	40	227	55	141	107	361	143	50	145	94	55	201					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1727	83	50	46	37	37	79	50	41	71	66	56	85	73	141	35	82	53	75	69	82	57	55	111	73	25	95					
6	Число погашенных избирательных бюллетеней	2341	362	473	38	30	22	75	67	39	71	29	26	142	22	101	30	141	62	44	64	247	40	25	54	58	20	59					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1727	83	50	46	37	37	79	50	41	71	66	56	85	73	141	35	82	53	75	69	82	57	55	111	73	25	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5095	855	875	161	103	71	166	198	130	248	105	118	213	65	168	40	227	55	141	107	361	143	50	145	94	55	201					
9	Число недействительных избирательных бюллетеней	99	27	9	6	0	1	4	3	3	4	1	2	2	0	2	0	8	0	1	3	9	2	2	1	2	2	5					
10	Число действительных избирательных бюллетеней	6723	911	916	201	140	107	241	245	168	315	170	172	296	138	307	75	301	108	215	173	434	198	103	255	165	78	291					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	281	50	50	5	11	3	5	3	3	10	2	3	5	7	5	3	10	7	20	3	25	19	11	7	5	2	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	194	29	33	5	11	3	1	2	1	7	0	0	1	7	2	1	10	7	18	0	25	18	8	2	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	15	13	9	5	3	1	0	1	15	4	2	0	2	2	2	3	2	2	0	7	5	6	4	2	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	87	21	17	0	0	0	4	1	2	3	2	3	4	0	3	2	0	0	2	3	0	1	3	5	3	2	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	7	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	596	95	120	9	7	10	20	21	15	13	8	7	23	10	17	6	30	7	10	19	50	14	14	18	11	7	35					
		8.74%	10.13%	12.97%	4.35%	5.00%	9.26%	8.16%	8.47%	8.77%	4.08%	4.68%	4.02%	7.72%	7.25%	5.50%	8.00%	9.71%	6.48%	4.63%	10.80%	11.29%	7.00%	13.33%	7.03%	6.59%	8.75%	11.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	559	60	78	4	9	5	22	22	16	29	6	7	17	12	45	10	22	7	15	20	44	16	11	19	29	8	26					
		8.19%	6.40%	8.43%	1.93%	6.43%	4.63%	8.98%	8.87%	9.36%	9.09%	3.51%	4.02%	5.70%	8.70%	14.56%	13.33%	7.12%	6.48%	6.94%	11.36%	9.93%	8.00%	10.48%	7.42%	17.37%	10.00%	8.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	5	11	1	0	0	2	2	4	4	2	2	1	0	2	1	3	4	4	0	4	0	3	1	2	1	2					
		0.89%	0.53%	1.19%	0.48%	0.00%	0.00%	0.82%	0.81%	2.34%	1.25%	1.17%	1.15%	0.34%	0.00%	0.65%	1.33%	0.97%	3.70%	1.85%	0.00%	0.90%	0.00%	2.86%	0.39%	1.20%	1.25%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1603	247	241	27	39	33	57	64	27	81	26	33	84	27	68	23	83	34	58	38	94	44	15	33	49	16	62					
		23.50%	26.33%	26.05%	13.04%	27.86%	30.56%	23.27%	25.81%	15.79%	25.39%	15.20%	18.97%	28.19%	19.57%	22.01%	30.67%	26.86%	31.48%	26.85%	21.59%	21.22%	22.00%	14.29%	12.89%	29.34%	20.00%	20.95%					
