Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
"Наименование Избирательной комиссии:    Пермь, Орджоникидзевская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350					
1	"Число избирателей, включенных в списки избирателей"	85092	1047	1391	1434	80	1706	2167	2379	1572	1805	2169	2077	2088	1777	1860	2747	1719	2623	178	1186	1402	2360	2174	2059	2442	1804	1047	367	2039	2343	2198	2163	2284	1999	2132	1520	2451	2257	2234	2182	586	1507	1276	1975	1893	1105	2060	1472	215	240	1301					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	88545	1200	1600	1750	78	1970	2180	2240	1590	1820	2200	2000	2000	1680	1860	2800	1720	2680	178	1190	1820	2400	2200	2500	2450	1900	1109	400	2200	2340	2230	2170	2290	2000	2100	1660	2470	2270	2230	2190	740	1570	1370	1990	1900	1100	2080	1840	250	250	1790					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	40456	516	661	738	42	819	1033	1241	723	918	950	845	1510	781	826	1146	692	1186	150	433	653	1157	1002	1077	1196	864	484	367	1048	943	967	905	1110	810	737	924	1283	1066	1049	1060	251	659	553	831	898	477	1016	768	152	196	743					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1707	37	45	55	36	26	25	17	9	14	38	43	42	37	29	32	31	33	28	14	23	23	10	56	32	58	17	0	36	32	45	44	23	27	61	19	20	23	53	31	41	47	57	41	31	57	36	42	60	41	30					
6	Число погашенных избирательных бюллетеней	46382	647	894	957	0	1125	1122	982	858	888	1212	1112	448	862	1005	1622	997	1461	0	743	1144	1220	1188	1367	1222	978	608	33	1116	1365	1218	1221	1157	1163	1302	717	1167	1181	1128	1099	448	864	760	1118	971	566	1028	1030	38	13	1017					
