Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Алексеевская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165					
1	"Число избирателей, внесенных в списки"	10149	1031	871	1008	772	264	285	197	154	689	235	124	120	401	338	570	311	97	165	344	177	242	401	251	419	473	210					
2	"Число бюллетеней, полученных участковыми комиссиями"	10096	1027	869	1011	756	266	286	187	150	690	241	124	117	397	335	561	302	96	165	342	177	241	401	251	420	475	209					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6577	623	462	581	476	138	200	156	115	404	188	85	105	265	190	460	247	71	152	208	120	141	274	183	275	320	138					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	282	15	34	40	17	0	0	0	0	14	6	0	0	42	27	0	0	0	0	52	8	8	0	0	0	0	19					
6	Число погашенных бюллетеней	3237	389	373	390	263	128	86	31	35	272	47	39	12	90	118	101	55	25	13	82	49	92	127	68	145	155	52					
7	Число бюллетеней в переносных ящиках для голосования	282	15	34	40	17	0	0	0	0	14	6	0	0	42	27	0	0	0	0	52	8	8	0	0	0	0	19					
8	Число бюллетеней в стационарных ящиках для голосования	6577	623	462	581	476	138	200	156	115	404	188	85	105	265	190	460	247	71	152	208	120	141	274	183	275	320	138					
9	Число недействительных бюллетеней	90	14	5	8	0	0	3	9	3	9	16	1	0	2	0	0	1	0	0	5	2	2	2	2	1	0	5					
10	Число действительных бюллетеней	6769	624	491	613	493	138	197	147	112	409	178	84	105	305	217	460	246	71	152	255	126	147	272	181	274	320	152					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	16	15	15	15	1	1	1	1	3	1	2	1	1	2	3	3	1	1	2	2	1	3	2	2	3	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	16	5	4	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	9	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	84	11	11	13	13	1	1	1	1	2	1	2	1	0	2	3	3	1	1	2	2	0	3	2	2	3	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	143	23	28	11	14	3	6	0	2	8	2	1	0	3	3	5	5	3	0	0	0	1	4	7	3	10	1					
		2.08%	3.60%	5.64%	1.77%	2.83%	2.17%	3.0%	0.0%	1.73%	1.91%	1.03%	1.17%	0.0%	0.97%	1.38%	1.08%	2.02%	4.22%	0.0%	0.0%	0.0%	0.67%	1.45%	3.82%	1.09%	3.12%	0.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	73	9	7	11	7	0	2	2	3	3	1	0	0	2	1	5	2	0	1	7	0	6	2	1	0	1	0					
		1.06%	1.41%	1.41%	1.77%	1.41%	0.0%	1.0%	1.28%	2.60%	0.71%	0.51%	0.0%	0.0%	0.65%	0.46%	1.08%	0.80%	0.0%	0.65%	2.69%	0.0%	4.02%	0.72%	0.54%	0.0%	0.31%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	192	33	13	28	14	2	5	0	1	20	4	1	1	13	5	3	7	4	0	11	0	5	13	1	0	6	2					
