Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Быковская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	20911	1310	1478	1322	1188	944	345	301	612	1369	498	544	1173	862	1093	777	1340	657	1292	1212	351	989	1254									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21400	1135	1543	1165	1252	987	357	313	655	1401	518	556	1232	892	1144	804	1406	690	1347	1263	359	1031	1350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7327	481	567	431	436	320	146	105	184	421	131	225	312	243	527	270	594	249	441	415	170	224	435									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1165	34	10	15	41	10	5	6	36	119	33	20	132	42	45	44	120	10	135	61	9	102	136									
6	Число погашенных избирательных бюллетеней	12908	620	966	719	775	657	206	202	435	861	354	311	788	607	572	490	692	431	771	787	180	705	779									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1165	34	10	15	41	10	5	6	36	119	33	20	132	42	45	44	120	10	135	61	9	102	136									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7326	481	567	430	436	320	146	105	184	421	131	225	312	243	527	270	594	249	441	415	170	224	435									
9	Число недействительных избирательных бюллетеней	172	10	12	9	11	6	6	2	5	8	8	7	4	5	5	13	13	3	4	15	7	9	10									
10	Число действительных избирательных бюллетеней	8319	505	565	436	466	324	145	109	215	532	156	238	440	280	567	301	701	256	572	461	172	317	561									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	208	12	18	10	12	10	3	3	7	10	5	5	10	7	10	10	10	10	10	10	3	10	23									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	162	9	18	9	12	6	3	3	7	10	1	5	10	5	7	3	6	9	5	2	3	6	23									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	10	9	9	1	1	1	1	3	5	2	2	2	2	3	4	1	2	4	10	8	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	46	3	0	1	0	4	0	0	0	0	4	0	0	2	3	7	4	1	5	8	0	4	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	6	5	2	2	1	1	1	2	0	0	0	4	0	2	3	0	2	2	2	1	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	80	3	8	8	4	4	1	1	3	5	1	2	1	0	6	5	4	0	8	8	1	5	2									
		0.94%	0.58%	1.39%	1.80%	0.84%	1.21%	0.66%	0.90%	1.36%	0.93%	0.61%	0.82%	0.23%	0.00%	1.05%	1.59%	0.56%	0.00%	1.39%	1.68%	0.56%	1.53%	0.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	275	28	12	20	18	10	4	3	6	22	4	11	20	5	15	8	16	13	17	19	6	6	12									
		3.24%	5.44%	2.08%	4.49%	3.77%	3.03%	2.65%	2.70%	2.73%	4.07%	2.44%	4.49%	4.50%	1.75%	2.62%	2.55%	2.24%	5.02%	2.95%	3.99%	3.35%	1.84%	2.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	170	15	9	15	8	7	1	0	8	16	1	1	7	6	15	3	13	2	13	9	2	1	18									
		2.00%	2.91%	1.56%	3.37%	1.68%	2.12%	0.66%	0.00%	3.64%	2.96%	0.61%	0.41%	1.58%	2.11%	2.62%	0.96%	1.82%	0.77%	2.26%	1.89%	1.12%	0.31%	3.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4535	207	225	182	207	161	63	64	110	276	84	134	255	138	387	181	496	125	290	246	110	208	386									
		53.41%	40.19%	38.99%	40.90%	43.40%	48.79%	41.72%	57.66%	50.00%	51.11%	51.22%	54.69%	57.43%	48.42%	67.66%	57.64%	69.47%	48.26%	50.35%	51.68%	61.45%	63.80%	67.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	3	2	0	0	3	0	1	0	2	1	1	2	2	2	3	5	1	1	2	0	0	0									
		0.37%	0.58%	0.35%	0.00%	0.00%	0.91%	0.00%	0.90%	0.00%	0.37%	0.61%	0.41%	0.45%	0.70%	0.35%	0.96%	0.70%	0.39%	0.17%	0.42%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	1	2	0	2	0	1									
		0.15%	0.19%	0.17%	0.00%	0.21%	0.61%	0.00%	0.00%	0.00%	0.19%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.35%	0.00%	1.12%	0.00%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1514	115	146	111	123	59	34	12	43	130	27	58	65	60	56	38	71	56	77	86	32	54	61									
