Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Яшкинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1722					
1	"Число избирателей, включенных в списки избирателей"	21953	100	238	1223	1129	1567	1690	949	1263	839	805	1142	1007	143	668	130	182	436	438	81	328	770	89	766	516	148	349	120	139	462	470	919	449	70	249	144	167	921	607	70	170					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22500	100	255	1540	1180	1530	1700	1040	1280	820	880	1170	980	150	680	140	200	420	420	80	340	780	90	800	520	160	350	120	150	450	450	900	450	80	250	150	170	880	600	75	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	16915	100	191	1158	744	1045	1152	624	864	513	480	951	789	113	532	120	151	380	392	72	270	540	85	629	457	137	255	107	115	407	356	734	355	68	222	128	161	784	503	61	170					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1745	0	36	65	142	119	120	106	129	150	123	82	53	11	43	7	17	37	16	0	18	24	4	84	43	9	65	13	18	26	39	52	26	0	15	5	0	9	31	8	0					
6	Число погашенных избирательных бюллетеней	3840	0	28	317	294	366	428	310	287	157	277	137	138	26	105	13	32	3	12	8	52	216	1	87	20	14	30	0	17	17	55	114	69	12	13	17	9	87	66	6	0					
