Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Лукояновская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222					
1	"Число избирателей, внесенных в списки"	25443	1734	1492	1353	1701	2439	1997	735	1581	567	208	611	311	89	139	363	108	152	217	1145	1294	651	61	277	566	190	175	345	243	297	177	95	536	223	82	114	481	282	91	250	171	451	184	152	270	247	110	246	240					
2	"Число бюллетеней, полученных участковыми комиссиями"	23500	1600	1380	1240	1580	2220	1850	680	1430	530	210	530	290	90	120	340	110	140	200	1050	1160	600	60	260	500	170	260	320	220	280	170	90	500	210	80	120	440	260	90	230	160	400	170	140	240	230	100	230	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11552	766	657	610	709	936	762	275	665	234	106	254	148	60	82	192	74	96	73	445	427	324	35	139	329	66	154	179	130	169	107	54	296	117	63	44	229	150	73	146	113	227	77	85	153	162	75	137	148					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1389	30	27	20	32	22	15	19	50	11	27	59	39	18	17	46	23	0	83	51	40	69	13	61	37	37	21	103	32	14	11	15	12	14	11	7	55	37	0	21	16	23	13	10	34	19	0	30	45					
6	Число погашенных бюллетеней	10559	804	696	610	839	1262	1073	386	715	285	77	217	103	12	21	102	13	44	44	554	693	207	12	60	134	67	85	38	58	97	52	21	192	79	6	69	156	73	17	63	31	150	80	45	53	49	25	63	27					
7	Число бюллетеней в переносных ящиках для голосования	1389	30	27	20	32	22	15	19	50	11	27	59	39	18	17	46	23	0	83	51	40	69	13	61	37	37	21	103	32	14	11	15	12	14	11	7	55	37	0	21	16	23	13	10	34	19	0	30	45					
8	Число бюллетеней в стационарных ящиках для голосования	11548	766	657	610	709	936	760	275	665	234	106	254	148	60	82	192	74	96	73	445	427	323	35	139	329	66	154	179	130	169	107	54	296	117	63	44	229	150	73	145	113	227	77	85	153	162	75	137	148					
9	Число недействительных бюллетеней	238	10	9	14	7	10	9	2	16	9	0	16	2	0	1	1	0	0	0	16	10	15	3	2	4	8	1	7	0	3	2	0	8	6	1	1	9	0	1	9	4	3	0	5	4	0	0	2	8					
10	Число действительных бюллетеней	12699	786	675	616	734	948	766	292	699	236	133	297	185	78	98	237	97	96	156	480	457	377	45	198	362	95	174	275	162	180	116	69	300	125	73	50	275	187	72	157	125	247	90	90	183	181	75	165	185					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	25	25	25	25	25	25	10	25	10	5	10	5	5	5	5	5	5	5	20	20	10	5	5	10	5	5	5	5	5	5	5	10	5	5	5	10	5	5	5	5	10	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	5	4	5	9	1	3	0	2	0	0	3	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	2	5	1	2	4	2	1	1	2	0	3	2	0	1	0	0	0	0	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0	2	1	1	3	1	0	0	1	4					
14	Число погашенных открепительных удостоверений	408	20	21	20	16	24	22	10	23	10	5	7	5	5	5	4	5	5	5	19	20	8	5	5	10	5	5	4	5	4	5	5	8	5	5	5	8	5	5	5	5	10	5	5	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
