Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Вятско-Полянская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175					
1	"Число избирателей, внесенных в список избирателей"	25748	1269	1124	1222	303	1493	1436	1035	608	1328	387	617	1429	952	1461	1191	391	298	625	188	568	210	821	236	342	354	987	450	833	579	479	978	349	676	529					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26840	1280	1130	1230	310	1480	1430	1050	620	1340	370	630	1420	960	1510	1170	390	300	650	190	590	200	840	220	360	630	1000	1040	840	610	480	990	360	670	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12369	449	414	501	78	750	564	532	293	622	259	260	582	423	700	468	245	168	300	100	252	114	458	108	173	273	383	324	605	393	358	493	131	327	269					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2369	166	83	43	76	97	110	60	44	54	31	36	63	49	60	60	35	42	86	35	74	13	111	34	46	81	113	126	63	78	73	67	113	65	82					
6	Число погашенных избирательных бюллетеней	12100	665	631	686	156	633	756	458	283	664	80	334	775	488	750	642	110	90	264	55	264	73	271	78	141	276	504	590	172	139	49	430	116	278	199					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2369	166	83	43	76	97	110	60	44	54	31	36	63	49	60	60	35	42	86	35	74	13	111	34	46	81	113	126	63	78	73	67	113	65	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12369	449	414	501	78	750	564	532	293	622	259	260	582	423	700	468	245	168	300	100	252	114	458	108	173	273	383	324	605	393	358	493	131	327	269					
9	Число недействительных избирательных бюллетеней	206	2	6	4	4	11	9	4	8	8	1	3	9	6	13	12	0	6	4	0	1	0	14	1	2	11	3	7	35	5	3	3	4	0	7					
10	Число действительных избирательных бюллетеней	14532	613	491	540	150	836	665	588	329	668	289	293	636	466	747	516	280	204	382	135	325	127	555	141	217	343	493	443	633	466	428	557	240	392	344					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	20	20	20	5	25	25	15	10	20	5	10	25	15	25	20	5	5	10	5	10	5	15	10	15	10	15	20	15	15	5	15	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	248	12	13	10	3	13	12	12	9	11	1	2	11	9	10	6	3	4	3	0	2	1	5	10	12	2	9	0	15	15	5	5	3	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	7	4	7	6	5	10	9	4	4	8	3	6	4	9	8	1	0	2	4	4	4	3	10	3	2	2	1	4	1	24	6	3	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	212	8	7	10	2	12	13	3	1	9	4	8	14	6	15	14	2	1	7	5	8	4	10	0	3	8	6	20	0	0	0	10	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	1	0	0	0	0	1	1	1	2	1	1	1	0	4	2	7	3	0	1	0	0	0	2	1	2	4	0	2	0	0	3	0	3	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
