Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Грачевская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №1845					
1	"Число избирателей, внесенных в список избирателей"	11991	612	602	1922	1645	1873	472	521	324	82	183	541	89	355	311	532	111	316	166	657	103	353	79	80	62					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12247	617	607	1941	1655	1891	465	527	327	82	180	547	89	368	317	531	110	500	162	665	102	346	77	79	62					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6443	280	347	995	782	903	259	253	221	67	109	415	68	198	173	252	65	260	106	295	58	196	49	54	38					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	631	40	17	29	41	56	38	29	26	0	14	16	0	24	29	46	14	56	8	75	12	47	3	2	9					
6	Число погашенных избирательных бюллетеней	5173	297	243	917	832	932	168	245	80	15	57	116	21	146	115	233	31	184	48	295	32	103	25	23	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	631	40	17	29	41	56	38	29	26	0	14	16	0	24	29	46	14	56	8	75	12	47	3	2	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6443	280	347	995	782	903	259	253	221	67	109	415	68	198	173	252	65	260	106	295	58	196	49	54	38					
9	Число недействительных избирательных бюллетеней	86	3	1	11	10	14	1	17	0	0	3	6	2	3	1	3	0	5	1	2	0	2	0	1	0					
10	Число действительных избирательных бюллетеней	6988	317	363	1013	813	945	296	265	247	67	120	425	66	219	201	295	79	311	113	368	70	241	52	55	47					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	91	5	1	13	10	8	2	1	3	2	2	3	2	13	4	1	2	2	1	8	1	1	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	65	5	0	12	8	7	2	0	3	0	0	2	0	13	3	0	0	1	0	8	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	67	0	1	8	5	17	4	0	1	1	6	3	1	1	1	2	1	2	3	2	1	2	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	1	1	2	1	0	1	0	2	2	1	2	0	1	1	2	1	1	0	1	0	2	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1003	39	67	163	135	153	34	34	33	6	14	67	6	21	32	49	3	44	8	30	7	41	4	5	8					
		14.18%	12.19%	18.41%	15.92%	16.40%	15.95%	11.45%	12.06%	13.36%	8.96%	11.38%	15.55%	8.82%	9.46%	15.84%	16.44%	3.80%	13.92%	7.02%	8.11%	10.00%	16.87%	7.69%	8.93%	17.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1007	41	36	167	115	152	35	36	46	12	28	81	11	22	27	39	13	53	11	29	3	25	6	14	5					
		14.24%	12.81%	9.89%	16.31%	13.97%	15.85%	11.78%	12.77%	18.62%	17.91%	22.76%	18.79%	16.18%	9.91%	13.37%	13.09%	16.46%	16.77%	9.65%	7.84%	4.29%	10.29%	11.54%	25.00%	10.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	4	4	5	7	10	3	0	2	1	0	8	1	0	0	3	1	2	0	2	0	1	0	0	0					
		0.76%	1.25%	1.10%	0.49%	0.85%	1.04%	1.01%	0.00%	0.81%	1.49%	0.00%	1.86%	1.47%	0.00%	0.00%	1.01%	1.27%	0.63%	0.00%	0.54%	0.00%	0.41%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1715	105	85	265	217	241	60	51	46	11	20	79	7	72	41	67	13	56	20	171	10	49	10	12	7					
