Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Грачевская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в списки избирателей"	11821	518	89	95	579	1549	1988	1588	437	506	307	81	189	307	623	97	411	512	113	531	161	698	115	327					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11532	527	88	93	574	1535	1852	1508	422	530	304	77	185	311	619	94	406	509	114	535	164	647	98	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7013	389	63	86	363	755	965	687	234	347	222	61	145	235	522	81	270	306	63	400	138	350	98	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	499	8	0	0	27	31	47	85	64	28	14	0	0	7	0	0	18	47	17	0	0	63	0	43					
6	Число погашенных избирательных бюллетеней	4020	130	25	7	184	749	840	736	124	155	68	16	40	69	97	13	118	156	34	135	26	234	0	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	499	8	0	0	27	31	47	85	64	28	14	0	0	7	0	0	18	47	17	0	0	63	0	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7012	389	63	86	362	755	965	687	234	347	222	61	145	235	522	81	270	306	63	400	138	350	98	233					
9	Число недействительных избирательных бюллетеней	63	5	0	0	5	13	6	5	4	3	1	0	0	0	10	2	0	1	1	0	0	6	0	1					
10	Число действительных избирательных бюллетеней	7448	392	63	86	384	773	1006	767	294	372	235	61	145	242	512	79	288	352	79	400	138	407	98	275					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	147	8	1	1	8	19	22	19	5	7	4	1	2	4	9	1	5	7	1	7	2	9	1	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	41	5	0	0	1	10	9	5	0	1	0	0	0	1	0	0	5	0	0	1	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	0	1	1	0	0	10	18	2	0	2	0	2	2	0	1	2	0	0	0	0	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	106	3	1	1	7	9	13	14	5	6	4	1	2	3	9	1	0	7	1	6	2	7	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
